trait_family,trait_value,base_site,survey_start,site_start,X_start,Y_start,value_start,survey_end,site_end,X,Y,value_end,delta,direction,delta_sd,standardized_change,abs_standardized_change,winner_label,signed_winner_change
Migration,short-and long-distance,DD07,DD07_1,DD07,552499.8372333928,6287499.807062139,7.517451075249939e-4,DD07_3,DD07,552499.8372333928,6287499.807062139,0.013889775609697856,0.013138030502172863,Increase,0.005534462869832597,2.373858278783656,2.373858278783656,Migration: short-and long-distance,2.373858278783656
Thermal,Thermal group: very warm,DD08,DD08_1,DD08,552499.8023283664,6292499.811338297,0.08809372483940522,DD08_3,DD08,552499.8023283664,6292499.811338297,0.11195931887346357,0.023865594034058343,Increase,0.012229177474484862,1.9515289629128267,1.9515289629128267,Thermal: Thermal group: very warm,1.9515289629128267
Thermal,Thermal group: very warm,DD09,DD09_1,DD09,552499.8297948928,6297499.853941188,0.10147095509785131,DD09_3,DD09,552499.8297948928,6297499.853941188,0.12002279729629325,0.018551842198441942,Increase,0.012229177474484862,1.5170147164148025,1.5170147164148025,Thermal: Thermal group: very warm,1.5170147164148025
Migration,short-and long-distance,DD10,DD10_1,DD10,557499.856180533,6252499.733037651,7.707357931676091e-4,DD10_3,DD10,557499.856180533,6252499.733037651,0.020596557800839358,0.01982582200767175,Increase,0.005534462869832597,3.582248625379508,3.582248625379508,Migration: short-and long-distance,3.582248625379508
Migration,short-and long-distance,DD11,DD11_1,DD11,557499.8762522964,6257499.80687196,0.0026843004269755926,DD11_3,DD11,557499.8762522964,6257499.80687196,0.020062134455992083,0.017377834029016492,Increase,0.005534462869832597,3.139931450934484,3.139931450934484,Migration: short-and long-distance,3.139931450934484
Migration,short-and long-distance,DD12,DD12_1,DD12,557499.8255147779,6262499.806363893,0.0032936990166536066,DD12_3,DD12,557499.8255147779,6262499.806363893,0.022271102486118886,0.01897740346946528,Increase,0.005534462869832597,3.428951266961756,3.428951266961756,Migration: short-and long-distance,3.428951266961756
Migration,short-and long-distance,DD13,DD13_1,DD13,557499.8249050891,6267499.844455846,6.796557856659794e-4,DD13_3,DD13,557499.8249050891,6267499.844455846,0.017561426402876744,0.016881770617210766,Increase,0.005534462869832597,3.050299733553257,3.050299733553257,Migration: short-and long-distance,3.050299733553257
Migration,short-and long-distance,DD14,DD14_1,DD14,557499.8135712934,6272499.808981645,5.385146312233034e-4,DD14_3,DD14,557499.8135712934,6272499.808981645,0.014648630099839355,0.014110115468616052,Increase,0.005534462869832597,2.5495004303900672,2.5495004303900672,Migration: short-and long-distance,2.5495004303900672
Migration,short-and long-distance,DD16,DD16_1,DD16,557499.812499,6282499.851962599,0.0012056503908688602,DD16_3,DD16,557499.812499,6282499.851962599,0.015218717982293073,0.014013067591424212,Increase,0.005534462869832597,2.5319652369170327,2.5319652369170327,Migration: short-and long-distance,2.5319652369170327
Migration,short-and long-distance,DD17,DD17_1,DD17,557499.8226555676,6287499.819056403,0.0013775411657465765,DD17_3,DD17,557499.8226555676,6287499.819056403,0.011606016581285671,0.010228475415539093,Increase,0.005534462869832597,1.8481423863719006,1.8481423863719006,Migration: short-and long-distance,1.8481423863719006
Thermal,Thermal group: very warm,DD18,DD18_1,DD18,557499.815944289,6292499.935076535,0.09709762225955368,DD18_3,DD18,557499.815944289,6292499.935076535,0.12804046708688266,0.03094284482732898,Increase,0.012229177474484862,2.530247426034056,2.530247426034056,Thermal: Thermal group: very warm,2.530247426034056
Foraging guild,Passerine seedeaters,DD19,DD19_1,DD19,557499.7962017705,6297499.866076322,0.09835456348687374,DD19_3,DD19,557499.7962017705,6297499.866076322,0.11521992496911772,0.016865361482243976,Increase,0.011614695957552051,1.4520708543625598,1.4520708543625598,Foraging guild: Passerine seedeaters,1.4520708543625598
Migration,short-and long-distance,DD20,DD20_1,DD20,562499.8979436193,6252499.742285932,5.956801284880058e-4,DD20_3,DD20,562499.8979436193,6252499.742285932,0.017011991197862668,0.01641631106937466,Increase,0.005534462869832597,2.966197706168948,2.966197706168948,Migration: short-and long-distance,2.966197706168948
Migration,short-and long-distance,DD21,DD21_1,DD21,562499.8222470335,6257499.8229469415,0.0029837430271297204,DD21_3,DD21,562499.8222470335,6257499.8229469415,0.025156060356319798,0.02217231732919008,Increase,0.005534462869832597,4.006227496808689,4.006227496808689,Migration: short-and long-distance,4.006227496808689
Migration,short-and long-distance,DD22,DD22_1,DD22,562499.8437607648,6262499.831936724,9.960200449141185e-4,DD22_3,DD22,562499.8437607648,6262499.831936724,0.014133154024128184,0.013137133979214066,Increase,0.005534462869832597,2.3736962896295353,2.3736962896295353,Migration: short-and long-distance,2.3736962896295353
Migration,short-and long-distance,DD24,DD24_1,DD24,562499.8019624483,6272499.851935544,5.526168085028401e-4,DD24_3,DD24,562499.8019624483,6272499.851935544,0.014043959741425319,0.013491342932922479,Increase,0.005534462869832597,2.43769689132101,2.43769689132101,Migration: short-and long-distance,2.43769689132101
Thermal,Thermal group: very warm,DD26,DD26_1,DD26,562499.825335824,6282499.914256911,0.09960040983119463,DD26_3,DD26,562499.825335824,6282499.914256911,0.1155119312159978,0.015911521384803173,Increase,0.012229177474484862,1.3011113313222584,1.3011113313222584,Thermal: Thermal group: very warm,1.3011113313222584
Foraging guild,Foliage gleaners,DD27,DD27_1,DD27,562499.8219761638,6287499.891081318,0.17685499260644671,DD27_3,DD27,562499.8219761638,6287499.891081318,0.1219241620609214,-0.05493083054552532,Decrease,0.023788136775533864,-2.3091691065952573,2.3091691065952573,Foraging guild: Foliage gleaners,-2.3091691065952573
Migration,short-and long-distance,DD28,DD28_1,DD28,562499.7860176418,6292499.905539777,7.541510604128535e-4,DD28_3,DD28,562499.7860176418,6292499.905539777,0.01062631079203213,0.009872159731619277,Increase,0.005534462869832597,1.783761128009498,1.783761128009498,Migration: short-and long-distance,1.783761128009498
Migration,short-and long-distance,DD29,DD29_1,DD29,562499.8388001381,6297499.959425464,0.001198383975457838,DD29_3,DD29,562499.8388001381,6297499.959425464,0.011612849280580751,0.010414465305122913,Increase,0.005534462869832597,1.8817481569693724,1.8817481569693724,Migration: short-and long-distance,1.8817481569693724
Migration,short-and long-distance,DD30,DD30_1,DD30,567499.9045343413,6252499.740139163,0.0016216688453489956,DD30_3,DD30,567499.9045343413,6252499.740139163,0.012865139221527497,0.011243470376178502,Increase,0.005534462869832597,2.0315377735145215,2.0315377735145215,Migration: short-and long-distance,2.0315377735145215
Migration,short-and long-distance,DD31,DD31_1,DD31,567499.8570273767,6257499.839340627,0.004970962428553218,DD31_3,DD31,567499.8570273767,6257499.839340627,0.02164113586287142,0.016670173434318203,Increase,0.005534462869832597,3.012067083363129,3.012067083363129,Migration: short-and long-distance,3.012067083363129
Migration,short-and long-distance,DD35,DD35_1,DD35,567499.839200209,6277499.844712948,6.892017545265109e-4,DD35_3,DD35,567499.839200209,6277499.844712948,0.020155983321125955,0.019466781566599443,Increase,0.005534462869832597,3.517375041525622,3.517375041525622,Migration: short-and long-distance,3.517375041525622
Migration,short-and long-distance,DD37,DD37_1,DD37,567499.854039139,6287499.911641263,0.001163449765543022,DD37_3,DD37,567499.854039139,6287499.911641263,0.011947034886810363,0.010783585121267342,Increase,0.005534462869832597,1.9484429428638514,1.9484429428638514,Migration: short-and long-distance,1.9484429428638514
Thermal,Thermal group: medium,DD38,DD38_1,DD38,567499.8490636005,6292499.946900631,0.33413651285328166,DD38_3,DD38,567499.8490636005,6292499.946900631,0.2832081555313108,-0.050928357321970874,Decrease,0.02259622466843104,-2.253843642877315,2.253843642877315,Thermal: Thermal group: medium,-2.253843642877315
Thermal,Thermal group: medium,DD39,DD39_1,DD39,567499.7951241602,6297499.908455915,0.32621878645517954,DD39_3,DD39,567499.7951241602,6297499.908455915,0.2861987292295746,-0.04002005722560492,Decrease,0.02259622466843104,-1.7710948538016857,1.7710948538016857,Thermal: Thermal group: medium,-1.7710948538016857
Migration,short-and long-distance,DD40,DD40_1,DD40,572499.8910228461,6252499.837507532,0.001383158062572387,DD40_3,DD40,572499.8910228461,6252499.837507532,0.02012907389043381,0.018745915827861424,Increase,0.005534462869832597,3.387124689198328,3.387124689198328,Migration: short-and long-distance,3.387124689198328
Migration,short-and long-distance,DD41,DD41_1,DD41,572499.874319164,6257499.853998432,0.0012957047721107175,DD41_3,DD41,572499.874319164,6257499.853998432,0.01833514102716963,0.017039436255058913,Increase,0.005534462869832597,3.0787877081871744,3.0787877081871744,Migration: short-and long-distance,3.0787877081871744
Migration,short-and long-distance,DD42,DD42_1,DD42,572499.8594056569,6262499.798046281,5.006499112521092e-4,DD42_3,DD42,572499.8594056569,6262499.798046281,0.011923229310349396,0.011422579399097287,Increase,0.005534462869832597,2.0639002677856597,2.0639002677856597,Migration: short-and long-distance,2.0639002677856597
Migration,short-and long-distance,DD43,DD43_1,DD43,572499.8414943474,6267499.892215765,8.295663740868481e-4,DD43_3,DD43,572499.8414943474,6267499.892215765,0.01524746581296061,0.014417899438873762,Increase,0.005534462869832597,2.6051126871702848,2.6051126871702848,Migration: short-and long-distance,2.6051126871702848
Thermal,Thermal group: very warm,DD46,DD46_1,DD46,572499.840314927,6282499.96321855,0.09107673989702644,DD46_3,DD46,572499.840314927,6282499.96321855,0.12189410631856971,0.03081736642154327,Increase,0.012229177474484862,2.5199868499611755,2.5199868499611755,Thermal: Thermal group: very warm,2.5199868499611755
Migration,short-and long-distance,DD47,DD47_1,DD47,572499.8119906547,6287499.989774233,0.0014489693544214664,DD47_3,DD47,572499.8119906547,6287499.989774233,0.022275905531472025,0.02082693617705056,Increase,0.005534462869832597,3.7631359477673247,3.7631359477673247,Migration: short-and long-distance,3.7631359477673247
Migration,short-and long-distance,DD48,DD48_1,DD48,572499.8407176494,6292499.944752331,5.768305205090381e-4,DD48_3,DD48,572499.8407176494,6292499.944752331,0.010579352042810491,0.010002521522301454,Increase,0.005534462869832597,1.8073156795076672,1.8073156795076672,Migration: short-and long-distance,1.8073156795076672
Thermal,Thermal group: very warm,DD49,DD49_1,DD49,572499.8623283049,6297499.938366378,0.08877847526627156,DD49_3,DD49,572499.8623283049,6297499.938366378,0.12033612830967093,0.03155765304339937,Increase,0.012229177474484862,2.5805213072785746,2.5805213072785746,Thermal: Thermal group: very warm,2.5805213072785746
Migration,short-and long-distance,DD50,DD50_1,DD50,577499.9397466873,6252499.812573781,8.882451684312024e-4,DD50_3,DD50,577499.9397466873,6252499.812573781,0.018614503168553766,0.017726258000122563,Increase,0.005534462869832597,3.2028867872156734,3.2028867872156734,Migration: short-and long-distance,3.2028867872156734
Migration,short-distance,DD51,DD51_1,DD51,577499.8911025693,6257499.866573606,0.24314269229770583,DD51_3,DD51,577499.8911025693,6257499.866573606,0.19457224077136015,-0.048570451526345676,Decrease,0.01778991450542737,-2.730223999195035,2.730223999195035,Migration: short-distance,-2.730223999195035
Migration,short-and long-distance,DD52,DD52_1,DD52,577499.8890167333,6262499.849300526,0.004221851350052157,DD52_3,DD52,577499.8890167333,6262499.849300526,0.020123614880889772,0.015901763530837616,Increase,0.005534462869832597,2.873226165725203,2.873226165725203,Migration: short-and long-distance,2.873226165725203
Migration,short-distance,DD53,DD53_1,DD53,577499.8687690438,6267499.87089236,0.25212265006081686,DD53_3,DD53,577499.8687690438,6267499.87089236,0.2097231150051287,-0.042399535055688164,Decrease,0.01778991450542737,-2.383346757667265,2.383346757667265,Migration: short-distance,-2.383346757667265
Foraging guild,Scolopacids,DD54,DD54_1,DD54,577499.8907825949,6272499.932445059,0.048792586818735835,DD54_3,DD54,577499.8907825949,6272499.932445059,0.017335867659359672,-0.03145671915937616,Decrease,0.011717888545512397,-2.684504041594008,2.684504041594008,Foraging guild: Scolopacids,-2.684504041594008
Migration,short-and long-distance,DD57,DD57_1,DD57,577499.8373202452,6287500.015885937,0.008066761711841368,DD57_3,DD57,577499.8373202452,6287500.015885937,0.0288787968367271,0.020812035124885733,Increase,0.005534462869832597,3.7604435361430553,3.7604435361430553,Migration: short-and long-distance,3.7604435361430553
Thermal,Thermal group: very warm,DD59,DD59_1,DD59,577499.8764129576,6297499.934571228,0.07143661137062822,DD59_3,DD59,577499.8764129576,6297499.934571228,0.11913476098295629,0.04769814961232807,Increase,0.012229177474484862,3.9003563168370237,3.9003563168370237,Thermal: Thermal group: very warm,3.9003563168370237
Migration,short-and long-distance,DD61,DD61_1,DD61,582499.9243567707,6257499.87675696,0.0012724596794807315,DD61_3,DD61,582499.9243567707,6257499.87675696,0.017025380817190114,0.01575292113770938,Increase,0.005534462869832597,2.846332427953549,2.846332427953549,Migration: short-and long-distance,2.846332427953549
Migration,short-and long-distance,DD62,DD62_1,DD62,582499.9358377454,6262499.908196272,8.118893204401139e-4,DD62_3,DD62,582499.9358377454,6262499.908196272,0.014537887614671691,0.013725998294231578,Increase,0.005534462869832597,2.480095831711082,2.480095831711082,Migration: short-and long-distance,2.480095831711082
Migration,short-and long-distance,DD63,DD63_1,DD63,582499.9142568866,6267499.867230073,9.26650597177767e-4,DD63_3,DD63,582499.9142568866,6267499.867230073,0.013353213226576883,0.012426562629399117,Increase,0.005534462869832597,2.2453059893371345,2.2453059893371345,Migration: short-and long-distance,2.2453059893371345
Migration,short-and long-distance,DD64,DD64_1,DD64,582499.9156895869,6272499.97761661,0.003280180106640078,DD64_3,DD64,582499.9156895869,6272499.97761661,0.015554978475370462,0.012274798368730385,Increase,0.005534462869832597,2.2178843109849367,2.2178843109849367,Migration: short-and long-distance,2.2178843109849367
Thermal,Thermal group: very warm,DD65,DD65_1,DD65,582499.8841101133,6277499.904232946,0.09685625145446691,DD65_3,DD65,582499.8841101133,6277499.904232946,0.12220665605263746,0.025350404598170548,Increase,0.012229177474484862,2.0729443702213013,2.0729443702213013,Thermal: Thermal group: very warm,2.0729443702213013
Thermal,Thermal group: very warm,DD70,DD70_1,DD70,587499.9756611895,6252499.834294763,0.09857423668789302,DD70_3,DD70,587499.9756611895,6252499.834294763,0.1187271567082458,0.02015292002035278,Increase,0.012229177474484862,1.6479374890420988,1.6479374890420988,Thermal: Thermal group: very warm,1.6479374890420988
Foraging guild,Low flycatching feeders,DD71,DD71_1,DD71,587499.9294289971,6257499.883005279,0.06567612057475028,DD71_3,DD71,587499.9294289971,6257499.883005279,0.10551620333612635,0.03984008276137607,Increase,0.015897313823104414,2.5060889660160295,2.5060889660160295,Foraging guild: Low flycatching feeders,2.5060889660160295
Migration,short-and long-distance,DD72,DD72_1,DD72,587499.9576007758,6262499.861898324,5.24834761871261e-4,DD72_3,DD72,587499.9576007758,6262499.861898324,0.014662002893250736,0.014137168131379475,Increase,0.005534462869832597,2.5543884680189546,2.5543884680189546,Migration: short-and long-distance,2.5543884680189546
Migration,short-and long-distance,DD80,DD80_1,DD80,592499.9965185599,6252499.880145047,0.0015240927547246375,DD80_3,DD80,592499.9965185599,6252499.880145047,0.009220155881654795,0.007696063126930158,Increase,0.005534462869832597,1.390570920419409,1.390570920419409,Migration: short-and long-distance,1.390570920419409
Foraging guild,Open-land insectivores,DD81,DD81_1,DD81,592499.9849260056,6257499.886210558,0.04472401990768863,DD81_3,DD81,592499.9849260056,6257499.886210558,0.056193777260748506,0.011469757353059877,Increase,0.0073465438531933455,1.5612453396128958,1.5612453396128958,Foraging guild: Open-land insectivores,1.5612453396128958
Migration,short-and long-distance,DD90,DD90_1,DD90,597499.9603299614,6252499.909862781,6.589989460907447e-4,DD90_3,DD90,597499.9603299614,6252499.909862781,0.015072629135726212,0.014413630189635467,Increase,0.005534462869832597,2.6043412935700916,2.6043412935700916,Migration: short-and long-distance,2.6043412935700916
Foraging guild,Passerine seedeaters,DD91,DD91_1,DD91,597499.9845591482,6257499.88334208,0.08053744601677436,DD91_3,DD91,597499.9845591482,6257499.88334208,0.1038294401652138,0.023291994148439438,Increase,0.011614695957552051,2.0053899158070196,2.0053899158070196,Foraging guild: Passerine seedeaters,2.0053899158070196
Foraging guild,Passerine seedeaters,DD92,DD92_1,DD92,597499.985225495,6262499.8971402,0.08606029883852001,DD92_3,DD92,597499.985225495,6262499.8971402,0.10775849089735026,0.02169819205883025,Increase,0.011614695957552051,1.8681670306420513,1.8681670306420513,Foraging guild: Passerine seedeaters,1.8681670306420513
Migration,short-and long-distance,DE00,DE00_1,DE00,552500.0397736444,6202499.815031244,0.0014602413433912461,DE00_3,DE00,552500.0397736444,6202499.815031244,0.014689507341762689,0.013229265998371442,Increase,0.005534462869832597,2.3903432563405365,2.3903432563405365,Migration: short-and long-distance,2.3903432563405365
Foraging guild,Owls,DE01,DE01_1,DE01,552500.0522177635,6207499.735317095,0.026155103710164877,DE01_3,DE01,552500.0522177635,6207499.735317095,0.012772881765110409,-0.013382221945054468,Decrease,0.005596576930679483,-2.3911441066226398,2.3911441066226398,Foraging guild: Owls,-2.3911441066226398
Migration,short-and long-distance,DE02,DE02_1,DE02,552500.0156842017,6212499.692870375,0.0015363759838216242,DE02_3,DE02,552500.0156842017,6212499.692870375,0.015191046937506877,0.013654670953685253,Increase,0.005534462869832597,2.46720797931711,2.46720797931711,Migration: short-and long-distance,2.46720797931711
Foraging guild,Passerine seedeaters,DE03,DE03_1,DE03,552499.9918704326,6217499.688423337,0.07875474113579867,DE03_3,DE03,552499.9918704326,6217499.688423337,0.100657390948792,0.021902649812993336,Increase,0.011614695957552051,1.8857703975240008,1.8857703975240008,Foraging guild: Passerine seedeaters,1.8857703975240008
Migration,sedentary and short-distance,DE04,DE04_1,DE04,552500.0421838384,6222499.722709725,0.22676920260888941,DE04_3,DE04,552500.0421838384,6222499.722709725,0.24908229477799856,0.02231309216910915,Increase,0.019759113830989605,1.1292557125772493,1.1292557125772493,Migration: sedentary and short-distance,1.1292557125772493
Migration,sedentary,DE05,DE05_1,DE05,552499.9808522139,6227499.682127924,0.31119702041226477,DE05_3,DE05,552499.9808522139,6227499.682127924,0.3733179335193377,0.062120913107072906,Increase,0.031964532108813386,1.9434325800734835,1.9434325800734835,Migration: sedentary,1.9434325800734835
Thermal,Thermal group: very warm,DE07,DE07_1,DE07,552499.9514282229,6237499.715456871,0.09676218675128262,DE07_3,DE07,552499.9514282229,6237499.715456871,0.12530648352060353,0.02854429676932091,Increase,0.012229177474484862,2.334114197694502,2.334114197694502,Thermal: Thermal group: very warm,2.334114197694502
Migration,short-and long-distance,DE10,DE10_1,DE10,557499.9926700045,6202499.753927617,7.591811331390883e-4,DE10_3,DE10,557499.9926700045,6202499.753927617,0.011527535526167854,0.010768354393028767,Increase,0.005534462869832597,1.9456909633860244,1.9456909633860244,Migration: short-and long-distance,1.9456909633860244
Migration,short-distance,DE11,DE11_1,DE11,557500.0121679712,6207499.781346942,0.24202107949770768,DE11_3,DE11,557500.0121679712,6207499.781346942,0.20252573424828788,-0.039495345249419805,Decrease,0.01778991450542737,-2.2200975298318895,2.2200975298318895,Migration: short-distance,-2.2200975298318895
Foraging guild,Low flycatching feeders,DE12,DE12_1,DE12,557500.0298874964,6212499.735544217,0.02865105091279997,DE12_3,DE12,557500.0298874964,6212499.735544217,0.08810544531101214,0.059454394398212165,Increase,0.015897313823104414,3.739901914234336,3.739901914234336,Foraging guild: Low flycatching feeders,3.739901914234336
Thermal,Thermal group: medium,DE13,DE13_1,DE13,557499.9814049272,6217499.726953041,0.3547364504609918,DE13_3,DE13,557499.9814049272,6217499.726953041,0.3015143047528221,-0.05322214570816969,Decrease,0.02259622466843104,-2.3553556618033546,2.3553556618033546,Thermal: Thermal group: medium,-2.3553556618033546
Foraging guild,Diurnal raptors,DE14,DE14_1,DE14,557499.9919643814,6222499.645914316,0.014936720495137284,DE14_3,DE14,557499.9919643814,6222499.645914316,0.04195700389135209,0.027020283396214803,Increase,0.010732638859737756,2.517580601503163,2.517580601503163,Foraging guild: Diurnal raptors,2.517580601503163
Migration,short-and long-distance,DE15,DE15_1,DE15,557499.9955708939,6227499.714159249,7.947424926918702e-4,DE15_3,DE15,557499.9955708939,6227499.714159249,0.014880933922979272,0.0140861914302874,Increase,0.005534462869832597,2.5451776914194877,2.5451776914194877,Migration: short-and long-distance,2.5451776914194877
Migration,short-and long-distance,DE16,DE16_1,DE16,557499.9944713496,6232499.709069772,0.001931901907646167,DE16_3,DE16,557499.9944713496,6232499.709069772,0.01337509208557734,0.011443190177931174,Increase,0.005534462869832597,2.0676243471260833,2.0676243471260833,Migration: short-and long-distance,2.0676243471260833
Foraging guild,Aquatic pursuers,DE17,DE17_1,DE17,557499.9260181622,6237499.629782909,0.0016894718811703406,DE17_3,DE17,557499.9260181622,6237499.629782909,0.017365539675500058,0.01567606779432972,Increase,0.008253999779277288,1.8992086519903322,1.8992086519903322,Foraging guild: Aquatic pursuers,1.8992086519903322
Thermal,Thermal group: very warm,DE18,DE18_1,DE18,557499.9103897591,6242499.700531681,0.09293218232236733,DE18_3,DE18,557499.9103897591,6242499.700531681,0.11114972380034971,0.01821754147798238,Increase,0.012229177474484862,1.4896783954596888,1.4896783954596888,Thermal: Thermal group: very warm,1.4896783954596888
Thermal,Thermal group: very warm,DE19,DE19_1,DE19,557499.8878559844,6247499.697860005,0.08961440150086672,DE19_3,DE19,557499.8878559844,6247499.697860005,0.12097083203610408,0.03135643053523736,Increase,0.012229177474484862,2.5640670111019226,2.5640670111019226,Thermal: Thermal group: very warm,2.5640670111019226
Migration,short-and long-distance,DE20,DE20_1,DE20,562500.0084597974,6202499.807410175,9.765264708449035e-4,DE20_3,DE20,562500.0084597974,6202499.807410175,0.010404814654002557,0.009428288183157654,Increase,0.005534462869832597,1.703559750043609,1.703559750043609,Migration: short-and long-distance,1.703559750043609
Migration,short-and long-distance,DE21,DE21_1,DE21,562499.9761553103,6207499.728242607,0.0013760676100501676,DE21_3,DE21,562499.9761553103,6207499.728242607,0.012794712474255093,0.011418644864204925,Increase,0.005534462869832597,2.06318935238431,2.06318935238431,Migration: short-and long-distance,2.06318935238431
Foraging guild,Diurnal raptors,DE22,DE22_1,DE22,562499.9864572511,6212499.688075669,0.018044191672012523,DE22_3,DE22,562499.9864572511,6212499.688075669,0.04040021650478732,0.022356024832774796,Increase,0.010732638859737756,2.0829942314225085,2.0829942314225085,Foraging guild: Diurnal raptors,2.0829942314225085
Migration,long-distance,DE23,DE23_1,DE23,562499.9761974189,6217499.685978896,0.2580220160387325,DE23_3,DE23,562499.9761974189,6217499.685978896,0.21223081077980638,-0.045791205258926104,Decrease,0.028920469123825114,-1.583349324759142,1.583349324759142,Migration: long-distance,-1.583349324759142
Migration,short-and long-distance,DE24,DE24_1,DE24,562500.0067694888,6222499.722828891,0.005066749407844993,DE24_3,DE24,562500.0067694888,6222499.722828891,0.019431921368312143,0.01436517196046715,Increase,0.005534462869832597,2.5955855696077075,2.5955855696077075,Migration: short-and long-distance,2.5955855696077075
Migration,short-and long-distance,DE25,DE25_1,DE25,562499.9547079823,6227499.685494073,0.0016848826771296414,DE25_3,DE25,562499.9547079823,6227499.685494073,0.018524978620923203,0.01684009594379356,Increase,0.005534462869832597,3.042769703196677,3.042769703196677,Migration: short-and long-distance,3.042769703196677
Migration,short-and long-distance,DE26,DE26_1,DE26,562499.9418520522,6232499.687049095,0.0016184192728848138,DE26_3,DE26,562499.9418520522,6232499.687049095,0.018670219559227666,0.01705180028634285,Increase,0.005534462869832597,3.0810217156373523,3.0810217156373523,Migration: short-and long-distance,3.0810217156373523
Foraging guild,Woodpeckers,DE27,DE27_1,DE27,562499.9672399207,6237499.727467009,0.038364020672200516,DE27_3,DE27,562499.9672399207,6237499.727467009,0.02466419198081671,-0.013699828691383805,Decrease,0.006230782012952926,-2.198733427506174,2.198733427506174,Foraging guild: Woodpeckers,-2.198733427506174
Migration,short-and long-distance,DE29,DE29_1,DE29,562499.8850704462,6247499.698559415,7.199357127555611e-4,DE29_3,DE29,562499.8850704462,6247499.698559415,0.020863058051551305,0.020143122338795744,Increase,0.005534462869832597,3.63958035541126,3.63958035541126,Migration: short-and long-distance,3.63958035541126
Migration,short-and long-distance,DE30,DE30_1,DE30,567499.9818457006,6202499.750937081,0.0016659025305422216,DE30_3,DE30,567499.9818457006,6202499.750937081,0.011419609603484183,0.009753707072941962,Increase,0.005534462869832597,1.7623583900269235,1.7623583900269235,Migration: short-and long-distance,1.7623583900269235
Migration,short-and long-distance,DE31,DE31_1,DE31,567499.95756106,6207499.79836426,5.084006681546471e-4,DE31_3,DE31,567499.95756106,6207499.79836426,0.006621092513875744,0.006112691845721097,Increase,0.005534462869832597,1.104477885115162,1.104477885115162,Migration: short-and long-distance,1.104477885115162
Migration,short-and long-distance,DE32,DE32_1,DE32,567499.9610612297,6212499.773586951,0.002203348654065178,DE32_3,DE32,567499.9610612297,6212499.773586951,0.015922838687285116,0.013719490033219938,Increase,0.005534462869832597,2.478919880012659,2.478919880012659,Migration: short-and long-distance,2.478919880012659
Thermal,Thermal group: cold,DE33,DE33_1,DE33,567499.991388455,6217499.67657536,0.2690133092369228,DE33_3,DE33,567499.991388455,6217499.67657536,0.21557806509700447,-0.05343524413991832,Decrease,0.018306465811002055,-2.9189273719782722,2.9189273719782722,Thermal: Thermal group: cold,-2.9189273719782722
Thermal,Thermal group: very warm,DE34,DE34_1,DE34,567499.981947577,6222499.728908503,0.1172709504869165,DE34_3,DE34,567499.981947577,6222499.728908503,0.15522322956772844,0.03795227908081193,Increase,0.012229177474484862,3.1034204189117487,3.1034204189117487,Thermal: Thermal group: very warm,3.1034204189117487
Thermal,Thermal group: cold,DE35,DE35_1,DE35,567499.9354850466,6227499.707971843,0.26537146996895655,DE35_3,DE35,567499.9354850466,6227499.707971843,0.21268542056833936,-0.05268604940061719,Decrease,0.018306465811002055,-2.8780022285324596,2.8780022285324596,Thermal: Thermal group: cold,-2.8780022285324596
Foraging guild,Diurnal raptors,DE36,DE36_1,DE36,567499.9734866512,6232499.726984239,0.017836400586782937,DE36_3,DE36,567499.9734866512,6232499.726984239,0.04121827496637256,0.02338187437958962,Increase,0.010732638859737756,2.178576460566841,2.178576460566841,Foraging guild: Diurnal raptors,2.178576460566841
Migration,short-and long-distance,DE37,DE37_1,DE37,567499.910766697,6237499.671688164,0.002228128714162163,DE37_3,DE37,567499.910766697,6237499.671688164,0.013075976821705264,0.010847848107543101,Increase,0.005534462869832597,1.9600543652886084,1.9600543652886084,Migration: short-and long-distance,1.9600543652886084
Foraging guild,Owls,DE38,DE38_1,DE38,567499.9288161611,6242499.767579349,0.024784067619971633,DE38_3,DE38,567499.9288161611,6242499.767579349,0.012118102078195093,-0.01266596554177654,Decrease,0.005596576930679483,-2.263162947398055,2.263162947398055,Foraging guild: Owls,-2.263162947398055
Migration,short-and long-distance,DE39,DE39_1,DE39,567499.9064195943,6247499.790080435,0.00040667670390112756,DE39_3,DE39,567499.9064195943,6247499.790080435,0.015525465770953211,0.015118789067052083,Increase,0.005534462869832597,2.731753635833749,2.731753635833749,Migration: short-and long-distance,2.731753635833749
Migration,short-and long-distance,DE40,DE40_1,DE40,572499.9259428019,6202499.806681671,0.0017419340543533754,DE40_3,DE40,572499.9259428019,6202499.806681671,0.012928383171737803,0.011186449117384428,Increase,0.005534462869832597,2.0212348299163474,2.0212348299163474,Migration: short-and long-distance,2.0212348299163474
Migration,short-and long-distance,DE41,DE41_1,DE41,572499.9762135199,6207499.768940775,7.171987971078528e-4,DE41_3,DE41,572499.9762135199,6207499.768940775,0.008200773041402765,0.007483574244294912,Increase,0.005534462869832597,1.3521771525628232,1.3521771525628232,Migration: short-and long-distance,1.3521771525628232
Foraging guild,Aquatic pursuers,DE42,DE42_1,DE42,572499.9735447941,6212499.769307227,0.004544311279324578,DE42_3,DE42,572499.9735447941,6212499.769307227,0.02617516257065786,0.021630851291333283,Increase,0.008253999779277288,2.620650820180572,2.620650820180572,Foraging guild: Aquatic pursuers,2.620650820180572
