"site","start_occurrence","end_occurrence","species","species_label","comparison","change_class"
"CD79",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CD80",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CD81",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CD82",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CD83",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CD84",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CD85",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CD86",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CD87",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CD88",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CD89",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CD90",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CD91",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CD92",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CD93",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CD94",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CD95",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CD96",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CD97",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CD98",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CD99",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE10",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE11",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE12",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE13",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE14",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE15",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE16",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE17",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE18",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE19",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE20",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE21",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE22",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE23",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE24",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE25",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE26",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE27",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE28",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE29",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE30",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE31",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE32",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE33",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE34",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE35",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE36",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE37",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE38",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE39",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE40",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE41",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE42",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE43",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE44",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE45",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE46",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE47",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE48",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE49",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE50",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE51",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE52",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE53",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE54",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE55",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE56",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE57",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE58",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE59",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE60",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE61",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE62",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE63",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE64",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE65",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE66",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE67",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE68",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE69",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE70",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE71",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE72",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE73",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE74",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE75",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE76",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE77",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE78",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE79",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE80",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE81",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE82",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE83",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE84",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE85",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE86",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE87",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE88",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE89",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE90",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE91",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE92",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE93",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE94",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE95",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE96",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE97",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE98",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CE99",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF00",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF10",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF11",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF12",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF13",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF14",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF15",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF16",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF17",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF18",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF19",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF20",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF21",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF22",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF23",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF24",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF25",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF26",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF27",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF28",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF29",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF30",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF31",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF32",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF33",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF34",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF35",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF36",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF37",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF38",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF39",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF40",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF41",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF42",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF43",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF44",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF45",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF46",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF47",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF48",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF49",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF50",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF51",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF52",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF53",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF54",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF55",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF56",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF57",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF58",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF59",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF60",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF61",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF62",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF63",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF64",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF65",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF66",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF67",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF68",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF69",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF70",0,1,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Gain"
"CF71",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF72",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF73",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF74",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF75",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF76",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF77",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF78",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF79",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF80",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF81",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF82",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF83",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF84",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF85",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF86",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF87",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF88",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF89",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF90",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF91",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF92",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF93",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF94",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF95",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF96",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF97",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF98",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CF99",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG00",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG01",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG02",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG03",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG04",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG05",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG06",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG07",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG08",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG09",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG10",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG11",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG12",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG13",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG14",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG15",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG16",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG17",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG18",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG19",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG20",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG21",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG22",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG23",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG24",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG25",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG26",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG27",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG28",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG29",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG30",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG31",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG32",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG33",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG34",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG35",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG36",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG37",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG38",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG39",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG40",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG41",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG42",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG43",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG44",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG45",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG46",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG47",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG48",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG49",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG50",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG51",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG52",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG53",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG54",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
"CG55",0,0,"Falco_peregrinus","Peregrine Falcon
Falco peregrinus","1990s to 2010s","Absent both"
