atlas,atlas_num,chain,iteration,rho,draw_id
1990s,2,3,246,0.8,746
1990s,2,3,247,0.86,747
1990s,2,3,248,0.74,748
1990s,2,3,249,0.86,749
1990s,2,3,250,0.82,750
1990s,2,4,1,0.9,751
1990s,2,4,2,0.91,752
1990s,2,4,3,0.86,753
1990s,2,4,4,0.8,754
1990s,2,4,5,0.69,755
1990s,2,4,6,0.9,756
1990s,2,4,7,0.87,757
1990s,2,4,8,0.76,758
1990s,2,4,9,0.68,759
1990s,2,4,10,0.85,760
1990s,2,4,11,0.82,761
1990s,2,4,12,0.81,762
1990s,2,4,13,0.8,763
1990s,2,4,14,0.83,764
1990s,2,4,15,0.79,765
1990s,2,4,16,0.8,766
1990s,2,4,17,0.66,767
1990s,2,4,18,0.8,768
1990s,2,4,19,0.81,769
1990s,2,4,20,0.88,770
1990s,2,4,21,0.81,771
1990s,2,4,22,0.64,772
1990s,2,4,23,0.86,773
1990s,2,4,24,0.8,774
1990s,2,4,25,0.76,775
1990s,2,4,26,0.82,776
1990s,2,4,27,0.9,777
1990s,2,4,28,0.75,778
1990s,2,4,29,0.87,779
1990s,2,4,30,0.85,780
1990s,2,4,31,0.77,781
1990s,2,4,32,0.93,782
1990s,2,4,33,0.79,783
1990s,2,4,34,0.9,784
1990s,2,4,35,0.89,785
1990s,2,4,36,0.87,786
1990s,2,4,37,0.81,787
1990s,2,4,38,0.86,788
1990s,2,4,39,0.77,789
1990s,2,4,40,0.81,790
1990s,2,4,41,0.9,791
1990s,2,4,42,0.79,792
1990s,2,4,43,0.87,793
1990s,2,4,44,0.76,794
1990s,2,4,45,0.81,795
1990s,2,4,46,0.86,796
1990s,2,4,47,0.82,797
1990s,2,4,48,0.82,798
1990s,2,4,49,0.86,799
1990s,2,4,50,0.69,800
1990s,2,4,51,0.78,801
1990s,2,4,52,0.84,802
1990s,2,4,53,0.74,803
1990s,2,4,54,0.75,804
1990s,2,4,55,0.9,805
1990s,2,4,56,0.75,806
1990s,2,4,57,0.8,807
1990s,2,4,58,0.77,808
1990s,2,4,59,0.81,809
1990s,2,4,60,0.7,810
1990s,2,4,61,0.71,811
1990s,2,4,62,0.78,812
1990s,2,4,63,0.87,813
1990s,2,4,64,0.82,814
1990s,2,4,65,0.72,815
1990s,2,4,66,0.79,816
1990s,2,4,67,0.75,817
1990s,2,4,68,0.73,818
1990s,2,4,69,0.7,819
1990s,2,4,70,0.8,820
1990s,2,4,71,0.79,821
1990s,2,4,72,0.82,822
1990s,2,4,73,0.89,823
1990s,2,4,74,0.78,824
1990s,2,4,75,0.84,825
1990s,2,4,76,0.85,826
1990s,2,4,77,0.67,827
1990s,2,4,78,0.83,828
1990s,2,4,79,0.83,829
1990s,2,4,80,0.8,830
1990s,2,4,81,0.85,831
1990s,2,4,82,0.82,832
1990s,2,4,83,0.82,833
1990s,2,4,84,0.85,834
1990s,2,4,85,0.84,835
1990s,2,4,86,0.81,836
1990s,2,4,87,0.69,837
1990s,2,4,88,0.85,838
1990s,2,4,89,0.76,839
1990s,2,4,90,0.86,840
1990s,2,4,91,0.75,841
1990s,2,4,92,0.83,842
1990s,2,4,93,0.82,843
1990s,2,4,94,0.8,844
1990s,2,4,95,0.82,845
1990s,2,4,96,0.83,846
1990s,2,4,97,0.89,847
1990s,2,4,98,0.71,848
1990s,2,4,99,0.83,849
1990s,2,4,100,0.77,850
1990s,2,4,101,0.9,851
1990s,2,4,102,0.92,852
1990s,2,4,103,0.92,853
1990s,2,4,104,0.82,854
1990s,2,4,105,0.79,855
1990s,2,4,106,0.83,856
1990s,2,4,107,0.78,857
1990s,2,4,108,0.76,858
1990s,2,4,109,0.89,859
1990s,2,4,110,0.84,860
1990s,2,4,111,0.9,861
1990s,2,4,112,0.75,862
1990s,2,4,113,0.82,863
1990s,2,4,114,0.84,864
1990s,2,4,115,0.84,865
1990s,2,4,116,0.76,866
1990s,2,4,117,0.84,867
1990s,2,4,118,0.77,868
1990s,2,4,119,0.79,869
1990s,2,4,120,0.88,870
1990s,2,4,121,0.88,871
1990s,2,4,122,0.8,872
1990s,2,4,123,0.85,873
1990s,2,4,124,0.73,874
1990s,2,4,125,0.79,875
1990s,2,4,126,0.73,876
1990s,2,4,127,0.81,877
1990s,2,4,128,0.87,878
1990s,2,4,129,0.86,879
1990s,2,4,130,0.69,880
1990s,2,4,131,0.91,881
1990s,2,4,132,0.68,882
1990s,2,4,133,0.76,883
1990s,2,4,134,0.7,884
1990s,2,4,135,0.88,885
1990s,2,4,136,0.87,886
1990s,2,4,137,0.77,887
1990s,2,4,138,0.86,888
1990s,2,4,139,0.82,889
1990s,2,4,140,0.8,890
1990s,2,4,141,0.82,891
1990s,2,4,142,0.84,892
1990s,2,4,143,0.71,893
1990s,2,4,144,0.77,894
1990s,2,4,145,0.88,895
1990s,2,4,146,0.73,896
1990s,2,4,147,0.76,897
1990s,2,4,148,0.82,898
1990s,2,4,149,0.81,899
1990s,2,4,150,0.79,900
1990s,2,4,151,0.71,901
1990s,2,4,152,0.76,902
1990s,2,4,153,0.71,903
1990s,2,4,154,0.84,904
1990s,2,4,155,0.87,905
1990s,2,4,156,0.84,906
1990s,2,4,157,0.85,907
1990s,2,4,158,0.83,908
1990s,2,4,159,0.63,909
1990s,2,4,160,0.78,910
1990s,2,4,161,0.88,911
1990s,2,4,162,0.91,912
1990s,2,4,163,0.9,913
1990s,2,4,164,0.64,914
1990s,2,4,165,0.85,915
1990s,2,4,166,0.76,916
1990s,2,4,167,0.85,917
1990s,2,4,168,0.87,918
1990s,2,4,169,0.83,919
1990s,2,4,170,0.81,920
1990s,2,4,171,0.83,921
1990s,2,4,172,0.95,922
1990s,2,4,173,0.82,923
1990s,2,4,174,0.77,924
1990s,2,4,175,0.83,925
1990s,2,4,176,0.78,926
1990s,2,4,177,0.85,927
1990s,2,4,178,0.82,928
1990s,2,4,179,0.78,929
1990s,2,4,180,0.78,930
1990s,2,4,181,0.76,931
1990s,2,4,182,0.71,932
1990s,2,4,183,0.7,933
1990s,2,4,184,0.85,934
1990s,2,4,185,0.91,935
1990s,2,4,186,0.76,936
1990s,2,4,187,0.86,937
1990s,2,4,188,0.78,938
1990s,2,4,189,0.71,939
1990s,2,4,190,0.87,940
1990s,2,4,191,0.77,941
1990s,2,4,192,0.77,942
1990s,2,4,193,0.75,943
1990s,2,4,194,0.87,944
1990s,2,4,195,0.8,945
1990s,2,4,196,0.83,946
1990s,2,4,197,0.75,947
1990s,2,4,198,0.79,948
1990s,2,4,199,0.82,949
1990s,2,4,200,0.8,950
1990s,2,4,201,0.81,951
1990s,2,4,202,0.72,952
1990s,2,4,203,0.84,953
1990s,2,4,204,0.73,954
1990s,2,4,205,0.79,955
1990s,2,4,206,0.81,956
1990s,2,4,207,0.9,957
1990s,2,4,208,0.76,958
1990s,2,4,209,0.79,959
1990s,2,4,210,0.81,960
1990s,2,4,211,0.82,961
1990s,2,4,212,0.93,962
1990s,2,4,213,0.89,963
1990s,2,4,214,0.83,964
1990s,2,4,215,0.9,965
1990s,2,4,216,0.84,966
1990s,2,4,217,0.8,967
1990s,2,4,218,0.88,968
1990s,2,4,219,0.84,969
1990s,2,4,220,0.9,970
1990s,2,4,221,0.88,971
1990s,2,4,222,0.75,972
1990s,2,4,223,0.77,973
1990s,2,4,224,0.82,974
1990s,2,4,225,0.81,975
1990s,2,4,226,0.89,976
1990s,2,4,227,0.88,977
1990s,2,4,228,0.93,978
1990s,2,4,229,0.76,979
1990s,2,4,230,0.79,980
1990s,2,4,231,0.9,981
1990s,2,4,232,0.89,982
1990s,2,4,233,0.68,983
1990s,2,4,234,0.78,984
1990s,2,4,235,0.84,985
1990s,2,4,236,0.66,986
1990s,2,4,237,0.67,987
1990s,2,4,238,0.89,988
1990s,2,4,239,0.76,989
1990s,2,4,240,0.85,990
1990s,2,4,241,0.91,991
1990s,2,4,242,0.86,992
1990s,2,4,243,0.93,993
1990s,2,4,244,0.69,994
1990s,2,4,245,0.77,995
1990s,2,4,246,0.8,996
1990s,2,4,247,0.8,997
1990s,2,4,248,0.8,998
1990s,2,4,249,0.87,999
1990s,2,4,250,0.78,1000
2010s,3,1,1,0.74,1
2010s,3,1,2,0.81,2
2010s,3,1,3,0.91,3
2010s,3,1,4,0.78,4
2010s,3,1,5,0.68,5
2010s,3,1,6,0.73,6
2010s,3,1,7,0.62,7
2010s,3,1,8,0.77,8
2010s,3,1,9,0.57,9
2010s,3,1,10,0.66,10
2010s,3,1,11,0.76,11
2010s,3,1,12,0.75,12
2010s,3,1,13,0.77,13
2010s,3,1,14,0.62,14
2010s,3,1,15,0.68,15
2010s,3,1,16,0.72,16
2010s,3,1,17,0.76,17
2010s,3,1,18,0.76,18
2010s,3,1,19,0.74,19
2010s,3,1,20,0.67,20
2010s,3,1,21,0.78,21
2010s,3,1,22,0.84,22
2010s,3,1,23,0.53,23
2010s,3,1,24,0.82,24
2010s,3,1,25,0.7,25
2010s,3,1,26,0.75,26
2010s,3,1,27,0.65,27
2010s,3,1,28,0.78,28
2010s,3,1,29,0.66,29
2010s,3,1,30,0.63,30
2010s,3,1,31,0.74,31
2010s,3,1,32,0.63,32
2010s,3,1,33,0.66,33
2010s,3,1,34,0.76,34
2010s,3,1,35,0.67,35
2010s,3,1,36,0.73,36
2010s,3,1,37,0.82,37
2010s,3,1,38,0.77,38
2010s,3,1,39,0.78,39
2010s,3,1,40,0.83,40
2010s,3,1,41,0.84,41
2010s,3,1,42,0.74,42
2010s,3,1,43,0.69,43
2010s,3,1,44,0.66,44
2010s,3,1,45,0.67,45
2010s,3,1,46,0.66,46
2010s,3,1,47,0.78,47
2010s,3,1,48,0.89,48
2010s,3,1,49,0.62,49
2010s,3,1,50,0.67,50
2010s,3,1,51,0.82,51
2010s,3,1,52,0.75,52
2010s,3,1,53,0.7,53
2010s,3,1,54,0.77,54
2010s,3,1,55,0.72,55
2010s,3,1,56,0.66,56
2010s,3,1,57,0.72,57
2010s,3,1,58,0.77,58
2010s,3,1,59,0.64,59
2010s,3,1,60,0.8,60
2010s,3,1,61,0.7,61
2010s,3,1,62,0.81,62
2010s,3,1,63,0.73,63
2010s,3,1,64,0.75,64
2010s,3,1,65,0.72,65
2010s,3,1,66,0.68,66
2010s,3,1,67,0.72,67
2010s,3,1,68,0.69,68
2010s,3,1,69,0.83,69
2010s,3,1,70,0.76,70
2010s,3,1,71,0.7,71
2010s,3,1,72,0.7,72
2010s,3,1,73,0.6,73
2010s,3,1,74,0.84,74
2010s,3,1,75,0.63,75
2010s,3,1,76,0.75,76
2010s,3,1,77,0.68,77
2010s,3,1,78,0.58,78
2010s,3,1,79,0.73,79
2010s,3,1,80,0.61,80
2010s,3,1,81,0.71,81
2010s,3,1,82,0.71,82
2010s,3,1,83,0.68,83
2010s,3,1,84,0.61,84
2010s,3,1,85,0.84,85
2010s,3,1,86,0.79,86
2010s,3,1,87,0.56,87
2010s,3,1,88,0.65,88
2010s,3,1,89,0.67,89
2010s,3,1,90,0.67,90
2010s,3,1,91,0.83,91
2010s,3,1,92,0.7,92
2010s,3,1,93,0.71,93
2010s,3,1,94,0.69,94
2010s,3,1,95,0.73,95
2010s,3,1,96,0.69,96
2010s,3,1,97,0.67,97
2010s,3,1,98,0.7,98
2010s,3,1,99,0.77,99
2010s,3,1,100,0.8,100
2010s,3,1,101,0.88,101
2010s,3,1,102,0.76,102
2010s,3,1,103,0.76,103
2010s,3,1,104,0.59,104
2010s,3,1,105,0.76,105
2010s,3,1,106,0.7,106
2010s,3,1,107,0.68,107
2010s,3,1,108,0.7,108
2010s,3,1,109,0.67,109
2010s,3,1,110,0.67,110
2010s,3,1,111,0.83,111
2010s,3,1,112,0.75,112
2010s,3,1,113,0.82,113
2010s,3,1,114,0.72,114
2010s,3,1,115,0.7,115
2010s,3,1,116,0.71,116
2010s,3,1,117,0.63,117
2010s,3,1,118,0.68,118
2010s,3,1,119,0.77,119
2010s,3,1,120,0.73,120
2010s,3,1,121,0.67,121
2010s,3,1,122,0.78,122
2010s,3,1,123,0.67,123
2010s,3,1,124,0.58,124
2010s,3,1,125,0.77,125
2010s,3,1,126,0.73,126
2010s,3,1,127,0.82,127
2010s,3,1,128,0.72,128
2010s,3,1,129,0.8,129
2010s,3,1,130,0.76,130
2010s,3,1,131,0.73,131
2010s,3,1,132,0.8,132
2010s,3,1,133,0.82,133
2010s,3,1,134,0.91,134
2010s,3,1,135,0.86,135
2010s,3,1,136,0.63,136
2010s,3,1,137,0.66,137
2010s,3,1,138,0.64,138
2010s,3,1,139,0.75,139
2010s,3,1,140,0.75,140
2010s,3,1,141,0.87,141
2010s,3,1,142,0.76,142
2010s,3,1,143,0.67,143
2010s,3,1,144,0.79,144
2010s,3,1,145,0.84,145
2010s,3,1,146,0.86,146
2010s,3,1,147,0.58,147
2010s,3,1,148,0.72,148
2010s,3,1,149,0.77,149
2010s,3,1,150,0.78,150
2010s,3,1,151,0.62,151
2010s,3,1,152,0.76,152
2010s,3,1,153,0.65,153
2010s,3,1,154,0.74,154
2010s,3,1,155,0.73,155
2010s,3,1,156,0.73,156
2010s,3,1,157,0.67,157
2010s,3,1,158,0.76,158
2010s,3,1,159,0.79,159
2010s,3,1,160,0.73,160
2010s,3,1,161,0.65,161
2010s,3,1,162,0.83,162
2010s,3,1,163,0.69,163
2010s,3,1,164,0.68,164
2010s,3,1,165,0.65,165
2010s,3,1,166,0.79,166
2010s,3,1,167,0.73,167
2010s,3,1,168,0.76,168
2010s,3,1,169,0.75,169
2010s,3,1,170,0.77,170
2010s,3,1,171,0.8,171
2010s,3,1,172,0.69,172
2010s,3,1,173,0.65,173
2010s,3,1,174,0.66,174
2010s,3,1,175,0.69,175
2010s,3,1,176,0.74,176
2010s,3,1,177,0.83,177
2010s,3,1,178,0.78,178
2010s,3,1,179,0.84,179
2010s,3,1,180,0.73,180
2010s,3,1,181,0.7,181
2010s,3,1,182,0.71,182
2010s,3,1,183,0.6,183
2010s,3,1,184,0.72,184
2010s,3,1,185,0.81,185
2010s,3,1,186,0.65,186
2010s,3,1,187,0.68,187
2010s,3,1,188,0.73,188
2010s,3,1,189,0.68,189
2010s,3,1,190,0.62,190
2010s,3,1,191,0.69,191
2010s,3,1,192,0.71,192
2010s,3,1,193,0.82,193
2010s,3,1,194,0.71,194
2010s,3,1,195,0.68,195
2010s,3,1,196,0.6,196
2010s,3,1,197,0.75,197
2010s,3,1,198,0.71,198
2010s,3,1,199,0.81,199
2010s,3,1,200,0.78,200
2010s,3,1,201,0.73,201
2010s,3,1,202,0.64,202
2010s,3,1,203,0.73,203
2010s,3,1,204,0.71,204
2010s,3,1,205,0.71,205
2010s,3,1,206,0.59,206
2010s,3,1,207,0.75,207
2010s,3,1,208,0.67,208
2010s,3,1,209,0.76,209
2010s,3,1,210,0.75,210
2010s,3,1,211,0.68,211
2010s,3,1,212,0.86,212
2010s,3,1,213,0.74,213
2010s,3,1,214,0.8,214
2010s,3,1,215,0.67,215
2010s,3,1,216,0.6,216
2010s,3,1,217,0.74,217
2010s,3,1,218,0.57,218
2010s,3,1,219,0.73,219
2010s,3,1,220,0.74,220
2010s,3,1,221,0.75,221
2010s,3,1,222,0.68,222
2010s,3,1,223,0.54,223
2010s,3,1,224,0.69,224
2010s,3,1,225,0.79,225
2010s,3,1,226,0.77,226
2010s,3,1,227,0.72,227
2010s,3,1,228,0.72,228
2010s,3,1,229,0.67,229
2010s,3,1,230,0.67,230
2010s,3,1,231,0.79,231
2010s,3,1,232,0.7,232
2010s,3,1,233,0.61,233
2010s,3,1,234,0.81,234
2010s,3,1,235,0.66,235
2010s,3,1,236,0.73,236
2010s,3,1,237,0.8,237
2010s,3,1,238,0.65,238
2010s,3,1,239,0.7,239
2010s,3,1,240,0.82,240
2010s,3,1,241,0.78,241
2010s,3,1,242,0.72,242
2010s,3,1,243,0.58,243
2010s,3,1,244,0.71,244
2010s,3,1,245,0.57,245
2010s,3,1,246,0.7,246
2010s,3,1,247,0.86,247
2010s,3,1,248,0.81,248
2010s,3,1,249,0.75,249
2010s,3,1,250,0.83,250
2010s,3,2,1,0.7,251
2010s,3,2,2,0.8,252
2010s,3,2,3,0.64,253
2010s,3,2,4,0.71,254
2010s,3,2,5,0.69,255
2010s,3,2,6,0.69,256
2010s,3,2,7,0.79,257
2010s,3,2,8,0.72,258
2010s,3,2,9,0.68,259
2010s,3,2,10,0.69,260
2010s,3,2,11,0.83,261
2010s,3,2,12,0.77,262
2010s,3,2,13,0.68,263
2010s,3,2,14,0.72,264
2010s,3,2,15,0.75,265
2010s,3,2,16,0.76,266
2010s,3,2,17,0.73,267
2010s,3,2,18,0.74,268
2010s,3,2,19,0.84,269
2010s,3,2,20,0.68,270
2010s,3,2,21,0.84,271
2010s,3,2,22,0.65,272
2010s,3,2,23,0.73,273
2010s,3,2,24,0.62,274
2010s,3,2,25,0.7,275
2010s,3,2,26,0.8,276
2010s,3,2,27,0.87,277
2010s,3,2,28,0.79,278
2010s,3,2,29,0.81,279
2010s,3,2,30,0.73,280
2010s,3,2,31,0.75,281
2010s,3,2,32,0.71,282
2010s,3,2,33,0.81,283
2010s,3,2,34,0.6,284
2010s,3,2,35,0.75,285
2010s,3,2,36,0.71,286
2010s,3,2,37,0.72,287
2010s,3,2,38,0.66,288
2010s,3,2,39,0.75,289
2010s,3,2,40,0.48,290
2010s,3,2,41,0.8,291
2010s,3,2,42,0.78,292
2010s,3,2,43,0.73,293
2010s,3,2,44,0.73,294
2010s,3,2,45,0.71,295
2010s,3,2,46,0.65,296
2010s,3,2,47,0.77,297
2010s,3,2,48,0.56,298
2010s,3,2,49,0.71,299
2010s,3,2,50,0.8,300
2010s,3,2,51,0.67,301
2010s,3,2,52,0.73,302
2010s,3,2,53,0.71,303
2010s,3,2,54,0.73,304
2010s,3,2,55,0.78,305
2010s,3,2,56,0.71,306
2010s,3,2,57,0.63,307
2010s,3,2,58,0.75,308
2010s,3,2,59,0.65,309
2010s,3,2,60,0.74,310
2010s,3,2,61,0.65,311
2010s,3,2,62,0.78,312
2010s,3,2,63,0.77,313
2010s,3,2,64,0.7,314
2010s,3,2,65,0.74,315
2010s,3,2,66,0.68,316
2010s,3,2,67,0.59,317
2010s,3,2,68,0.7,318
2010s,3,2,69,0.8,319
2010s,3,2,70,0.8,320
2010s,3,2,71,0.63,321
2010s,3,2,72,0.78,322
2010s,3,2,73,0.74,323
2010s,3,2,74,0.69,324
2010s,3,2,75,0.7,325
2010s,3,2,76,0.78,326
2010s,3,2,77,0.64,327
2010s,3,2,78,0.61,328
2010s,3,2,79,0.58,329
2010s,3,2,80,0.79,330
2010s,3,2,81,0.77,331
2010s,3,2,82,0.66,332
2010s,3,2,83,0.77,333
2010s,3,2,84,0.67,334
2010s,3,2,85,0.64,335
2010s,3,2,86,0.51,336
2010s,3,2,87,0.75,337
2010s,3,2,88,0.66,338
2010s,3,2,89,0.66,339
2010s,3,2,90,0.85,340
2010s,3,2,91,0.68,341
2010s,3,2,92,0.84,342
2010s,3,2,93,0.68,343
2010s,3,2,94,0.71,344
2010s,3,2,95,0.75,345
2010s,3,2,96,0.68,346
2010s,3,2,97,0.72,347
2010s,3,2,98,0.55,348
2010s,3,2,99,0.68,349
2010s,3,2,100,0.68,350
2010s,3,2,101,0.75,351
2010s,3,2,102,0.71,352
2010s,3,2,103,0.76,353
2010s,3,2,104,0.7,354
2010s,3,2,105,0.67,355
2010s,3,2,106,0.65,356
2010s,3,2,107,0.7,357
2010s,3,2,108,0.63,358
2010s,3,2,109,0.77,359
2010s,3,2,110,0.68,360
2010s,3,2,111,0.71,361
2010s,3,2,112,0.64,362
2010s,3,2,113,0.74,363
2010s,3,2,114,0.82,364
2010s,3,2,115,0.78,365
2010s,3,2,116,0.69,366
2010s,3,2,117,0.67,367
2010s,3,2,118,0.8,368
2010s,3,2,119,0.65,369
2010s,3,2,120,0.64,370
2010s,3,2,121,0.62,371
2010s,3,2,122,0.81,372
2010s,3,2,123,0.66,373
2010s,3,2,124,0.65,374
2010s,3,2,125,0.77,375
2010s,3,2,126,0.85,376
2010s,3,2,127,0.65,377
2010s,3,2,128,0.61,378
2010s,3,2,129,0.64,379
2010s,3,2,130,0.69,380
2010s,3,2,131,0.69,381
2010s,3,2,132,0.63,382
2010s,3,2,133,0.85,383
2010s,3,2,134,0.69,384
2010s,3,2,135,0.68,385
2010s,3,2,136,0.79,386
2010s,3,2,137,0.76,387
2010s,3,2,138,0.74,388
2010s,3,2,139,0.72,389
2010s,3,2,140,0.83,390
2010s,3,2,141,0.69,391
2010s,3,2,142,0.69,392
2010s,3,2,143,0.62,393
2010s,3,2,144,0.73,394
2010s,3,2,145,0.72,395
2010s,3,2,146,0.76,396
2010s,3,2,147,0.77,397
2010s,3,2,148,0.77,398
2010s,3,2,149,0.87,399
2010s,3,2,150,0.7,400
2010s,3,2,151,0.74,401
2010s,3,2,152,0.78,402
2010s,3,2,153,0.81,403
2010s,3,2,154,0.7,404
2010s,3,2,155,0.6,405
2010s,3,2,156,0.73,406
2010s,3,2,157,0.73,407
2010s,3,2,158,0.75,408
2010s,3,2,159,0.78,409
2010s,3,2,160,0.58,410
2010s,3,2,161,0.65,411
2010s,3,2,162,0.76,412
2010s,3,2,163,0.81,413
2010s,3,2,164,0.47,414
2010s,3,2,165,0.75,415
2010s,3,2,166,0.83,416
2010s,3,2,167,0.75,417
2010s,3,2,168,0.59,418
2010s,3,2,169,0.66,419
2010s,3,2,170,0.78,420
2010s,3,2,171,0.72,421
2010s,3,2,172,0.83,422
2010s,3,2,173,0.58,423
2010s,3,2,174,0.72,424
2010s,3,2,175,0.67,425
2010s,3,2,176,0.78,426
2010s,3,2,177,0.84,427
2010s,3,2,178,0.75,428
2010s,3,2,179,0.57,429
2010s,3,2,180,0.71,430
2010s,3,2,181,0.7,431
2010s,3,2,182,0.58,432
2010s,3,2,183,0.83,433
2010s,3,2,184,0.82,434
2010s,3,2,185,0.74,435
2010s,3,2,186,0.71,436
2010s,3,2,187,0.79,437
2010s,3,2,188,0.63,438
2010s,3,2,189,0.74,439
2010s,3,2,190,0.78,440
2010s,3,2,191,0.76,441
2010s,3,2,192,0.64,442
2010s,3,2,193,0.67,443
2010s,3,2,194,0.83,444
2010s,3,2,195,0.71,445
2010s,3,2,196,0.63,446
2010s,3,2,197,0.6,447
2010s,3,2,198,0.71,448
2010s,3,2,199,0.75,449
2010s,3,2,200,0.75,450
2010s,3,2,201,0.74,451
2010s,3,2,202,0.76,452
2010s,3,2,203,0.76,453
2010s,3,2,204,0.77,454
2010s,3,2,205,0.61,455
2010s,3,2,206,0.79,456
2010s,3,2,207,0.79,457
2010s,3,2,208,0.79,458
2010s,3,2,209,0.81,459
2010s,3,2,210,0.65,460
2010s,3,2,211,0.75,461
2010s,3,2,212,0.79,462
2010s,3,2,213,0.86,463
2010s,3,2,214,0.58,464
2010s,3,2,215,0.62,465
2010s,3,2,216,0.72,466
2010s,3,2,217,0.76,467
2010s,3,2,218,0.64,468
2010s,3,2,219,0.71,469
2010s,3,2,220,0.63,470
2010s,3,2,221,0.72,471
2010s,3,2,222,0.75,472
2010s,3,2,223,0.75,473
2010s,3,2,224,0.77,474
2010s,3,2,225,0.85,475
2010s,3,2,226,0.67,476
2010s,3,2,227,0.9,477
2010s,3,2,228,0.75,478
2010s,3,2,229,0.65,479
2010s,3,2,230,0.8,480
2010s,3,2,231,0.79,481
2010s,3,2,232,0.8,482
2010s,3,2,233,0.67,483
2010s,3,2,234,0.74,484
2010s,3,2,235,0.68,485
2010s,3,2,236,0.73,486
2010s,3,2,237,0.79,487
2010s,3,2,238,0.81,488
2010s,3,2,239,0.58,489
2010s,3,2,240,0.83,490
2010s,3,2,241,0.64,491
2010s,3,2,242,0.75,492
2010s,3,2,243,0.68,493
2010s,3,2,244,0.73,494
2010s,3,2,245,0.77,495
2010s,3,2,246,0.71,496
2010s,3,2,247,0.77,497
2010s,3,2,248,0.73,498
2010s,3,2,249,0.72,499
2010s,3,2,250,0.71,500
2010s,3,3,1,0.71,501
2010s,3,3,2,0.68,502
2010s,3,3,3,0.41,503
2010s,3,3,4,0.69,504
2010s,3,3,5,0.63,505
2010s,3,3,6,0.7,506
2010s,3,3,7,0.66,507
2010s,3,3,8,0.52,508
2010s,3,3,9,0.74,509
2010s,3,3,10,0.57,510
2010s,3,3,11,0.64,511
2010s,3,3,12,0.78,512
2010s,3,3,13,0.71,513
2010s,3,3,14,0.65,514
2010s,3,3,15,0.75,515
2010s,3,3,16,0.63,516
2010s,3,3,17,0.72,517
2010s,3,3,18,0.62,518
2010s,3,3,19,0.69,519
2010s,3,3,20,0.76,520
2010s,3,3,21,0.75,521
2010s,3,3,22,0.76,522
2010s,3,3,23,0.81,523
2010s,3,3,24,0.7,524
2010s,3,3,25,0.75,525
2010s,3,3,26,0.82,526
2010s,3,3,27,0.77,527
2010s,3,3,28,0.74,528
2010s,3,3,29,0.78,529
2010s,3,3,30,0.78,530
2010s,3,3,31,0.68,531
2010s,3,3,32,0.74,532
2010s,3,3,33,0.63,533
2010s,3,3,34,0.82,534
2010s,3,3,35,0.56,535
2010s,3,3,36,0.76,536
2010s,3,3,37,0.7,537
2010s,3,3,38,0.61,538
2010s,3,3,39,0.83,539
2010s,3,3,40,0.81,540
2010s,3,3,41,0.68,541
2010s,3,3,42,0.74,542
2010s,3,3,43,0.74,543
2010s,3,3,44,0.7,544
2010s,3,3,45,0.68,545
2010s,3,3,46,0.69,546
2010s,3,3,47,0.61,547
2010s,3,3,48,0.73,548
2010s,3,3,49,0.78,549
2010s,3,3,50,0.78,550
2010s,3,3,51,0.79,551
2010s,3,3,52,0.71,552
2010s,3,3,53,0.65,553
2010s,3,3,54,0.73,554
2010s,3,3,55,0.75,555
2010s,3,3,56,0.67,556
2010s,3,3,57,0.67,557
2010s,3,3,58,0.75,558
2010s,3,3,59,0.67,559
2010s,3,3,60,0.78,560
2010s,3,3,61,0.73,561
2010s,3,3,62,0.74,562
2010s,3,3,63,0.73,563
2010s,3,3,64,0.71,564
2010s,3,3,65,0.74,565
2010s,3,3,66,0.7,566
2010s,3,3,67,0.76,567
2010s,3,3,68,0.55,568
2010s,3,3,69,0.77,569
2010s,3,3,70,0.82,570
2010s,3,3,71,0.63,571
2010s,3,3,72,0.79,572
2010s,3,3,73,0.71,573
2010s,3,3,74,0.73,574
2010s,3,3,75,0.68,575
2010s,3,3,76,0.75,576
2010s,3,3,77,0.78,577
2010s,3,3,78,0.72,578
2010s,3,3,79,0.76,579
2010s,3,3,80,0.66,580
2010s,3,3,81,0.59,581
2010s,3,3,82,0.74,582
2010s,3,3,83,0.68,583
2010s,3,3,84,0.56,584
2010s,3,3,85,0.7,585
2010s,3,3,86,0.77,586
2010s,3,3,87,0.68,587
2010s,3,3,88,0.8,588
2010s,3,3,89,0.66,589
2010s,3,3,90,0.85,590
2010s,3,3,91,0.71,591
2010s,3,3,92,0.69,592
2010s,3,3,93,0.75,593
2010s,3,3,94,0.59,594
2010s,3,3,95,0.84,595
2010s,3,3,96,0.63,596
2010s,3,3,97,0.68,597
2010s,3,3,98,0.61,598
2010s,3,3,99,0.67,599
2010s,3,3,100,0.65,600
2010s,3,3,101,0.73,601
2010s,3,3,102,0.74,602
2010s,3,3,103,0.72,603
2010s,3,3,104,0.75,604
2010s,3,3,105,0.77,605
2010s,3,3,106,0.81,606
2010s,3,3,107,0.77,607
2010s,3,3,108,0.6,608
2010s,3,3,109,0.77,609
2010s,3,3,110,0.75,610
2010s,3,3,111,0.65,611
2010s,3,3,112,0.74,612
2010s,3,3,113,0.77,613
2010s,3,3,114,0.73,614
2010s,3,3,115,0.8,615
2010s,3,3,116,0.81,616
2010s,3,3,117,0.67,617
2010s,3,3,118,0.67,618
