atlas,permutation,variable_raw,variable,null_r2t_beta
1990s,462,perc_pasture,Pasture,0.01378769844895992
1990s,462,perc_forest,Forest,0.00417024095222419
1990s,462,perc_grass_shrub,Grass/shrubland,0.006890577294488869
1990s,463,tmean_breeding,Temperature,0.008166302780297984
1990s,463,prec_breeding,Precipitation,0.00658213125763354
1990s,463,hh,Land-use heterogeneity,0.004337269960971042
1990s,463,perc_urban,Urban,0.004565304238179655
1990s,463,perc_cropland,Cropland,0.003098048790504006
1990s,463,perc_pasture,Pasture,0.011211803788942586
1990s,463,perc_forest,Forest,0.004924925872411263
1990s,463,perc_grass_shrub,Grass/shrubland,0.006140932194330487
1990s,464,tmean_breeding,Temperature,0.006601988509605802
1990s,464,prec_breeding,Precipitation,0.005236869019630186
1990s,464,hh,Land-use heterogeneity,0.004021712086017984
1990s,464,perc_urban,Urban,0.004324508534402739
1990s,464,perc_cropland,Cropland,0.005591695178358368
1990s,464,perc_pasture,Pasture,0.003931192628755606
1990s,464,perc_forest,Forest,0.009281431247269965
1990s,464,perc_grass_shrub,Grass/shrubland,0.008909307347066206
1990s,465,tmean_breeding,Temperature,0.004003007155682123
1990s,465,prec_breeding,Precipitation,0.005822745926750463
1990s,465,hh,Land-use heterogeneity,0.005769440563431685
1990s,465,perc_urban,Urban,0.01840382575124087
1990s,465,perc_cropland,Cropland,0.0050703141590724725
1990s,465,perc_pasture,Pasture,0.009628292309215233
1990s,465,perc_forest,Forest,0.010135692543036832
1990s,465,perc_grass_shrub,Grass/shrubland,0.011608020031818829
1990s,466,tmean_breeding,Temperature,0.00707864777575066
1990s,466,prec_breeding,Precipitation,0.0057759397143317594
1990s,466,hh,Land-use heterogeneity,0.005879285147551878
1990s,466,perc_urban,Urban,0.004041228112984301
1990s,466,perc_cropland,Cropland,0.0034108406376304563
1990s,466,perc_pasture,Pasture,0.006137583514456597
1990s,466,perc_forest,Forest,0.0033642501492363065
1990s,466,perc_grass_shrub,Grass/shrubland,0.004577038978174314
1990s,467,tmean_breeding,Temperature,0.00659838768605612
1990s,467,prec_breeding,Precipitation,0.006811498519160189
1990s,467,hh,Land-use heterogeneity,0.01529131669733047
1990s,467,perc_urban,Urban,0.007456748468387286
1990s,467,perc_cropland,Cropland,0.02298797858877334
1990s,467,perc_pasture,Pasture,0.007545403701332991
1990s,467,perc_forest,Forest,0.009766248806708316
1990s,467,perc_grass_shrub,Grass/shrubland,0.004703125954196793
1990s,468,tmean_breeding,Temperature,0.008587313182703317
1990s,468,prec_breeding,Precipitation,0.003979542143041306
1990s,468,hh,Land-use heterogeneity,0.007653779765912094
1990s,468,perc_urban,Urban,0.004976549629061128
1990s,468,perc_cropland,Cropland,0.003869520503898834
1990s,468,perc_pasture,Pasture,0.005592839596464723
1990s,468,perc_forest,Forest,0.0039606739372652746
1990s,468,perc_grass_shrub,Grass/shrubland,0.004030062693343769
1990s,469,tmean_breeding,Temperature,0.008796210547199436
1990s,469,prec_breeding,Precipitation,0.004202572396522397
1990s,469,hh,Land-use heterogeneity,0.005728965883269854
1990s,469,perc_urban,Urban,0.0030275180856669855
1990s,469,perc_cropland,Cropland,0.019547385473778177
1990s,469,perc_pasture,Pasture,0.003819601312825929
1990s,469,perc_forest,Forest,0.003526042625000392
1990s,469,perc_grass_shrub,Grass/shrubland,0.004583322498190915
1990s,470,tmean_breeding,Temperature,0.005152846867133088
1990s,470,prec_breeding,Precipitation,0.008232552768447615
1990s,470,hh,Land-use heterogeneity,0.005427343883029349
1990s,470,perc_urban,Urban,0.0037921764173055503
1990s,470,perc_cropland,Cropland,0.008510050368163298
1990s,470,perc_pasture,Pasture,0.005749219680214265
1990s,470,perc_forest,Forest,0.004617686275890869
1990s,470,perc_grass_shrub,Grass/shrubland,0.006301439352621048
1990s,471,tmean_breeding,Temperature,0.00567578590679463
1990s,471,prec_breeding,Precipitation,0.005289604314317995
1990s,471,hh,Land-use heterogeneity,0.004221099811692129
1990s,471,perc_urban,Urban,0.004154546686204719
1990s,471,perc_cropland,Cropland,0.004743209314629172
1990s,471,perc_pasture,Pasture,0.00307528557996867
1990s,471,perc_forest,Forest,0.0032997953660543556
1990s,471,perc_grass_shrub,Grass/shrubland,0.004052163951598163
1990s,472,tmean_breeding,Temperature,0.008063554812862691
1990s,472,prec_breeding,Precipitation,0.005224568937626738
1990s,472,hh,Land-use heterogeneity,0.008837403540724776
1990s,472,perc_urban,Urban,0.005758842150560494
1990s,472,perc_cropland,Cropland,0.005723927730041363
1990s,472,perc_pasture,Pasture,0.00504428582158288
1990s,472,perc_forest,Forest,0.004207652550461457
1990s,472,perc_grass_shrub,Grass/shrubland,0.005238494090764136
1990s,473,tmean_breeding,Temperature,0.0034235813224277956
1990s,473,prec_breeding,Precipitation,0.00594656694586473
1990s,473,hh,Land-use heterogeneity,0.004935363828116391
1990s,473,perc_urban,Urban,0.011538155491476385
1990s,473,perc_cropland,Cropland,0.003840847200765315
1990s,473,perc_pasture,Pasture,0.010243286749194173
1990s,473,perc_forest,Forest,0.0027884338905951496
1990s,473,perc_grass_shrub,Grass/shrubland,0.0038633462266612012
1990s,474,tmean_breeding,Temperature,0.004282430826174012
1990s,474,prec_breeding,Precipitation,0.007627140729244681
1990s,474,hh,Land-use heterogeneity,0.006494657816542794
1990s,474,perc_urban,Urban,0.006605354313762244
1990s,474,perc_cropland,Cropland,0.0025012743938759244
1990s,474,perc_pasture,Pasture,0.006524985860465705
1990s,474,perc_forest,Forest,0.004108037090082752
1990s,474,perc_grass_shrub,Grass/shrubland,0.007580085086753411
1990s,475,tmean_breeding,Temperature,0.0030827040325495385
1990s,475,prec_breeding,Precipitation,0.005615985746463052
1990s,475,hh,Land-use heterogeneity,0.006184286362416709
1990s,475,perc_urban,Urban,0.005684537427019999
1990s,475,perc_cropland,Cropland,0.006081546795782838
1990s,475,perc_pasture,Pasture,0.005057671540486464
1990s,475,perc_forest,Forest,0.004185505446131477
1990s,475,perc_grass_shrub,Grass/shrubland,0.007599177258904441
1990s,476,tmean_breeding,Temperature,0.009367749799409573
1990s,476,prec_breeding,Precipitation,0.004172796428641638
1990s,476,hh,Land-use heterogeneity,0.005817261076495688
1990s,476,perc_urban,Urban,0.009384971914951277
1990s,476,perc_cropland,Cropland,0.029099941038045373
1990s,476,perc_pasture,Pasture,0.0048316741328946625
1990s,476,perc_forest,Forest,0.003923818680513711
1990s,476,perc_grass_shrub,Grass/shrubland,0.007171821270596265
1990s,477,tmean_breeding,Temperature,0.007137247377334796
1990s,477,prec_breeding,Precipitation,0.007889708867073488
1990s,477,hh,Land-use heterogeneity,0.005052383040299607
1990s,477,perc_urban,Urban,0.010201265995108252
1990s,477,perc_cropland,Cropland,0.018704541589958514
1990s,477,perc_pasture,Pasture,0.0039142813168675196
1990s,477,perc_forest,Forest,0.007720914209142428
1990s,477,perc_grass_shrub,Grass/shrubland,0.0048688684844913335
1990s,478,tmean_breeding,Temperature,0.005008999132566605
1990s,478,prec_breeding,Precipitation,0.003942844230923076
1990s,478,hh,Land-use heterogeneity,0.004983882656585174
1990s,478,perc_urban,Urban,0.011648446892502764
1990s,478,perc_cropland,Cropland,0.00393908302954696
1990s,478,perc_pasture,Pasture,0.011683937513471491
1990s,478,perc_forest,Forest,0.005956315214780649
1990s,478,perc_grass_shrub,Grass/shrubland,0.005396262019254876
1990s,479,tmean_breeding,Temperature,0.014316268925817954
1990s,479,prec_breeding,Precipitation,0.004444625235054964
1990s,479,hh,Land-use heterogeneity,0.009684783101647844
1990s,479,perc_urban,Urban,0.00481639108547269
1990s,479,perc_cropland,Cropland,0.02419998147366548
1990s,479,perc_pasture,Pasture,0.009987600457088927
1990s,479,perc_forest,Forest,0.0027820006922457674
1990s,479,perc_grass_shrub,Grass/shrubland,0.006913967113596028
1990s,480,tmean_breeding,Temperature,0.011669419360621967
1990s,480,prec_breeding,Precipitation,0.004940819593934521
1990s,480,hh,Land-use heterogeneity,0.0055666015405192275
1990s,480,perc_urban,Urban,0.0037783748087120493
1990s,480,perc_cropland,Cropland,0.003303434383821799
1990s,480,perc_pasture,Pasture,0.004593784231166546
1990s,480,perc_forest,Forest,0.0030996865663048645
1990s,480,perc_grass_shrub,Grass/shrubland,0.003977339844480165
1990s,481,tmean_breeding,Temperature,0.006740522197017495
1990s,481,prec_breeding,Precipitation,0.008827711734141973
1990s,481,hh,Land-use heterogeneity,0.004300960223101896
1990s,481,perc_urban,Urban,0.0024871706812579896
1990s,481,perc_cropland,Cropland,0.006688789973550485
1990s,481,perc_pasture,Pasture,0.004323107038332136
1990s,481,perc_forest,Forest,0.005904856707337219
1990s,481,perc_grass_shrub,Grass/shrubland,0.005803843081511586
1990s,482,tmean_breeding,Temperature,0.003945152333657592
1990s,482,prec_breeding,Precipitation,0.0069516520634436835
1990s,482,hh,Land-use heterogeneity,0.007360282324447391
1990s,482,perc_urban,Urban,0.00351533504343025
1990s,482,perc_cropland,Cropland,0.005028643640699287
1990s,482,perc_pasture,Pasture,0.004279191252151745
1990s,482,perc_forest,Forest,0.004115606568977238
1990s,482,perc_grass_shrub,Grass/shrubland,0.011598628931194685
1990s,483,tmean_breeding,Temperature,0.005610078830669765
1990s,483,prec_breeding,Precipitation,0.009718172345650672
1990s,483,hh,Land-use heterogeneity,0.005062221227370781
1990s,483,perc_urban,Urban,0.0030901605270909367
1990s,483,perc_cropland,Cropland,0.004236316020174991
1990s,483,perc_pasture,Pasture,0.004378118294689674
1990s,483,perc_forest,Forest,0.0044685573467995645
1990s,483,perc_grass_shrub,Grass/shrubland,0.006837711425166158
1990s,484,tmean_breeding,Temperature,0.006148527653750724
1990s,484,prec_breeding,Precipitation,0.005081821137912501
1990s,484,hh,Land-use heterogeneity,0.007913606552009546
1990s,484,perc_urban,Urban,0.0030442854342141866
1990s,484,perc_cropland,Cropland,0.0028925049281403655
1990s,484,perc_pasture,Pasture,0.016078208643613777
1990s,484,perc_forest,Forest,0.004120772499123876
1990s,484,perc_grass_shrub,Grass/shrubland,0.006287555756585994
1990s,485,tmean_breeding,Temperature,0.003973815173629849
1990s,485,prec_breeding,Precipitation,0.006223483069633617
1990s,485,hh,Land-use heterogeneity,0.005439812172741447
1990s,485,perc_urban,Urban,0.0034833524472674573
1990s,485,perc_cropland,Cropland,0.004549418612416627
1990s,485,perc_pasture,Pasture,0.004052209747955657
1990s,485,perc_forest,Forest,0.0029345913572687257
1990s,485,perc_grass_shrub,Grass/shrubland,0.003896792077079648
1990s,486,tmean_breeding,Temperature,0.005721606592830363
1990s,486,prec_breeding,Precipitation,0.006621194434380542
1990s,486,hh,Land-use heterogeneity,0.0059824761082408326
1990s,486,perc_urban,Urban,0.004948066592237115
1990s,486,perc_cropland,Cropland,0.003508827551904937
1990s,486,perc_pasture,Pasture,0.0032767847588010524
1990s,486,perc_forest,Forest,0.010019941240503538
1990s,486,perc_grass_shrub,Grass/shrubland,0.005565749637832599
1990s,487,tmean_breeding,Temperature,0.010071084310840028
1990s,487,prec_breeding,Precipitation,0.0059174573901000565
1990s,487,hh,Land-use heterogeneity,0.006286406103928456
1990s,487,perc_urban,Urban,0.008670926028751538
1990s,487,perc_cropland,Cropland,0.004305532085312282
1990s,487,perc_pasture,Pasture,0.004127510395500398
1990s,487,perc_forest,Forest,0.006781859220553492
1990s,487,perc_grass_shrub,Grass/shrubland,0.0035815169013461347
1990s,488,tmean_breeding,Temperature,0.004579309475457357
1990s,488,prec_breeding,Precipitation,0.0063833949306053
1990s,488,hh,Land-use heterogeneity,0.009691626081439407
1990s,488,perc_urban,Urban,0.00584217076736878
1990s,488,perc_cropland,Cropland,0.0065012493665301775
1990s,488,perc_pasture,Pasture,0.004881299901836421
1990s,488,perc_forest,Forest,0.01055375379911477
1990s,488,perc_grass_shrub,Grass/shrubland,0.004349617369370907
1990s,489,tmean_breeding,Temperature,0.006882532199959619
1990s,489,prec_breeding,Precipitation,0.006827979165253459
1990s,489,hh,Land-use heterogeneity,0.007431495323168681
1990s,489,perc_urban,Urban,0.007595708997258806
1990s,489,perc_cropland,Cropland,0.0055557207630303525
1990s,489,perc_pasture,Pasture,0.003793680225536167
1990s,489,perc_forest,Forest,0.006682283543457192
1990s,489,perc_grass_shrub,Grass/shrubland,0.007999998918716325
1990s,490,tmean_breeding,Temperature,0.0037797255202847643
1990s,490,prec_breeding,Precipitation,0.004404733045152778
1990s,490,hh,Land-use heterogeneity,0.008480960207124712
1990s,490,perc_urban,Urban,0.00818642466897417
1990s,490,perc_cropland,Cropland,0.002888121174081901
1990s,490,perc_pasture,Pasture,0.0050361735524658
1990s,490,perc_forest,Forest,0.0026493980633224353
1990s,490,perc_grass_shrub,Grass/shrubland,0.005471556175438416
1990s,491,tmean_breeding,Temperature,0.0032070124117202607
1990s,491,prec_breeding,Precipitation,0.004329010788008743
1990s,491,hh,Land-use heterogeneity,0.004620428974895311
1990s,491,perc_urban,Urban,0.003657904768543899
1990s,491,perc_cropland,Cropland,0.005624658455797233
1990s,491,perc_pasture,Pasture,0.006297412564280476
1990s,491,perc_forest,Forest,0.010806369127893397
1990s,491,perc_grass_shrub,Grass/shrubland,0.00533230272084923
1990s,492,tmean_breeding,Temperature,0.004434893072644516
1990s,492,prec_breeding,Precipitation,0.009230377005629958
1990s,492,hh,Land-use heterogeneity,0.00708572409995273
1990s,492,perc_urban,Urban,0.004442901118700943
1990s,492,perc_cropland,Cropland,0.0031613999415291117
1990s,492,perc_pasture,Pasture,0.004733351120932648
1990s,492,perc_forest,Forest,0.004829754151764267
1990s,492,perc_grass_shrub,Grass/shrubland,0.005110558932184812
1990s,493,tmean_breeding,Temperature,0.009712553769649466
1990s,493,prec_breeding,Precipitation,0.005490918640909712
1990s,493,hh,Land-use heterogeneity,0.006281915366745866
1990s,493,perc_urban,Urban,0.005412917565876674
1990s,493,perc_cropland,Cropland,0.003839232144637533
1990s,493,perc_pasture,Pasture,0.0105383101334125
1990s,493,perc_forest,Forest,0.011293475385047715
1990s,493,perc_grass_shrub,Grass/shrubland,0.008133518708646712
1990s,494,tmean_breeding,Temperature,0.004559425950613606
1990s,494,prec_breeding,Precipitation,0.006369187381234397
1990s,494,hh,Land-use heterogeneity,0.005693837544822886
1990s,494,perc_urban,Urban,0.004240651246930483
1990s,494,perc_cropland,Cropland,0.0040191240609841914
1990s,494,perc_pasture,Pasture,0.004402575123989852
1990s,494,perc_forest,Forest,0.007043004704306936
1990s,494,perc_grass_shrub,Grass/shrubland,0.007906154162678779
1990s,495,tmean_breeding,Temperature,0.003903126377576074
1990s,495,prec_breeding,Precipitation,0.006206588530731985
1990s,495,hh,Land-use heterogeneity,0.004907721595658451
1990s,495,perc_urban,Urban,0.007901081376170925
1990s,495,perc_cropland,Cropland,0.005504899649012894
1990s,495,perc_pasture,Pasture,0.004627110370650387
1990s,495,perc_forest,Forest,0.008799080103164368
1990s,495,perc_grass_shrub,Grass/shrubland,0.00677707422351315
1990s,496,tmean_breeding,Temperature,0.0029127847917248054
1990s,496,prec_breeding,Precipitation,0.006021391780436852
1990s,496,hh,Land-use heterogeneity,0.006417045426545912
1990s,496,perc_urban,Urban,0.006483541435459124
1990s,496,perc_cropland,Cropland,0.01228889974263955
1990s,496,perc_pasture,Pasture,0.00954878136054357
1990s,496,perc_forest,Forest,0.005009478404140417
1990s,496,perc_grass_shrub,Grass/shrubland,0.0086598882165867
1990s,497,tmean_breeding,Temperature,0.006454851968478656
1990s,497,prec_breeding,Precipitation,0.00780211570107255
1990s,497,hh,Land-use heterogeneity,0.006160326498830761
1990s,497,perc_urban,Urban,0.0032930588403051794
1990s,497,perc_cropland,Cropland,0.008619016302471007
1990s,497,perc_pasture,Pasture,0.004762087069338382
1990s,497,perc_forest,Forest,0.007999127945216334
1990s,497,perc_grass_shrub,Grass/shrubland,0.0107332383047157
1990s,498,tmean_breeding,Temperature,0.004565010643065706
1990s,498,prec_breeding,Precipitation,0.003960045277905108
1990s,498,hh,Land-use heterogeneity,0.005425856787189408
1990s,498,perc_urban,Urban,0.002393576773665184
1990s,498,perc_cropland,Cropland,0.0033619434493168637
1990s,498,perc_pasture,Pasture,0.004324690104541011
1990s,498,perc_forest,Forest,0.006833253648279372
1990s,498,perc_grass_shrub,Grass/shrubland,0.009532043272351087
1990s,499,tmean_breeding,Temperature,0.00896795885983251
1990s,499,prec_breeding,Precipitation,0.00462058253307276
1990s,499,hh,Land-use heterogeneity,0.005085025315028692
1990s,499,perc_urban,Urban,0.0037849589491410285
1990s,499,perc_cropland,Cropland,0.0036953517505064954
1990s,499,perc_pasture,Pasture,0.005216905580894626
1990s,499,perc_forest,Forest,0.007205741536243952
1990s,499,perc_grass_shrub,Grass/shrubland,0.00843463598324255
1990s,500,tmean_breeding,Temperature,0.0039555769662330395
1990s,500,prec_breeding,Precipitation,0.004199023981930722
1990s,500,hh,Land-use heterogeneity,0.004560873605800098
1990s,500,perc_urban,Urban,0.009398487596619619
1990s,500,perc_cropland,Cropland,0.012168933980233278
1990s,500,perc_pasture,Pasture,0.00420535218622381
1990s,500,perc_forest,Forest,0.005988565492422294
1990s,500,perc_grass_shrub,Grass/shrubland,0.004817519222752299
1990s,501,tmean_breeding,Temperature,0.005116929578763977
1990s,501,prec_breeding,Precipitation,0.004880728725624163
1990s,501,hh,Land-use heterogeneity,0.005193166083761373
1990s,501,perc_urban,Urban,0.00932406984648134
1990s,501,perc_cropland,Cropland,0.0026710932320922125
1990s,501,perc_pasture,Pasture,0.008481504860573674
1990s,501,perc_forest,Forest,0.0055477403022256705
1990s,501,perc_grass_shrub,Grass/shrubland,0.006778902665289295
1990s,502,tmean_breeding,Temperature,0.003521725560340279
1990s,502,prec_breeding,Precipitation,0.00528685285249721
1990s,502,hh,Land-use heterogeneity,0.007243025855114589
1990s,502,perc_urban,Urban,0.008498805932115171
1990s,502,perc_cropland,Cropland,0.004954217194153096
1990s,502,perc_pasture,Pasture,0.008942807002800106
1990s,502,perc_forest,Forest,0.005041457383681087
1990s,502,perc_grass_shrub,Grass/shrubland,0.0039174119508007645
1990s,503,tmean_breeding,Temperature,0.0034212012983093343
1990s,503,prec_breeding,Precipitation,0.005274478989132997
1990s,503,hh,Land-use heterogeneity,0.004719484436722819
1990s,503,perc_urban,Urban,0.0036480397985964546
1990s,503,perc_cropland,Cropland,0.004445748463856779
1990s,503,perc_pasture,Pasture,0.008249253984465696
1990s,503,perc_forest,Forest,0.006490819363852241
1990s,503,perc_grass_shrub,Grass/shrubland,0.004288380033213852
1990s,504,tmean_breeding,Temperature,0.011462661594502902
1990s,504,prec_breeding,Precipitation,0.0044106286098316745
1990s,504,hh,Land-use heterogeneity,0.0048710931042798295
1990s,504,perc_urban,Urban,0.003202093900734735
1990s,504,perc_cropland,Cropland,0.0039755464955863904
1990s,504,perc_pasture,Pasture,0.01006238021665607
1990s,504,perc_forest,Forest,0.005190975268517121
1990s,504,perc_grass_shrub,Grass/shrubland,0.006394367977957994
1990s,505,tmean_breeding,Temperature,0.012837873062023617
1990s,505,prec_breeding,Precipitation,0.0054739455502888605
1990s,505,hh,Land-use heterogeneity,0.004871977118855384
1990s,505,perc_urban,Urban,0.01554470071414384
1990s,505,perc_cropland,Cropland,0.003584651889407375
1990s,505,perc_pasture,Pasture,0.005505617686799896
1990s,505,perc_forest,Forest,0.008193464326081637
1990s,505,perc_grass_shrub,Grass/shrubland,0.005630166537532421
1990s,506,tmean_breeding,Temperature,0.00562207879624514
1990s,506,prec_breeding,Precipitation,0.009260898215882205
1990s,506,hh,Land-use heterogeneity,0.0060570158564326165
1990s,506,perc_urban,Urban,0.006921683542455551
1990s,506,perc_cropland,Cropland,0.010200737090506102
1990s,506,perc_pasture,Pasture,0.008756258826921524
1990s,506,perc_forest,Forest,0.0036893607740445824
1990s,506,perc_grass_shrub,Grass/shrubland,0.0045383807414739324
1990s,507,tmean_breeding,Temperature,0.010404881550516235
1990s,507,prec_breeding,Precipitation,0.005808208416461443
1990s,507,hh,Land-use heterogeneity,0.005136993579704284
1990s,507,perc_urban,Urban,0.004323559256017836
1990s,507,perc_cropland,Cropland,0.003977281134806574
1990s,507,perc_pasture,Pasture,0.006075034565828621
1990s,507,perc_forest,Forest,0.00408080543062475
1990s,507,perc_grass_shrub,Grass/shrubland,0.008814210791496012
1990s,508,tmean_breeding,Temperature,0.005434848415885118
1990s,508,prec_breeding,Precipitation,0.003885508929061943
1990s,508,hh,Land-use heterogeneity,0.005133261083062855
1990s,508,perc_urban,Urban,0.004575737834018877
1990s,508,perc_cropland,Cropland,0.0023447216466760943
1990s,508,perc_pasture,Pasture,0.005695258521748529
1990s,508,perc_forest,Forest,0.002648953126117847
1990s,508,perc_grass_shrub,Grass/shrubland,0.005020379381127629
1990s,509,tmean_breeding,Temperature,0.005196097146388904
1990s,509,prec_breeding,Precipitation,0.00533338014827525
1990s,509,hh,Land-use heterogeneity,0.00959453639932256
1990s,509,perc_urban,Urban,0.004455178084242156
1990s,509,perc_cropland,Cropland,0.008132667354884297
1990s,509,perc_pasture,Pasture,0.005158521248882504
1990s,509,perc_forest,Forest,0.007666298941735449
1990s,509,perc_grass_shrub,Grass/shrubland,0.005639555442989748
1990s,510,tmean_breeding,Temperature,0.006411362555900504
1990s,510,prec_breeding,Precipitation,0.004948564619493537
1990s,510,hh,Land-use heterogeneity,0.006019103538906768
1990s,510,perc_urban,Urban,0.003288110467690987
1990s,510,perc_cropland,Cropland,0.003720191745841764
1990s,510,perc_pasture,Pasture,0.005446495790721219
1990s,510,perc_forest,Forest,0.0028688738655380016
1990s,510,perc_grass_shrub,Grass/shrubland,0.004780006059018368
1990s,511,tmean_breeding,Temperature,0.004364230650656975
1990s,511,prec_breeding,Precipitation,0.005450243985029151
1990s,511,hh,Land-use heterogeneity,0.007324961882507807
1990s,511,perc_urban,Urban,0.0037351671231147274
1990s,511,perc_cropland,Cropland,0.016349095115039035
1990s,511,perc_pasture,Pasture,0.0038512437821264407
1990s,511,perc_forest,Forest,0.007439525258253839
1990s,511,perc_grass_shrub,Grass/shrubland,0.004405978111954477
1990s,512,tmean_breeding,Temperature,0.003924949418413449
1990s,512,prec_breeding,Precipitation,0.004877057541315735
1990s,512,hh,Land-use heterogeneity,0.0062223430662637705
1990s,512,perc_urban,Urban,0.004272846522483881
1990s,512,perc_cropland,Cropland,0.004087943115574862
1990s,512,perc_pasture,Pasture,0.004472966971564226
1990s,512,perc_forest,Forest,0.00398133010208818
1990s,512,perc_grass_shrub,Grass/shrubland,0.0046665626397257645
1990s,513,tmean_breeding,Temperature,0.0034181828538477777
1990s,513,prec_breeding,Precipitation,0.008371239308294158
1990s,513,hh,Land-use heterogeneity,0.005205446752705139
1990s,513,perc_urban,Urban,0.004893221531671438
1990s,513,perc_cropland,Cropland,0.005709582218771913
1990s,513,perc_pasture,Pasture,0.004337042185944699
1990s,513,perc_forest,Forest,0.007091085842024992
1990s,513,perc_grass_shrub,Grass/shrubland,0.005586506404974785
1990s,514,tmean_breeding,Temperature,0.00551119725265705
1990s,514,prec_breeding,Precipitation,0.0040908336234029155
1990s,514,hh,Land-use heterogeneity,0.00691654560775584
1990s,514,perc_urban,Urban,0.003678856000847694
1990s,514,perc_cropland,Cropland,0.007149154896446196
1990s,514,perc_pasture,Pasture,0.010738741374008152
1990s,514,perc_forest,Forest,0.004597948764074982
1990s,514,perc_grass_shrub,Grass/shrubland,0.005078762016630307
1990s,515,tmean_breeding,Temperature,0.0034937626904892167
1990s,515,prec_breeding,Precipitation,0.004840398415366657
1990s,515,hh,Land-use heterogeneity,0.004334523526803221
1990s,515,perc_urban,Urban,0.004011188209721267
1990s,515,perc_cropland,Cropland,0.004513645481948331
1990s,515,perc_pasture,Pasture,0.003597839094294498
1990s,515,perc_forest,Forest,0.01706601252399486
1990s,515,perc_grass_shrub,Grass/shrubland,0.0057960036677283736
1990s,516,tmean_breeding,Temperature,0.004729742159649591
1990s,516,prec_breeding,Precipitation,0.00819868025736326
1990s,516,hh,Land-use heterogeneity,0.005388598147381077
1990s,516,perc_urban,Urban,0.002716687944716329
1990s,516,perc_cropland,Cropland,0.003222333561701224
1990s,516,perc_pasture,Pasture,0.0031589694960613515
1990s,516,perc_forest,Forest,0.004342534766856351
1990s,516,perc_grass_shrub,Grass/shrubland,0.004161985012340525
1990s,517,tmean_breeding,Temperature,0.010251822464534368
1990s,517,prec_breeding,Precipitation,0.01188733252835863
1990s,517,hh,Land-use heterogeneity,0.00565786819505924
1990s,517,perc_urban,Urban,0.00893425016086655
1990s,517,perc_cropland,Cropland,0.007002506632659017
1990s,517,perc_pasture,Pasture,0.006007179108581509
1990s,517,perc_forest,Forest,0.015353369725370927
1990s,517,perc_grass_shrub,Grass/shrubland,0.010176747175638006
1990s,518,tmean_breeding,Temperature,0.0045684110885314
1990s,518,prec_breeding,Precipitation,0.008903588663928794
1990s,518,hh,Land-use heterogeneity,0.004938638572099841
1990s,518,perc_urban,Urban,0.0051850550925621455
1990s,518,perc_cropland,Cropland,0.005882954346764333
1990s,518,perc_pasture,Pasture,0.00605232316101514
1990s,518,perc_forest,Forest,0.004374513303344914
1990s,518,perc_grass_shrub,Grass/shrubland,0.0039563582704856565
1990s,519,tmean_breeding,Temperature,0.005996211042352932
1990s,519,prec_breeding,Precipitation,0.007769220815921156
1990s,519,hh,Land-use heterogeneity,0.005075054656805495
1990s,519,perc_urban,Urban,0.008851524012254483
1990s,519,perc_cropland,Cropland,0.008286260945305898
1990s,519,perc_pasture,Pasture,0.004894891720254505
1990s,519,perc_forest,Forest,0.01540310869285462
1990s,519,perc_grass_shrub,Grass/shrubland,0.004396324647517828
1990s,520,tmean_breeding,Temperature,0.0051319983070689775
1990s,520,prec_breeding,Precipitation,0.005347382603317284
1990s,520,hh,Land-use heterogeneity,0.0044938417002977
1990s,520,perc_urban,Urban,0.01158501445605465
1990s,520,perc_cropland,Cropland,0.003427029659961863
1990s,520,perc_pasture,Pasture,0.003905963371367696
1990s,520,perc_forest,Forest,0.003496065152277488
1990s,520,perc_grass_shrub,Grass/shrubland,0.006273357382789892
1990s,521,tmean_breeding,Temperature,0.0032155123750862735
1990s,521,prec_breeding,Precipitation,0.007374556903376298
1990s,521,hh,Land-use heterogeneity,0.006808683215664824
1990s,521,perc_urban,Urban,0.011323225714303307
1990s,521,perc_cropland,Cropland,0.005426181039684385
1990s,521,perc_pasture,Pasture,0.003138211413810709
1990s,521,perc_forest,Forest,0.02385414641712787
1990s,521,perc_grass_shrub,Grass/shrubland,0.006436728024519794
1990s,522,tmean_breeding,Temperature,0.004753456039857272
1990s,522,prec_breeding,Precipitation,0.010932578600437701
1990s,522,hh,Land-use heterogeneity,0.007431706903023926
1990s,522,perc_urban,Urban,0.007517048329828353
1990s,522,perc_cropland,Cropland,0.013049943146106148
1990s,522,perc_pasture,Pasture,0.007676778751875313
1990s,522,perc_forest,Forest,0.003287120266024264
1990s,522,perc_grass_shrub,Grass/shrubland,0.006962524161051165
1990s,523,tmean_breeding,Temperature,0.006399977705728807
1990s,523,prec_breeding,Precipitation,0.006873406717040728
1990s,523,hh,Land-use heterogeneity,0.005803728347648674
1990s,523,perc_urban,Urban,0.005395874475301488
1990s,523,perc_cropland,Cropland,0.019854462830474887
1990s,523,perc_pasture,Pasture,0.0077017499814158435
1990s,523,perc_forest,Forest,0.00352552407069386
1990s,523,perc_grass_shrub,Grass/shrubland,0.008279278840751447
1990s,524,tmean_breeding,Temperature,0.005893861338252118
1990s,524,prec_breeding,Precipitation,0.007125291796448284
1990s,524,hh,Land-use heterogeneity,0.005671486687038878
1990s,524,perc_urban,Urban,0.00563707449616456
1990s,524,perc_cropland,Cropland,0.004035692485196868
1990s,524,perc_pasture,Pasture,0.0046693806885655794
1990s,524,perc_forest,Forest,0.003747760054495632
