atlas,draw,variable_raw,variable,trait_family,full_r2t_beta,drop_r2t_beta,contribution
1990s,628,perc_pasture,Pasture,Species thermal index,0.18834298880715286,0.16443724104059032,0.02390574776656254
1990s,628,perc_pasture,Pasture,Migratory strategy,0.18834298880715286,0.12250396451130167,0.06583902429585119
1990s,628,perc_pasture,Pasture,Foraging guild,0.18834298880715286,0.06396686861193887,0.12437612019521399
1990s,628,perc_forest,Forest,Species thermal index,0.4021801283146975,0.3489723456725215,0.053207782642176016
1990s,628,perc_forest,Forest,Migratory strategy,0.4021801283146975,0.41315005560527324,-0.01096992729057572
1990s,628,perc_forest,Forest,Foraging guild,0.4021801283146975,0.04641271514330109,0.35576741317139643
1990s,628,perc_grass_shrub,Grass/shrubland,Species thermal index,0.13368687594124395,0.12622015268552406,0.007466723255719898
1990s,628,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.13368687594124395,0.13925581497766015,-0.005568939036416198
1990s,628,perc_grass_shrub,Grass/shrubland,Foraging guild,0.13368687594124395,0.009147790303199834,0.12453908563804413
1990s,629,tmean_breeding,Temperature,Species thermal index,0.1585502623620027,0.14878175048235495,0.009768511879647751
1990s,629,tmean_breeding,Temperature,Migratory strategy,0.1585502623620027,0.05046183156223545,0.10808843079976725
1990s,629,tmean_breeding,Temperature,Foraging guild,0.1585502623620027,0.10452781218005906,0.05402245018194364
1990s,629,prec_breeding,Precipitation,Species thermal index,0.1821882943965918,0.18515777759099797,-0.0029694831944061806
1990s,629,prec_breeding,Precipitation,Migratory strategy,0.1821882943965918,0.17786448354377019,0.004323810852821602
1990s,629,prec_breeding,Precipitation,Foraging guild,0.1821882943965918,5.532291329721128e-4,0.18163506526361967
1990s,629,hh,Land-use heterogeneity,Species thermal index,0.0912732354736925,0.09922512018031142,-0.007951884706618922
1990s,629,hh,Land-use heterogeneity,Migratory strategy,0.0912732354736925,0.07945334207967178,0.011819893394020717
1990s,629,hh,Land-use heterogeneity,Foraging guild,0.0912732354736925,0.009657514836987735,0.08161572063670476
1990s,629,perc_urban,Urban,Species thermal index,0.3448941663332364,0.2167169672514051,0.12817719908183128
1990s,629,perc_urban,Urban,Migratory strategy,0.3448941663332364,0.3375078329157916,0.007386333417444768
1990s,629,perc_urban,Urban,Foraging guild,0.3448941663332364,0.28287601592155426,0.06201815041168213
1990s,629,perc_cropland,Cropland,Species thermal index,0.39045635655979893,0.11534317545268774,0.2751131811071112
1990s,629,perc_cropland,Cropland,Migratory strategy,0.39045635655979893,0.3447762536277693,0.04568010293202962
1990s,629,perc_cropland,Cropland,Foraging guild,0.39045635655979893,0.35722249244113896,0.03323386411865997
1990s,629,perc_pasture,Pasture,Species thermal index,0.37956168966371195,0.321452251190915,0.05810943847279698
1990s,629,perc_pasture,Pasture,Migratory strategy,0.37956168966371195,0.3506700106778753,0.028891678985836666
1990s,629,perc_pasture,Pasture,Foraging guild,0.37956168966371195,0.07852249257838911,0.30103919708532284
1990s,629,perc_forest,Forest,Species thermal index,0.27819007401081874,0.21768714259291275,0.060502931417906
1990s,629,perc_forest,Forest,Migratory strategy,0.27819007401081874,0.2301224356931307,0.04806763831768804
1990s,629,perc_forest,Forest,Foraging guild,0.27819007401081874,0.16051271233046582,0.11767736168035292
1990s,629,perc_grass_shrub,Grass/shrubland,Species thermal index,0.1108464593063393,0.1016612768630503,0.009185182443288989
1990s,629,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.1108464593063393,0.1146233532475601,-0.003776893941220799
1990s,629,perc_grass_shrub,Grass/shrubland,Foraging guild,0.1108464593063393,0.0013193697244298585,0.10952708958190943
1990s,630,tmean_breeding,Temperature,Species thermal index,0.11034666520825369,0.0970074931254425,0.013339172082811185
1990s,630,tmean_breeding,Temperature,Migratory strategy,0.11034666520825369,0.06907940071214178,0.04126726449611191
1990s,630,tmean_breeding,Temperature,Foraging guild,0.11034666520825369,0.04350931018647893,0.06683735502177476
1990s,630,prec_breeding,Precipitation,Species thermal index,0.05178361545938167,0.050835632034635224,9.479834247464458e-4
1990s,630,prec_breeding,Precipitation,Migratory strategy,0.05178361545938167,0.04702529817416358,0.00475831728521809
1990s,630,prec_breeding,Precipitation,Foraging guild,0.05178361545938167,0.003753629905030797,0.048029985554350875
1990s,630,hh,Land-use heterogeneity,Species thermal index,0.21890715269988323,0.14864789765228467,0.07025925504759856
1990s,630,hh,Land-use heterogeneity,Migratory strategy,0.21890715269988323,0.2228503295417308,-0.003943176841847584
1990s,630,hh,Land-use heterogeneity,Foraging guild,0.21890715269988323,0.06358876014967188,0.15531839255021135
1990s,630,perc_urban,Urban,Species thermal index,0.24468286725929628,0.15008901235373795,0.09459385490555833
1990s,630,perc_urban,Urban,Migratory strategy,0.24468286725929628,0.2229137746799253,0.021769092579370986
1990s,630,perc_urban,Urban,Foraging guild,0.24468286725929628,0.17390796232316988,0.0707749049361264
1990s,630,perc_cropland,Cropland,Species thermal index,0.45016264141478396,0.3342972964228663,0.11586534499191764
1990s,630,perc_cropland,Cropland,Migratory strategy,0.45016264141478396,0.4328158506225435,0.01734679079224044
1990s,630,perc_cropland,Cropland,Foraging guild,0.45016264141478396,0.19890263482634352,0.25126000658844044
1990s,630,perc_pasture,Pasture,Species thermal index,0.26207522561539437,0.23778750946803875,0.024287716147355615
1990s,630,perc_pasture,Pasture,Migratory strategy,0.26207522561539437,0.20848657552460098,0.05358865009079339
1990s,630,perc_pasture,Pasture,Foraging guild,0.26207522561539437,0.0199335292193374,0.24214169639605698
1990s,630,perc_forest,Forest,Species thermal index,0.3519184222355419,0.32059468612658054,0.03132373610896133
1990s,630,perc_forest,Forest,Migratory strategy,0.3519184222355419,0.3691001478764939,-0.01718172564095205
1990s,630,perc_forest,Forest,Foraging guild,0.3519184222355419,0.006664390966628136,0.34525403126891374
1990s,630,perc_grass_shrub,Grass/shrubland,Species thermal index,0.12979502067947946,0.10458671606978653,0.025208304609692922
1990s,630,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.12979502067947946,0.14019045157234328,-0.010395430892863822
1990s,630,perc_grass_shrub,Grass/shrubland,Foraging guild,0.12979502067947946,0.01290301494094367,0.11689200573853578
1990s,631,tmean_breeding,Temperature,Species thermal index,0.14460247705588886,0.11236993558239534,0.03223254147349351
1990s,631,tmean_breeding,Temperature,Migratory strategy,0.14460247705588886,0.09891767644254894,0.04568480061333992
1990s,631,tmean_breeding,Temperature,Foraging guild,0.14460247705588886,0.06028104779872247,0.08432142925716639
1990s,631,prec_breeding,Precipitation,Species thermal index,0.13977046391341386,0.13224356438490134,0.007526899528512515
1990s,631,prec_breeding,Precipitation,Migratory strategy,0.13977046391341386,0.11033136684268607,0.029439097070727782
1990s,631,prec_breeding,Precipitation,Foraging guild,0.13977046391341386,0.032009259085627406,0.10776120482778645
1990s,631,hh,Land-use heterogeneity,Species thermal index,0.1446006456537968,0.12453505922871437,0.020065586425082424
1990s,631,hh,Land-use heterogeneity,Migratory strategy,0.1446006456537968,0.1278144915166617,0.016786154137135106
1990s,631,hh,Land-use heterogeneity,Foraging guild,0.1446006456537968,0.07192963080576915,0.07267101484802764
1990s,631,perc_urban,Urban,Species thermal index,0.24189127701885377,0.23114286214002638,0.010748414878827384
1990s,631,perc_urban,Urban,Migratory strategy,0.24189127701885377,0.20925643126176577,0.032634845757088
1990s,631,perc_urban,Urban,Foraging guild,0.24189127701885377,0.06547038587903468,0.17642089113981907
1990s,631,perc_cropland,Cropland,Species thermal index,0.3560779055567189,0.2667629731637957,0.08931493239292321
1990s,631,perc_cropland,Cropland,Migratory strategy,0.3560779055567189,0.3610059393928527,-0.004928033836133772
1990s,631,perc_cropland,Cropland,Foraging guild,0.3560779055567189,0.274575253949345,0.08150265160737391
1990s,631,perc_pasture,Pasture,Species thermal index,0.3795911090981,0.3539857004546121,0.025605408643487926
1990s,631,perc_pasture,Pasture,Migratory strategy,0.3795911090981,0.26251431964102834,0.11707678945707167
1990s,631,perc_pasture,Pasture,Foraging guild,0.3795911090981,0.07184053023460926,0.3077505788634908
1990s,631,perc_forest,Forest,Species thermal index,0.3429078448195108,0.32566770160465053,0.017240143214860282
1990s,631,perc_forest,Forest,Migratory strategy,0.3429078448195108,0.3250329141046873,0.01787493071482349
1990s,631,perc_forest,Forest,Foraging guild,0.3429078448195108,0.11021843537179564,0.23268940944771516
1990s,631,perc_grass_shrub,Grass/shrubland,Species thermal index,0.14650686897122794,0.12268502774287442,0.023821841228353527
1990s,631,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.14650686897122794,0.1356538880224128,0.01085298094881515
1990s,631,perc_grass_shrub,Grass/shrubland,Foraging guild,0.14650686897122794,0.016708068448665115,0.12979880052256282
1990s,632,tmean_breeding,Temperature,Species thermal index,0.17324399036871987,0.16170219691179313,0.011541793456926741
1990s,632,tmean_breeding,Temperature,Migratory strategy,0.17324399036871987,0.09701532635092042,0.07622866401779946
1990s,632,tmean_breeding,Temperature,Foraging guild,0.17324399036871987,0.050716312263145796,0.12252767810557408
1990s,632,prec_breeding,Precipitation,Species thermal index,0.10034248247434091,0.09747525104682989,0.0028672314275110244
1990s,632,prec_breeding,Precipitation,Migratory strategy,0.10034248247434091,0.0871231074764547,0.01321937499788621
1990s,632,prec_breeding,Precipitation,Foraging guild,0.10034248247434091,0.013017832789222373,0.08732464968511854
1990s,632,hh,Land-use heterogeneity,Species thermal index,0.08636666514054184,0.08037055221919566,0.005996112921346178
1990s,632,hh,Land-use heterogeneity,Migratory strategy,0.08636666514054184,0.0844251942912309,0.0019414708493109417
1990s,632,hh,Land-use heterogeneity,Foraging guild,0.08636666514054184,0.004224129832849448,0.08214253530769239
1990s,632,perc_urban,Urban,Species thermal index,0.28848113277476556,0.17805697811222493,0.11042415466254063
1990s,632,perc_urban,Urban,Migratory strategy,0.28848113277476556,0.23722883325058958,0.05125229952417598
1990s,632,perc_urban,Urban,Foraging guild,0.28848113277476556,0.186310918287653,0.10217021448711255
1990s,632,perc_cropland,Cropland,Species thermal index,0.22558659859341593,0.15781121699267128,0.06777538160074464
1990s,632,perc_cropland,Cropland,Migratory strategy,0.22558659859341593,0.1690076159450196,0.056578982648396337
1990s,632,perc_cropland,Cropland,Foraging guild,0.22558659859341593,0.18654841034497707,0.039038188248438854
1990s,632,perc_pasture,Pasture,Species thermal index,0.3771043638245815,0.37627012228321827,8.342415413632454e-4
1990s,632,perc_pasture,Pasture,Migratory strategy,0.3771043638245815,0.31106812973978476,0.06603623408479675
1990s,632,perc_pasture,Pasture,Foraging guild,0.3771043638245815,0.059347300553703644,0.3177570632708779
1990s,632,perc_forest,Forest,Species thermal index,0.4037395956393581,0.38504607759453596,0.01869351804482211
1990s,632,perc_forest,Forest,Migratory strategy,0.4037395956393581,0.3763198282466713,0.027419767392686756
1990s,632,perc_forest,Forest,Foraging guild,0.4037395956393581,0.13023990575747135,0.2734996898818867
1990s,632,perc_grass_shrub,Grass/shrubland,Species thermal index,0.17462553037383158,0.1590416432109376,0.015583887162893967
1990s,632,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.17462553037383158,0.16444141652508548,0.010184113848746096
1990s,632,perc_grass_shrub,Grass/shrubland,Foraging guild,0.17462553037383158,0.016463756394416742,0.15816177397941483
1990s,633,tmean_breeding,Temperature,Species thermal index,0.09291362451945734,0.07599354649852962,0.016920078020927723
1990s,633,tmean_breeding,Temperature,Migratory strategy,0.09291362451945734,0.08468910105742812,0.008224523462029218
1990s,633,tmean_breeding,Temperature,Foraging guild,0.09291362451945734,0.020567890868518353,0.07234573365093899
1990s,633,prec_breeding,Precipitation,Species thermal index,0.05848882924043166,0.05167526167896478,0.0068135675614668795
1990s,633,prec_breeding,Precipitation,Migratory strategy,0.05848882924043166,0.04868520368661057,0.00980362555382109
1990s,633,prec_breeding,Precipitation,Foraging guild,0.05848882924043166,0.01054124674597685,0.04794758249445481
1990s,633,hh,Land-use heterogeneity,Species thermal index,0.14940898628912,0.1284018692485077,0.02100711704061231
1990s,633,hh,Land-use heterogeneity,Migratory strategy,0.14940898628912,0.1440102715299885,0.0053987147591315066
1990s,633,hh,Land-use heterogeneity,Foraging guild,0.14940898628912,0.018964773386568087,0.13044421290255193
1990s,633,perc_urban,Urban,Species thermal index,0.15701149794151587,0.08554951334103121,0.07146198460048465
1990s,633,perc_urban,Urban,Migratory strategy,0.15701149794151587,0.14034682399401865,0.01666467394749721
1990s,633,perc_urban,Urban,Foraging guild,0.15701149794151587,0.18810509830424865,-0.031093600362732787
1990s,633,perc_cropland,Cropland,Species thermal index,0.1289241862381536,0.0499765268004859,0.07894765943766771
1990s,633,perc_cropland,Cropland,Migratory strategy,0.1289241862381536,0.0960939293688732,0.0328302568692804
1990s,633,perc_cropland,Cropland,Foraging guild,0.1289241862381536,0.2076455646632897,-0.0787213784251361
1990s,633,perc_pasture,Pasture,Species thermal index,0.38824301205336353,0.3363179499643593,0.051925062089004215
1990s,633,perc_pasture,Pasture,Migratory strategy,0.38824301205336353,0.34675874730085143,0.0414842647525121
1990s,633,perc_pasture,Pasture,Foraging guild,0.38824301205336353,0.0839691755953399,0.30427383645802364
1990s,633,perc_forest,Forest,Species thermal index,0.29743707107830253,0.2619198102750171,0.03551726080328543
1990s,633,perc_forest,Forest,Migratory strategy,0.29743707107830253,0.23824523204344789,0.05919183903485464
1990s,633,perc_forest,Forest,Foraging guild,0.29743707107830253,0.13554266056153305,0.16189441051676948
1990s,633,perc_grass_shrub,Grass/shrubland,Species thermal index,0.0892402756583405,0.08714692242656671,0.002093353231773787
1990s,633,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.0892402756583405,0.08186711264373674,0.007373163014603765
1990s,633,perc_grass_shrub,Grass/shrubland,Foraging guild,0.0892402756583405,0.007935133669459634,0.08130514198888086
1990s,634,tmean_breeding,Temperature,Species thermal index,0.1395724455256251,0.11962560594264408,0.019946839582981005
1990s,634,tmean_breeding,Temperature,Migratory strategy,0.1395724455256251,0.10277885936463278,0.036793586160992306
1990s,634,tmean_breeding,Temperature,Foraging guild,0.1395724455256251,0.04677955228730485,0.09279289323832024
1990s,634,prec_breeding,Precipitation,Species thermal index,0.11685355125813517,0.10879343506468085,0.008060116193454314
1990s,634,prec_breeding,Precipitation,Migratory strategy,0.11685355125813517,0.07537065509066374,0.04148289616747143
1990s,634,prec_breeding,Precipitation,Foraging guild,0.11685355125813517,0.03343343798523734,0.08342011327289783
1990s,634,hh,Land-use heterogeneity,Species thermal index,0.19746061668825204,0.17640492809339253,0.021055688594859512
1990s,634,hh,Land-use heterogeneity,Migratory strategy,0.19746061668825204,0.18195401908578518,0.015506597602466865
1990s,634,hh,Land-use heterogeneity,Foraging guild,0.19746061668825204,0.07499989664319053,0.12246072004506152
1990s,634,perc_urban,Urban,Species thermal index,0.3531019905418678,0.24387231262040338,0.10922967792146443
1990s,634,perc_urban,Urban,Migratory strategy,0.3531019905418678,0.28460570098691934,0.06849628955494846
1990s,634,perc_urban,Urban,Foraging guild,0.3531019905418678,0.2279613211576247,0.1251406693842431
1990s,634,perc_cropland,Cropland,Species thermal index,0.39322711903708346,0.22333125317390715,0.16989586586317632
1990s,634,perc_cropland,Cropland,Migratory strategy,0.39322711903708346,0.38416889779001107,0.009058221247072396
1990s,634,perc_cropland,Cropland,Foraging guild,0.39322711903708346,0.256501696720784,0.13672542231629947
1990s,634,perc_pasture,Pasture,Species thermal index,0.3163002511569707,0.29019419642948685,0.02610605472748384
1990s,634,perc_pasture,Pasture,Migratory strategy,0.3163002511569707,0.26920542387285284,0.047094827284117846
1990s,634,perc_pasture,Pasture,Foraging guild,0.3163002511569707,0.01990566991847862,0.29639458123849205
1990s,634,perc_forest,Forest,Species thermal index,0.36988752215473636,0.3392822057534692,0.03060531640126718
1990s,634,perc_forest,Forest,Migratory strategy,0.36988752215473636,0.36315329003232255,0.006734232122413808
1990s,634,perc_forest,Forest,Foraging guild,0.36988752215473636,0.08205855471213559,0.2878289674426008
1990s,634,perc_grass_shrub,Grass/shrubland,Species thermal index,0.2162433306178044,0.17377343341494417,0.042469897202860235
1990s,634,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.2162433306178044,0.21007758127498227,0.00616574934282213
1990s,634,perc_grass_shrub,Grass/shrubland,Foraging guild,0.2162433306178044,0.052608772701715045,0.16363455791608936
1990s,635,tmean_breeding,Temperature,Species thermal index,0.10207122259122837,0.09997918470228201,0.002092037888946366
1990s,635,tmean_breeding,Temperature,Migratory strategy,0.10207122259122837,0.09086135336764639,0.011209869223581984
1990s,635,tmean_breeding,Temperature,Foraging guild,0.10207122259122837,0.008701792610429597,0.09336942998079878
1990s,635,prec_breeding,Precipitation,Species thermal index,0.15748826306859753,0.1560951851901797,0.001393077878417831
1990s,635,prec_breeding,Precipitation,Migratory strategy,0.15748826306859753,0.14749997384271454,0.00998828922588299
1990s,635,prec_breeding,Precipitation,Foraging guild,0.15748826306859753,0.02235017728801924,0.1351380857805783
1990s,635,hh,Land-use heterogeneity,Species thermal index,0.1691097362101532,0.16455583221443268,0.004553903995720532
1990s,635,hh,Land-use heterogeneity,Migratory strategy,0.1691097362101532,0.15259581086193716,0.016513925348216052
1990s,635,hh,Land-use heterogeneity,Foraging guild,0.1691097362101532,0.03702370564232915,0.13208603056782406
1990s,635,perc_urban,Urban,Species thermal index,0.3395546634573613,0.20703073460501467,0.13252392885234662
1990s,635,perc_urban,Urban,Migratory strategy,0.3395546634573613,0.2846317406099816,0.05492292284737971
1990s,635,perc_urban,Urban,Foraging guild,0.3395546634573613,0.23151995807253914,0.10803470538482216
1990s,635,perc_cropland,Cropland,Species thermal index,0.29369833829196473,0.10258537763752562,0.1911129606544391
1990s,635,perc_cropland,Cropland,Migratory strategy,0.29369833829196473,0.2562858414608432,0.03741249683112152
1990s,635,perc_cropland,Cropland,Foraging guild,0.29369833829196473,0.32620582010444793,-0.0325074818124832
1990s,635,perc_pasture,Pasture,Species thermal index,0.17465781531309113,0.13178216013967206,0.04287565517341907
1990s,635,perc_pasture,Pasture,Migratory strategy,0.17465781531309113,0.14472527983765734,0.029932535475433786
1990s,635,perc_pasture,Pasture,Foraging guild,0.17465781531309113,0.06680199045519433,0.1078558248578968
1990s,635,perc_forest,Forest,Species thermal index,0.2972366284418795,0.258332220171589,0.03890440827029046
1990s,635,perc_forest,Forest,Migratory strategy,0.2972366284418795,0.2120364633368759,0.08520016510500358
1990s,635,perc_forest,Forest,Foraging guild,0.2972366284418795,0.155890228001008,0.1413464004408715
1990s,635,perc_grass_shrub,Grass/shrubland,Species thermal index,0.06931201776477758,0.05330951303433316,0.01600250473044442
1990s,635,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.06931201776477758,0.05099682891914722,0.01831518884563036
1990s,635,perc_grass_shrub,Grass/shrubland,Foraging guild,0.06931201776477758,0.025263424102760126,0.04404859366201745
1990s,636,tmean_breeding,Temperature,Species thermal index,0.17058953227914206,0.1506536987296804,0.019935833549461657
1990s,636,tmean_breeding,Temperature,Migratory strategy,0.17058953227914206,0.12202976420340632,0.04855976807573574
1990s,636,tmean_breeding,Temperature,Foraging guild,0.17058953227914206,0.021879408897142797,0.14871012338199927
1990s,636,prec_breeding,Precipitation,Species thermal index,0.08496028014708057,0.08214020379058311,0.0028200763564974612
1990s,636,prec_breeding,Precipitation,Migratory strategy,0.08496028014708057,0.0605778295483474,0.024382450598733167
1990s,636,prec_breeding,Precipitation,Foraging guild,0.08496028014708057,0.05468752344175937,0.030272756705321202
1990s,636,hh,Land-use heterogeneity,Species thermal index,0.1620022100171925,0.14425923535818722,0.01774297465900529
1990s,636,hh,Land-use heterogeneity,Migratory strategy,0.1620022100171925,0.18248105974097495,-0.020478849723782444
1990s,636,hh,Land-use heterogeneity,Foraging guild,0.1620022100171925,0.0014243696586025971,0.1605778403585899
1990s,636,perc_urban,Urban,Species thermal index,0.4266891648432545,0.3224293547202262,0.10425981012302826
1990s,636,perc_urban,Urban,Migratory strategy,0.4266891648432545,0.40796817173266825,0.018720993110586226
1990s,636,perc_urban,Urban,Foraging guild,0.4266891648432545,0.13393479286561233,0.29275437197764215
1990s,636,perc_cropland,Cropland,Species thermal index,0.42073905183931776,0.26083163806886406,0.1599074137704537
1990s,636,perc_cropland,Cropland,Migratory strategy,0.42073905183931776,0.38169590016427385,0.03904315167504391
1990s,636,perc_cropland,Cropland,Foraging guild,0.42073905183931776,0.13543967368102047,0.2852993781582973
1990s,636,perc_pasture,Pasture,Species thermal index,0.34503501785627944,0.3256886484936222,0.019346369362657212
1990s,636,perc_pasture,Pasture,Migratory strategy,0.34503501785627944,0.29113528241317504,0.05389973544310439
1990s,636,perc_pasture,Pasture,Foraging guild,0.34503501785627944,0.03947265628205456,0.3055623615742249
1990s,636,perc_forest,Forest,Species thermal index,0.3540890928988689,0.346767522442907,0.007321570455961934
1990s,636,perc_forest,Forest,Migratory strategy,0.3540890928988689,0.2890353215228439,0.06505377137602503
1990s,636,perc_forest,Forest,Foraging guild,0.3540890928988689,0.10255460985515154,0.2515344830437174
1990s,636,perc_grass_shrub,Grass/shrubland,Species thermal index,0.0905110378430013,0.07319778664148474,0.017313251201516555
1990s,636,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.0905110378430013,0.0853798058467095,0.005131231996291799
1990s,636,perc_grass_shrub,Grass/shrubland,Foraging guild,0.0905110378430013,0.011670742532642256,0.07884029531035903
1990s,637,tmean_breeding,Temperature,Species thermal index,0.0193395966299921,0.02287855953648625,-0.0035389629064941502
1990s,637,tmean_breeding,Temperature,Migratory strategy,0.0193395966299921,0.008657676579340612,0.01068192005065149
1990s,637,tmean_breeding,Temperature,Foraging guild,0.0193395966299921,0.009915875828168687,0.009423720801823413
1990s,637,prec_breeding,Precipitation,Species thermal index,0.06574653568408022,0.060834740724119485,0.004911794959960733
1990s,637,prec_breeding,Precipitation,Migratory strategy,0.06574653568408022,0.06193653136469143,0.003810004319388785
1990s,637,prec_breeding,Precipitation,Foraging guild,0.06574653568408022,0.008665478826213567,0.05708105685786665
1990s,637,hh,Land-use heterogeneity,Species thermal index,0.17072623847058327,0.1737143785824127,-0.002988140111829435
1990s,637,hh,Land-use heterogeneity,Migratory strategy,0.17072623847058327,0.16241849144966897,0.008307747020914302
1990s,637,hh,Land-use heterogeneity,Foraging guild,0.17072623847058327,2.1922005727605023e-4,0.17050701841330723
1990s,637,perc_urban,Urban,Species thermal index,0.3619534310104075,0.2954000741127329,0.06655335689767461
1990s,637,perc_urban,Urban,Migratory strategy,0.3619534310104075,0.36329060895169224,-0.0013371779412847395
1990s,637,perc_urban,Urban,Foraging guild,0.3619534310104075,0.016192569408101633,0.34576086160230585
1990s,637,perc_cropland,Cropland,Species thermal index,0.27511644847029143,0.1975882314628063,0.07752821700748513
1990s,637,perc_cropland,Cropland,Migratory strategy,0.27511644847029143,0.2852389359885821,-0.010122487518290646
1990s,637,perc_cropland,Cropland,Foraging guild,0.27511644847029143,0.0744897325901927,0.20062671588009873
1990s,637,perc_pasture,Pasture,Species thermal index,0.19964661036081613,0.2037847094808671,-0.004138099120050975
1990s,637,perc_pasture,Pasture,Migratory strategy,0.19964661036081613,0.18722925855356784,0.012417351807248289
1990s,637,perc_pasture,Pasture,Foraging guild,0.19964661036081613,0.008358219006632353,0.19128839135418377
1990s,637,perc_forest,Forest,Species thermal index,0.16787699532627492,0.14516637166846266,0.022710623657812262
1990s,637,perc_forest,Forest,Migratory strategy,0.16787699532627492,0.09449317056503796,0.07338382476123696
1990s,637,perc_forest,Forest,Foraging guild,0.16787699532627492,0.16514296968237369,0.002734025643901239
1990s,637,perc_grass_shrub,Grass/shrubland,Species thermal index,0.1652009203721989,0.1316459701964937,0.0335549501757052
1990s,637,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.1652009203721989,0.1608492331905176,0.004351687181681302
1990s,637,perc_grass_shrub,Grass/shrubland,Foraging guild,0.1652009203721989,0.055374213594127586,0.10982670677807133
1990s,638,tmean_breeding,Temperature,Species thermal index,0.20580481114143406,0.1779463795512116,0.02785843159022247
1990s,638,tmean_breeding,Temperature,Migratory strategy,0.20580481114143406,0.16376952701749078,0.04203528412394328
1990s,638,tmean_breeding,Temperature,Foraging guild,0.20580481114143406,0.056166053781602124,0.14963875735983195
1990s,638,prec_breeding,Precipitation,Species thermal index,0.12487158915712296,0.10221552018134618,0.02265606897577678
1990s,638,prec_breeding,Precipitation,Migratory strategy,0.12487158915712296,0.08416812461385252,0.04070346454327044
1990s,638,prec_breeding,Precipitation,Foraging guild,0.12487158915712296,0.035304596179085025,0.08956699297803794
1990s,638,hh,Land-use heterogeneity,Species thermal index,0.19755262864974837,0.12666974927546462,0.07088287937428375
1990s,638,hh,Land-use heterogeneity,Migratory strategy,0.19755262864974837,0.1898114505214417,0.007741178128306686
1990s,638,hh,Land-use heterogeneity,Foraging guild,0.19755262864974837,0.08178451776929939,0.11576811088044899
1990s,638,perc_urban,Urban,Species thermal index,0.35629637017345206,0.2553240215773369,0.10097234859611515
1990s,638,perc_urban,Urban,Migratory strategy,0.35629637017345206,0.2981847834230073,0.058111586750444755
1990s,638,perc_urban,Urban,Foraging guild,0.35629637017345206,0.20360139367662844,0.15269497649682362
1990s,638,perc_cropland,Cropland,Species thermal index,0.20709632319163734,0.08144547334099511,0.12565084985064223
1990s,638,perc_cropland,Cropland,Migratory strategy,0.20709632319163734,0.16857015034650083,0.038526172845136514
1990s,638,perc_cropland,Cropland,Foraging guild,0.20709632319163734,0.2632786048122301,-0.056182281620592744
1990s,638,perc_pasture,Pasture,Species thermal index,0.3595960123396937,0.3350981671454749,0.02449784519421877
1990s,638,perc_pasture,Pasture,Migratory strategy,0.3595960123396937,0.3072604119110754,0.05233560042861829
1990s,638,perc_pasture,Pasture,Foraging guild,0.3595960123396937,0.028793756513086206,0.3308022558266075
1990s,638,perc_forest,Forest,Species thermal index,0.26887538258992205,0.20806533473348174,0.060810047856440314
1990s,638,perc_forest,Forest,Migratory strategy,0.26887538258992205,0.23736915332269334,0.03150622926722871
1990s,638,perc_forest,Forest,Foraging guild,0.26887538258992205,0.1515540542850506,0.11732132830487146
1990s,638,perc_grass_shrub,Grass/shrubland,Species thermal index,0.10973966572463155,0.10514307679211439,0.004596588932517159
1990s,638,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.10973966572463155,0.10680153860635434,0.002938127118277206
1990s,638,perc_grass_shrub,Grass/shrubland,Foraging guild,0.10973966572463155,0.01916734973038723,0.09057231599424431
1990s,639,tmean_breeding,Temperature,Species thermal index,0.14350569686532888,0.1383380761789006,0.005167620686428287
1990s,639,tmean_breeding,Temperature,Migratory strategy,0.14350569686532888,0.050296015865797516,0.09320968099953136
1990s,639,tmean_breeding,Temperature,Foraging guild,0.14350569686532888,0.06490082717743258,0.0786048696878963
1990s,639,prec_breeding,Precipitation,Species thermal index,0.08888044053524752,0.08631587987316833,0.0025645606620791905
1990s,639,prec_breeding,Precipitation,Migratory strategy,0.08888044053524752,0.06919859635243988,0.019681844182807634
1990s,639,prec_breeding,Precipitation,Foraging guild,0.08888044053524752,0.010476913410254914,0.0784035271249926
1990s,639,hh,Land-use heterogeneity,Species thermal index,0.16857386825538503,0.1640852725602219,0.004488595695163133
1990s,639,hh,Land-use heterogeneity,Migratory strategy,0.16857386825538503,0.15543397811096932,0.013139890144415717
1990s,639,hh,Land-use heterogeneity,Foraging guild,0.16857386825538503,0.0021449400101412755,0.16642892824524375
1990s,639,perc_urban,Urban,Species thermal index,0.37474182514490473,0.2682018195488424,0.1065400055960623
1990s,639,perc_urban,Urban,Migratory strategy,0.37474182514490473,0.33400404277812684,0.040737782366777886
1990s,639,perc_urban,Urban,Foraging guild,0.37474182514490473,0.2187193056324925,0.15602251951241222
