pair_id,species_a,species_b,guild_a,guild_b,guild_1,guild_2,guild_pair,guild_pair_type,omega_mean_1970s,omega_mean_1990s,omega_mean_2010s,pr_positive_1970s,pr_positive_1990s,pr_positive_2010s,pr_negative_1970s,pr_negative_1990s,pr_negative_2010s,support_class_1970s,support_class_1990s,support_class_2010s,delta_1990s_minus_1970s,delta_2010s_minus_1970s,abs_delta_2010s_minus_1970s,raw_sign_flip_1970s_to_2010s,support_transition_1970s_to_2010s,newly_supported_2010s,lost_supported_2010s,supported_positive_to_negative_2010s,supported_negative_to_positive_2010s
Passer_domesticus__Regulus_regulus,Passer_domesticus,Regulus_regulus,Passerine seedeaters,Tit-like birds,Passerine seedeaters,Tit-like birds,Passerine seedeaters | Tit-like birds,Between guild,0.455559245626836,0.7522838937188691,0.2802437807880627,0.995,1,0.993,0.005,0,0.007,Supported positive,Supported positive,Supported positive,0.2967246480920331,-0.17531546483877325,0.17531546483877325,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Astur_gentilis__Motacilla_alba,Astur_gentilis,Motacilla_alba,Diurnal raptors,Open-land insectivores,Diurnal raptors,Open-land insectivores,Diurnal raptors | Open-land insectivores,Between guild,0.3332618910362844,0.7785893970239436,0.5085389395429353,0.985,1,1,0.015,0,0,Supported positive,Supported positive,Supported positive,0.4453275059876592,0.17527704850665088,0.17527704850665088,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Fringilla_coelebs__Jynx_torquilla,Fringilla_coelebs,Jynx_torquilla,Foliage gleaners,Woodpeckers,Foliage gleaners,Woodpeckers,Foliage gleaners | Woodpeckers,Between guild,0.6542804945104308,0.8725841991762725,0.4790393035481061,0.999,1,0.996,0.001,0,0.004,Supported positive,Supported positive,Supported positive,0.2183037046658417,-0.1752411909623247,0.1752411909623247,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Vanellus_vanellus__Prunella_modularis,Vanellus_vanellus,Prunella_modularis,Plovers,Low flycatching feeders,Low flycatching feeders,Plovers,Low flycatching feeders | Plovers,Between guild,0.31748053697864,0.5096765851422586,0.4927195592676517,0.999,1,1,0.001,0,0,Supported positive,Supported positive,Supported positive,0.19219604816361857,0.17523902228901173,0.17523902228901173,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Acrocephalus_schoenobaenus__Strix_aluco,Acrocephalus_schoenobaenus,Strix_aluco,Marsh warblers,Owls,Marsh warblers,Owls,Marsh warblers | Owls,Between guild,0.2510130339272621,0.2014230838404693,0.07577876358954143,0.965,0.99,0.81,0.035,0.01,0.19,Supported positive,Supported positive,Unsupported,-0.04958995008679279,-0.17523427033772065,0.17523427033772065,FALSE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Mergus_merganser__Strix_aluco,Mergus_merganser,Strix_aluco,Aquatic pursuers,Owls,Aquatic pursuers,Owls,Aquatic pursuers | Owls,Between guild,0.5044278633895602,0.4879009956952514,0.3291937322183542,0.989,0.937,0.954,0.011,0.063,0.046,Supported positive,Unsupported,Supported positive,-0.016526867694308833,-0.17523413117120606,0.17523413117120606,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Tringa_totanus__Oriolus_oriolus,Tringa_totanus,Oriolus_oriolus,Scolopacids,Orioles,Orioles,Scolopacids,Orioles | Scolopacids,Between guild,-0.01905848983169734,0.03057482039941415,-0.1941661760957442,0.399,0.59,0.204,0.601,0.41,0.796,Unsupported,Unsupported,Unsupported,0.04963331023111149,-0.17510768626404685,0.17510768626404685,FALSE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Corvus_cornix__Luscinia_luscinia,Corvus_cornix,Luscinia_luscinia,Omnivorous corvids,Low flycatching feeders,Low flycatching feeders,Omnivorous corvids,Low flycatching feeders | Omnivorous corvids,Between guild,0.1918770398248549,0.4763238389221353,0.3669552735763604,0.7,1,1,0.3,0,0,Unsupported,Supported positive,Supported positive,0.28444679909728043,0.17507823375150547,0.17507823375150547,FALSE,Unsupported -> Supported positive,TRUE,FALSE,FALSE,FALSE
Gallinago_gallinago__Tachybaptus_ruficollis,Gallinago_gallinago,Tachybaptus_ruficollis,Scolopacids,Aquatic pursuers,Aquatic pursuers,Scolopacids,Aquatic pursuers | Scolopacids,Between guild,0.8727546320268427,0.8524795409558354,0.6977117139917796,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,-0.020275091071007223,-0.1750429180350631,0.1750429180350631,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Curruca_curruca__Lullula_arborea,Curruca_curruca,Lullula_arborea,Foliage gleaners,Open-land insectivores,Foliage gleaners,Open-land insectivores,Foliage gleaners | Open-land insectivores,Between guild,0.6104381165459994,0.5994228924827706,0.4355314075356343,1,1,0.999,0,0,0.001,Supported positive,Supported positive,Supported positive,-0.011015224063228857,-0.17490670901036515,0.17490670901036515,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Corvus_cornix__Sturnus_vulgaris,Corvus_cornix,Sturnus_vulgaris,Omnivorous corvids,Starlings,Omnivorous corvids,Starlings,Omnivorous corvids | Starlings,Between guild,0.7684876900885322,0.9404980524704865,0.9433226940589993,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,0.17201036238195422,0.17483500397046703,0.17483500397046703,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Linaria_cannabina__Turdus_philomelos,Linaria_cannabina,Turdus_philomelos,Passerine seedeaters,Thrushes,Passerine seedeaters,Thrushes,Passerine seedeaters | Thrushes,Between guild,0.8221325870678309,0.6443477058997223,0.6473278737627933,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,-0.17778488116810853,-0.17480471330503755,0.17480471330503755,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Emberiza_citrinella__Phylloscopus_trochilus,Emberiza_citrinella,Phylloscopus_trochilus,Buntings,Foliage gleaners,Buntings,Foliage gleaners,Buntings | Foliage gleaners,Between guild,0.8105616565438863,0.6608702785206281,0.6357613003978625,1,1,0.999,0,0,0.001,Supported positive,Supported positive,Supported positive,-0.14969137802325827,-0.17480035614602385,0.17480035614602385,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Coccothraustes_coccothraustes__Ficedula_parva,Coccothraustes_coccothraustes,Ficedula_parva,Passerine seedeaters,Flycatchers,Flycatchers,Passerine seedeaters,Flycatchers | Passerine seedeaters,Between guild,0.5880536582324475,0.6462118120783281,0.413330588014229,0.992,0.995,0.915,0.008,0.005,0.085,Supported positive,Supported positive,Unsupported,0.058158153845880634,-0.17472307021821848,0.17472307021821848,FALSE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Erithacus_rubecula__Passer_domesticus,Erithacus_rubecula,Passer_domesticus,Low flycatching feeders,Passerine seedeaters,Low flycatching feeders,Passerine seedeaters,Low flycatching feeders | Passerine seedeaters,Between guild,0.7078440640822143,0.7594876579467293,0.5331409912768119,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,0.051643593864515,-0.17470307280540243,0.17470307280540243,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Athene_noctua__Tyto_alba,Athene_noctua,Tyto_alba,Owls,Owls,Owls,Owls,Owls,Within guild,0.259830368342133,-0.2583896443296095,0.4345099297168162,0.67,0.087,0.877,0.33,0.913,0.123,Unsupported,Unsupported,Unsupported,-0.5182200126717424,0.17467956137468316,0.17467956137468316,FALSE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Acrocephalus_scirpaceus__Passer_montanus,Acrocephalus_scirpaceus,Passer_montanus,Marsh warblers,Passerine seedeaters,Marsh warblers,Passerine seedeaters,Marsh warblers | Passerine seedeaters,Between guild,0.1590139036828942,0.4127441626429198,0.3336833554508442,0.976,1,1,0.024,0,0,Supported positive,Supported positive,Supported positive,0.2537302589600256,0.17466945176795,0.17466945176795,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Carduelis_carduelis__Chloris_chloris,Carduelis_carduelis,Chloris_chloris,Passerine seedeaters,Passerine seedeaters,Passerine seedeaters,Passerine seedeaters,Passerine seedeaters,Within guild,0.9618737010137856,0.9137829744470147,0.7872354925848958,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,-0.048090726566770825,-0.17463820842888977,0.17463820842888977,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Calidris_alpina__Coccothraustes_coccothraustes,Calidris_alpina,Coccothraustes_coccothraustes,Scolopacids,Passerine seedeaters,Passerine seedeaters,Scolopacids,Passerine seedeaters | Scolopacids,Between guild,-0.2483272372134054,0.1297008845528502,-0.4229409775609574,0.002,0.911,0.004,0.998,0.089,0.996,Supported negative,Unsupported,Supported negative,0.3780281217662556,-0.17461374034755198,0.17461374034755198,FALSE,Supported negative -> Supported negative,FALSE,FALSE,FALSE,FALSE
Accipiter_nisus__Corvus_corone,Accipiter_nisus,Corvus_corone,Diurnal raptors,Omnivorous corvids,Diurnal raptors,Omnivorous corvids,Diurnal raptors | Omnivorous corvids,Between guild,0.4137605595275447,0.8117330751057865,0.5883428435895428,0.864,1,1,0.136,0,0,Unsupported,Supported positive,Supported positive,0.3979725155782418,0.1745822840619981,0.1745822840619981,FALSE,Unsupported -> Supported positive,TRUE,FALSE,FALSE,FALSE
Numenius_arquata__Coccothraustes_coccothraustes,Numenius_arquata,Coccothraustes_coccothraustes,Scolopacids,Passerine seedeaters,Passerine seedeaters,Scolopacids,Passerine seedeaters | Scolopacids,Between guild,-0.08165475516610853,0.09297075117715237,0.09284781559419229,0.337,0.783,0.75,0.663,0.217,0.25,Unsupported,Unsupported,Unsupported,0.1746255063432609,0.17450257076030082,0.17450257076030082,TRUE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Mergus_serrator__Saxicola_rubetra,Mergus_serrator,Saxicola_rubetra,Aquatic pursuers,Low flycatching feeders,Aquatic pursuers,Low flycatching feeders,Aquatic pursuers | Low flycatching feeders,Between guild,0.01195713857565322,0.1867686841910309,-0.1625219292565022,0.559,0.975,0.123,0.441,0.025,0.877,Unsupported,Supported positive,Unsupported,0.17481154561537768,-0.17447906783215542,0.17447906783215542,TRUE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Calidris_pugnax__Dryobates_minor,Calidris_pugnax,Dryobates_minor,Scolopacids,Woodpeckers,Scolopacids,Woodpeckers,Scolopacids | Woodpeckers,Between guild,-0.1612695225078906,-0.1421373195993678,0.01317876771875711,0.246,0.229,0.542,0.754,0.771,0.458,Unsupported,Unsupported,Unsupported,0.0191322029085228,0.1744482902266477,0.1744482902266477,TRUE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Spinus_spinus__Picus_viridis,Spinus_spinus,Picus_viridis,Passerine seedeaters,Woodpeckers,Passerine seedeaters,Woodpeckers,Passerine seedeaters | Woodpeckers,Between guild,0.50830512737183,0.3751807368678302,0.3338854946084346,0.996,0.995,0.956,0.004,0.005,0.044,Supported positive,Supported positive,Supported positive,-0.13312439050399977,-0.1744196327633954,0.1744196327633954,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Motacilla_cinerea__Podiceps_nigricollis,Motacilla_cinerea,Podiceps_nigricollis,Open-land insectivores,Aquatic pursuers,Aquatic pursuers,Open-land insectivores,Aquatic pursuers | Open-land insectivores,Between guild,0.2948690383364299,0.34138938036587563,0.1204512516134966,0.979,0.998,0.857,0.021,0.002,0.143,Supported positive,Supported positive,Unsupported,0.046520342029445716,-0.17441778672293332,0.17441778672293332,FALSE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Anas_acuta__Ficedula_hypoleuca,Anas_acuta,Ficedula_hypoleuca,Dabbling ducks,Flycatchers,Dabbling ducks,Flycatchers,Dabbling ducks | Flycatchers,Between guild,0.2083991170498428,0.1037767410330661,0.03408963721662858,0.984,0.87,0.583,0.016,0.13,0.417,Supported positive,Unsupported,Unsupported,-0.1046223760167767,-0.1743094798332142,0.1743094798332142,FALSE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Coturnix_coturnix__Motacilla_flava,Coturnix_coturnix,Motacilla_flava,Gallinaceous birds,Open-land insectivores,Gallinaceous birds,Open-land insectivores,Gallinaceous birds | Open-land insectivores,Between guild,0.4316402819684168,0.6071977793167075,0.6059475536563134,0.974,1,1,0.026,0,0,Supported positive,Supported positive,Supported positive,0.17555749734829068,0.17430727168789656,0.17430727168789656,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Larus_marinus__Tachybaptus_ruficollis,Larus_marinus,Tachybaptus_ruficollis,Gulls,Aquatic pursuers,Aquatic pursuers,Gulls,Aquatic pursuers | Gulls,Between guild,0.02761699702278487,0.139533324128723,0.2018847366435089,0.501,0.889,0.965,0.499,0.111,0.035,Unsupported,Unsupported,Supported positive,0.11191632710593813,0.17426773962072403,0.17426773962072403,FALSE,Unsupported -> Supported positive,TRUE,FALSE,FALSE,FALSE
Motacilla_flava__Ardea_cinerea,Motacilla_flava,Ardea_cinerea,Open-land insectivores,Wading birds,Open-land insectivores,Wading birds,Open-land insectivores | Wading birds,Between guild,0.4232084516530452,0.3976398607175838,0.2489555261896366,0.999,0.956,0.92,0.001,0.044,0.08,Supported positive,Supported positive,Unsupported,-0.025568590935461433,-0.17425292546340862,0.17425292546340862,FALSE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Passer_domesticus__Phoenicurus_phoenicurus,Passer_domesticus,Phoenicurus_phoenicurus,Passerine seedeaters,Low flycatching feeders,Low flycatching feeders,Passerine seedeaters,Low flycatching feeders | Passerine seedeaters,Between guild,0.5362640988595068,0.638540536741182,0.7104819782687173,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,0.10227643788167529,0.17421787940921052,0.17421787940921052,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Aythya_ferina__Motacilla_cinerea,Aythya_ferina,Motacilla_cinerea,Diving ducks,Open-land insectivores,Diving ducks,Open-land insectivores,Diving ducks | Open-land insectivores,Between guild,0.2226274411827595,0.1801508530378295,0.04845345907042729,0.992,0.987,0.615,0.008,0.013,0.385,Supported positive,Supported positive,Unsupported,-0.04247658814493002,-0.1741739821123322,0.1741739821123322,FALSE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Riparia_riparia__Dryocopus_martius,Riparia_riparia,Dryocopus_martius,Aerial insectivores,Woodpeckers,Aerial insectivores,Woodpeckers,Aerial insectivores | Woodpeckers,Between guild,-0.111530746729243,0.5513933586159394,0.06260137040954226,0.313,1,0.659,0.687,0,0.341,Unsupported,Supported positive,Unsupported,0.6629241053451824,0.17413211713878526,0.17413211713878526,TRUE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Apus_apus__Rallus_aquaticus,Apus_apus,Rallus_aquaticus,Aerial insectivores,Rails,Aerial insectivores,Rails,Aerial insectivores | Rails,Between guild,0.3824657753111461,0.486927892880629,0.556583436878671,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,0.10446211756948287,0.17411766156752484,0.17411766156752484,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Buteo_buteo__Recurvirostra_avosetta,Buteo_buteo,Recurvirostra_avosetta,Diurnal raptors,Plovers,Diurnal raptors,Plovers,Diurnal raptors | Plovers,Between guild,-0.1795341566676792,0.04910889550816389,-0.005417244642509335,0.018,0.702,0.474,0.982,0.298,0.526,Supported negative,Unsupported,Unsupported,0.22864305217584308,0.17411691202516985,0.17411691202516985,FALSE,Supported negative -> Unsupported,FALSE,TRUE,FALSE,FALSE
Limosa_limosa__Oenanthe_oenanthe,Limosa_limosa,Oenanthe_oenanthe,Scolopacids,Low flycatching feeders,Low flycatching feeders,Scolopacids,Low flycatching feeders | Scolopacids,Between guild,0.6419045404836323,0.8124997100817234,0.4677992459025989,1,1,0.978,0,0,0.022,Supported positive,Supported positive,Supported positive,0.17059516959809107,-0.1741052945810334,0.1741052945810334,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Anas_acuta__Corvus_corone,Anas_acuta,Corvus_corone,Dabbling ducks,Omnivorous corvids,Dabbling ducks,Omnivorous corvids,Dabbling ducks | Omnivorous corvids,Between guild,0.2144628148908193,0.1279700855382263,0.0403791756587224,0.905,0.764,0.57,0.095,0.236,0.43,Unsupported,Unsupported,Unsupported,-0.086492729352593,-0.1740836392320969,0.1740836392320969,FALSE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Anser_anser__Gallinula_chloropus,Anser_anser,Gallinula_chloropus,Grazing waterfowl,Rails,Grazing waterfowl,Rails,Grazing waterfowl | Rails,Between guild,0.4938024301662065,0.7733113123544835,0.6678709753932563,0.974,1,1,0.026,0,0,Supported positive,Supported positive,Supported positive,0.27950888218827696,0.17406854522704984,0.17406854522704984,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Calidris_pugnax__Oriolus_oriolus,Calidris_pugnax,Oriolus_oriolus,Scolopacids,Orioles,Orioles,Scolopacids,Orioles | Scolopacids,Between guild,-0.1311612513947452,0.1217253792257078,0.04274988936108364,0.122,0.778,0.574,0.878,0.222,0.426,Unsupported,Unsupported,Unsupported,0.25288663062045297,0.17391114075582884,0.17391114075582884,TRUE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Motacilla_alba__Serinus_serinus,Motacilla_alba,Serinus_serinus,Open-land insectivores,Passerine seedeaters,Open-land insectivores,Passerine seedeaters,Open-land insectivores | Passerine seedeaters,Between guild,0.2854418557750495,0.6736927331610887,0.4593333436233835,0.793,0.995,0.96,0.207,0.005,0.04,Unsupported,Supported positive,Supported positive,0.3882508773860392,0.17389148784833403,0.17389148784833403,FALSE,Unsupported -> Supported positive,TRUE,FALSE,FALSE,FALSE
Scolopax_rusticola__Acrocephalus_arundinaceus,Scolopax_rusticola,Acrocephalus_arundinaceus,Scolopacids,Marsh warblers,Marsh warblers,Scolopacids,Marsh warblers | Scolopacids,Between guild,0.4589689004521992,0.07478434765800823,0.2850913075178904,0.994,0.656,0.936,0.006,0.344,0.064,Supported positive,Unsupported,Unsupported,-0.38418455279419095,-0.17387759293430877,0.17387759293430877,FALSE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Anas_platyrhynchos__Motacilla_flava,Anas_platyrhynchos,Motacilla_flava,Dabbling ducks,Open-land insectivores,Dabbling ducks,Open-land insectivores,Dabbling ducks | Open-land insectivores,Between guild,0.7798029301612435,0.740737530175189,0.6059506353443492,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,-0.039065399986054516,-0.17385229481689424,0.17385229481689424,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Chlidonias_niger__Periparus_ater,Chlidonias_niger,Periparus_ater,Terns,Tit-like birds,Terns,Tit-like birds,Terns | Tit-like birds,Between guild,-0.1032999952882378,-0.03232432767968692,-0.2770698650343354,0.347,0.428,0.149,0.653,0.572,0.851,Unsupported,Unsupported,Unsupported,0.07097566760855088,-0.1737698697460976,0.1737698697460976,FALSE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Phylloscopus_sibilatrix__Botaurus_stellaris,Phylloscopus_sibilatrix,Botaurus_stellaris,Foliage gleaners,Wading birds,Foliage gleaners,Wading birds,Foliage gleaners | Wading birds,Between guild,0.1496686337185494,-0.1894837179215021,-0.02408545096128405,0.894,0.013,0.399,0.106,0.987,0.601,Unsupported,Supported negative,Unsupported,-0.33915235164005153,-0.17375408467983347,0.17375408467983347,TRUE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Mergus_serrator__Coccothraustes_coccothraustes,Mergus_serrator,Coccothraustes_coccothraustes,Aquatic pursuers,Passerine seedeaters,Aquatic pursuers,Passerine seedeaters,Aquatic pursuers | Passerine seedeaters,Between guild,0.1078927674421497,0.1494842765150458,0.2815016065746221,0.864,0.965,0.999,0.136,0.035,0.001,Unsupported,Supported positive,Supported positive,0.041591509072896105,0.17360883913247238,0.17360883913247238,FALSE,Unsupported -> Supported positive,TRUE,FALSE,FALSE,FALSE
Alauda_arvensis__Coccothraustes_coccothraustes,Alauda_arvensis,Coccothraustes_coccothraustes,Open-land insectivores,Passerine seedeaters,Open-land insectivores,Passerine seedeaters,Open-land insectivores | Passerine seedeaters,Between guild,0.5149265788091296,0.7767678173860614,0.341350644191641,0.992,0.999,0.916,0.008,0.001,0.084,Supported positive,Supported positive,Unsupported,0.26184123857693176,-0.1735759346174886,0.1735759346174886,FALSE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Anas_platyrhynchos__Anser_anser,Anas_platyrhynchos,Anser_anser,Dabbling ducks,Grazing waterfowl,Dabbling ducks,Grazing waterfowl,Dabbling ducks | Grazing waterfowl,Between guild,0.6116547680911407,0.8085132124675394,0.7852286468766478,0.999,1,1,0.001,0,0,Supported positive,Supported positive,Supported positive,0.19685844437639866,0.17357387878550712,0.17357387878550712,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Motacilla_flava__Turdus_viscivorus,Motacilla_flava,Turdus_viscivorus,Open-land insectivores,Thrushes,Open-land insectivores,Thrushes,Open-land insectivores | Thrushes,Between guild,0.3299990326506336,0.3796023122490215,0.1564482210220221,1,1,0.923,0,0,0.077,Supported positive,Supported positive,Unsupported,0.04960327959838795,-0.17355081162861147,0.17355081162861147,FALSE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Coccothraustes_coccothraustes__Lanius_collurio,Coccothraustes_coccothraustes,Lanius_collurio,Passerine seedeaters,Shrikes,Passerine seedeaters,Shrikes,Passerine seedeaters | Shrikes,Between guild,0.9535441383011669,0.8439059389995626,0.7800767569766254,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,-0.10963819930160434,-0.17346738132454154,0.17346738132454154,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Circus_aeruginosus__Podiceps_nigricollis,Circus_aeruginosus,Podiceps_nigricollis,Diurnal raptors,Aquatic pursuers,Aquatic pursuers,Diurnal raptors,Aquatic pursuers | Diurnal raptors,Between guild,0.7549775367650469,0.914409883794916,0.9284444067219506,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,0.15943234702986908,0.17346686995690375,0.17346686995690375,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Larus_argentatus__Numenius_arquata,Larus_argentatus,Numenius_arquata,Gulls,Scolopacids,Gulls,Scolopacids,Gulls | Scolopacids,Between guild,0.08237636766733322,0.02688344776703672,0.2558071764081082,0.594,0.568,0.943,0.406,0.432,0.057,Unsupported,Unsupported,Unsupported,-0.055492919900296506,0.17343080874077496,0.17343080874077496,FALSE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Tringa_ochropus__Garrulus_glandarius,Tringa_ochropus,Garrulus_glandarius,Scolopacids,Omnivorous corvids,Omnivorous corvids,Scolopacids,Omnivorous corvids | Scolopacids,Between guild,0.2117608404853763,0.5529199194892725,0.3851257078258049,0.775,0.996,0.98,0.225,0.004,0.02,Unsupported,Supported positive,Supported positive,0.34115907900389625,0.1733648673404286,0.1733648673404286,FALSE,Unsupported -> Supported positive,TRUE,FALSE,FALSE,FALSE
Acrocephalus_schoenobaenus__Athene_noctua,Acrocephalus_schoenobaenus,Athene_noctua,Marsh warblers,Owls,Marsh warblers,Owls,Marsh warblers | Owls,Between guild,0.368195292747232,0.1967235121442583,0.1948682764779695,1,0.945,0.766,0,0.055,0.234,Supported positive,Unsupported,Unsupported,-0.17147178060297372,-0.1733270162692625,0.1733270162692625,FALSE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Delichon_urbicum__Turdus_viscivorus,Delichon_urbicum,Turdus_viscivorus,Aerial insectivores,Thrushes,Aerial insectivores,Thrushes,Aerial insectivores | Thrushes,Between guild,0.6108034627067667,0.661823678577306,0.4375211991182938,0.996,1,1,0.004,0,0,Supported positive,Supported positive,Supported positive,0.05102021587053929,-0.17328226358847287,0.17328226358847287,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Phoenicurus_phoenicurus__Asio_flammeus,Phoenicurus_phoenicurus,Asio_flammeus,Low flycatching feeders,Owls,Low flycatching feeders,Owls,Low flycatching feeders | Owls,Between guild,0.2459813899543097,0.1719954656176081,0.4192402338403962,0.926,0.739,0.89,0.074,0.261,0.11,Unsupported,Unsupported,Unsupported,-0.07398592433670162,0.1732588438860865,0.1732588438860865,FALSE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Lanius_collurio__Parus_major,Lanius_collurio,Parus_major,Shrikes,Tit-like birds,Shrikes,Tit-like birds,Shrikes | Tit-like birds,Between guild,0.8169193802035171,0.7184111085136333,0.6436639948336332,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,-0.09850827168988374,-0.17325538536988383,0.17325538536988383,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Accipiter_nisus__Carduelis_carduelis,Accipiter_nisus,Carduelis_carduelis,Diurnal raptors,Passerine seedeaters,Diurnal raptors,Passerine seedeaters,Diurnal raptors | Passerine seedeaters,Between guild,0.6824468705942645,0.8649289488612525,0.8556939336434352,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,0.18248207826698803,0.1732470630491707,0.1732470630491707,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Tadorna_tadorna__Turdus_viscivorus,Tadorna_tadorna,Turdus_viscivorus,Dabbling ducks,Thrushes,Dabbling ducks,Thrushes,Dabbling ducks | Thrushes,Between guild,0.3050220136538163,0.3248904052996345,0.1318088098876647,1,1,0.949,0,0,0.051,Supported positive,Supported positive,Unsupported,0.019868391645818162,-0.17321320376615162,0.17321320376615162,FALSE,Supported positive -> Unsupported,FALSE,TRUE,FALSE,FALSE
Larus_argentatus__Fulica_atra,Larus_argentatus,Fulica_atra,Gulls,Rails,Gulls,Rails,Gulls | Rails,Between guild,0.4768208151027739,0.4290206293504872,0.3036202588401244,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,-0.04780018575228673,-0.17320055626264952,0.17320055626264952,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Regulus_regulus__Jynx_torquilla,Regulus_regulus,Jynx_torquilla,Tit-like birds,Woodpeckers,Tit-like birds,Woodpeckers,Tit-like birds | Woodpeckers,Between guild,0.907987405076891,0.8410313113094965,0.7348197615163172,1,1,1,0,0,0,Supported positive,Supported positive,Supported positive,-0.06695609376739453,-0.1731676435605738,0.1731676435605738,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
Fulica_atra__Lophophanes_cristatus,Fulica_atra,Lophophanes_cristatus,Rails,Tit-like birds,Rails,Tit-like birds,Rails | Tit-like birds,Between guild,-0.01962095449601031,0.1543250330924188,-0.1927755182985954,0.521,0.905,0.2,0.479,0.095,0.8,Unsupported,Unsupported,Unsupported,0.1739459875884291,-0.1731545638025851,0.1731545638025851,FALSE,Unsupported -> Unsupported,FALSE,FALSE,FALSE,FALSE
Streptopelia_decaocto__Ficedula_hypoleuca,Streptopelia_decaocto,Ficedula_hypoleuca,Columbids,Flycatchers,Columbids,Flycatchers,Columbids | Flycatchers,Between guild,0.5173245034695838,0.5560892126278256,0.3441947368796161,0.991,0.998,0.999,0.009,0.002,0.001,Supported positive,Supported positive,Supported positive,0.03876470915824182,-0.1731297665899677,0.1731297665899677,FALSE,Supported positive -> Supported positive,FALSE,FALSE,FALSE,FALSE
