effect_scale,trait_family,trait_value,variable,variable_label,n_observations,n_species,signed_beta_slope,signed_beta_p_value,signed_beta_r_squared,beta_strength_slope,beta_strength_p_value,beta_strength_r_squared,mean_1970s,mean_2010s,mean_2010s_minus_1970s,significance,sig_label
SD-scaled effect size,Foraging guild,Aerial insectivores,hh,"Habitat
heterogeneity",12,4,0.03769070325827615,0.41421609460355857,0.06765989108769092,-0.013885302874268658,0.5954650741276797,0.029193413314221428,-0.046160693522170636,0.029220712994381712,0.07538140651655234,ns,
SD-scaled effect size,Foraging guild,Aerial insectivores,perc_cropland,Cropland,12,4,-0.09183223397908669,0.15472581435561006,0.19157812327573054,-0.04171825222208746,0.4071630327899419,0.06965606711352862,0.233349299452483,0.04968483149430979,-0.1836644679581732,ns,
SD-scaled effect size,Foraging guild,Aerial insectivores,perc_forest,Forest,12,4,-0.08309066521809293,0.04653171528040796,0.3401574753708574,-0.05652751897766178,0.09038192222034792,0.2599512289846682,0.1694886799598879,0.0033073495237021,-0.1661813304361858,*,*
SD-scaled effect size,Foraging guild,Aerial insectivores,perc_grass_shrub,"Grass/
shrubland",12,4,-0.015059190281967092,0.43988109495104377,0.06077081291593914,-0.015059190281967092,0.43988109495104377,0.06077081291593914,0.09420549097868543,0.06408711041475126,-0.030118380563934163,ns,
SD-scaled effect size,Foraging guild,Aerial insectivores,perc_pasture,Pasture,12,4,-0.013206104348972833,0.6441436723872803,0.022176667039960723,-5.916616546040986e-4,0.9765447971430132,9.086203206163755e-5,-0.011610103078993045,-0.038022311776938725,-0.02641220869794568,ns,
SD-scaled effect size,Foraging guild,Aerial insectivores,perc_urban,Urban,12,4,-0.04605579457025684,0.5439637389376003,0.03796319338347124,-0.02794823498785812,0.6944418687792611,0.01608975957851134,0.24794571253932002,0.15583412339880628,-0.09211158914051373,ns,
SD-scaled effect size,Foraging guild,Aerial insectivores,prec_breeding,Precipitation,12,4,5.505623124295918e-4,0.9873229413577195,2.6537900669045086e-5,0.004118619807860657,0.8771482931432605,0.0025087939760622693,-0.07711656894885863,-0.07601544432399945,0.0011011246248591733,ns,
SD-scaled effect size,Foraging guild,Aerial insectivores,tmean_breeding,Temperature,12,4,-0.011214277055985182,0.6388813030050782,0.02287980818096901,-0.011256094512438131,0.462171319858416,0.05523232767549679,0.0462693281144748,0.02384077400250442,-0.022428554111970384,ns,
SD-scaled effect size,Foraging guild,Aquatic pursuers,hh,"Habitat
heterogeneity",18,6,0.008565182847694175,0.9077355103843647,8.657362474334404e-4,0.006591193907512377,0.9285477224051488,5.183763842671988e-4,0.2219613781754951,0.23909174387088344,0.01713036569538834,ns,
SD-scaled effect size,Foraging guild,Aquatic pursuers,perc_cropland,Cropland,18,6,-0.016206519519041604,0.8340029271349096,0.0028280363530312005,-0.030081441654625063,0.5675600289261769,0.020850158644662404,-0.03893777506413708,-0.07135081410222024,-0.032413039038083166,ns,
SD-scaled effect size,Foraging guild,Aquatic pursuers,perc_forest,Forest,18,6,-0.038640847498919675,0.6776256403993007,0.01108112142931025,0.006615934265106178,0.8879484655502388,0.0012793494413886359,0.010097011378975479,-0.0671846836188639,-0.07728169499783938,ns,
SD-scaled effect size,Foraging guild,Aquatic pursuers,perc_grass_shrub,"Grass/
shrubland",18,6,-0.06176089963995292,0.21356014766665987,0.09492382031441422,-0.026536331230001084,0.3433726242223514,0.05624008037409228,0.06742667074480896,-0.05609512853509684,-0.12352179927990581,ns,
SD-scaled effect size,Foraging guild,Aquatic pursuers,perc_pasture,Pasture,18,6,0.012211649440845627,0.8350517005376616,0.002791945446629888,0.04080287311252575,0.10795092729574667,0.15341665478955963,0.022456368336768104,0.046879667218459396,0.024423298881691292,ns,
SD-scaled effect size,Foraging guild,Aquatic pursuers,perc_urban,Urban,18,6,0.005596260995249965,0.9531425086700891,2.2262400901741156e-4,0.03821101288507476,0.37761105517940563,0.04895198356884613,-0.03596084588024626,-0.02476832388974626,0.011192521990500002,ns,
SD-scaled effect size,Foraging guild,Aquatic pursuers,prec_breeding,Precipitation,18,6,0.02959119050177803,0.5287426671069269,0.025260906895955625,0.007708407345863421,0.8214673525427605,0.003278144719737743,-0.11078265095052346,-0.05160026994696741,0.05918238100355605,ns,
SD-scaled effect size,Foraging guild,Aquatic pursuers,tmean_breeding,Temperature,18,6,0.051416301885138994,0.04145719487259314,0.23499810961430145,0.027768138749102732,0.1675268027626974,0.1155550035119846,-0.0012590165335426725,0.1015735872367353,0.10283260377027797,*,*
SD-scaled effect size,Foraging guild,Buntings,hh,"Habitat
heterogeneity",9,3,0.06021599001275437,0.11183069125117635,0.32082169936447935,0.06021599001275437,0.11183069125117635,0.32082169936447935,0.11673805925668186,0.23717003928219058,0.12043198002550871,ns,
SD-scaled effect size,Foraging guild,Buntings,perc_cropland,Cropland,9,3,0.019523122775141007,0.8639268000885232,0.00449508752563327,0.019523122775141007,0.8639268000885232,0.00449508752563327,0.3313224711731646,0.37036871672344657,0.039046245550281966,ns,
SD-scaled effect size,Foraging guild,Buntings,perc_forest,Forest,9,3,-0.04154989349093383,0.6043688478720747,0.040334059722108656,1.998759608112365e-4,0.9975160459515257,1.486715907749248e-6,0.17365459779192544,0.09055481081005777,-0.08309978698186767,ns,
SD-scaled effect size,Foraging guild,Buntings,perc_grass_shrub,"Grass/
shrubland",9,3,-0.019140757531584573,0.43242859606239137,0.0901554723926042,-0.019140757531584573,0.43242859606239137,0.0901554723926042,0.08125783809879492,0.04297632303562579,-0.038281515063169125,ns,
SD-scaled effect size,Foraging guild,Buntings,perc_pasture,Pasture,9,3,0.025727358006598897,0.5098735504970059,0.06442766532345963,0.04075645756029063,0.12044807698108574,0.3086152110635491,-0.024389886791658322,0.027064829221539462,0.05145471601319779,ns,
SD-scaled effect size,Foraging guild,Buntings,perc_urban,Urban,9,3,-0.06183240426474916,0.06156935419055366,0.41390322837722887,-0.028183769504706635,0.2545382038802386,0.18036399989547208,0.09151267694904243,-0.032152131580455864,-0.1236648085294983,.,.
SD-scaled effect size,Foraging guild,Buntings,prec_breeding,Precipitation,9,3,5.579208986686747e-4,0.9886799296764943,3.087879880933104e-5,-5.579208986686747e-4,0.9886799296764943,3.087879880933104e-5,-0.2347190375157776,-0.2336031957184402,0.0011158417973373969,ns,
SD-scaled effect size,Foraging guild,Buntings,tmean_breeding,Temperature,9,3,-0.00320085901907857,0.9722286308100749,1.8589552538261835e-4,-0.0032008590190785334,0.9657454743290028,2.828658096249269e-4,0.19913519750784409,0.19273347946968697,-0.006401718038157117,ns,
SD-scaled effect size,Foraging guild,Columbids,hh,"Habitat
heterogeneity",12,4,0.05536459804782488,0.010200693762577493,0.49925649459783794,0.054223006850749496,0.010679287460038033,0.49496884865254126,0.006036809043756369,0.1167660051394061,0.11072919609564974,*,*
SD-scaled effect size,Foraging guild,Columbids,perc_cropland,Cropland,12,4,0.06857336829313883,0.3717386548685325,0.08041936109771332,-0.004348969078175662,0.9384482423769362,6.266215770874122e-4,0.028734057261927327,0.16588079384820512,0.1371467365862778,ns,
SD-scaled effect size,Foraging guild,Columbids,perc_forest,Forest,12,4,0.027403365290179754,0.6921019955252039,0.016348304958072737,0.010228762455965188,0.8704251744473689,0.0027930108492308166,0.18688592880515859,0.24169265938551812,0.054806730580359536,ns,
SD-scaled effect size,Foraging guild,Columbids,perc_grass_shrub,"Grass/
shrubland",12,4,-0.003536650517888409,0.8952168154789008,0.0018217590391166692,-0.0039193782570356005,0.8709691837255755,0.0027694337273783723,0.007051310915971037,-2.1990119805765946e-5,-0.007073301035776802,ns,
SD-scaled effect size,Foraging guild,Columbids,perc_pasture,Pasture,12,4,-0.0030208354363905478,0.8531309851112434,0.0035960050410288945,0.006593043752558364,0.5888830019752285,0.030233692424196948,-0.015265089845316413,-0.021306760718097496,-0.0060416708727810825,ns,
SD-scaled effect size,Foraging guild,Columbids,perc_urban,Urban,12,4,0.04200467796810141,0.594809771691266,0.029295967978168604,0.01794719388851952,0.8037497118088942,0.006469951748232616,0.1228630456792474,0.20687240161545034,0.08400935593620294,ns,
SD-scaled effect size,Foraging guild,Columbids,prec_breeding,Precipitation,12,4,0.06443164350643805,0.4283087002511644,0.06380633984106285,0.05964304525191081,0.22305032493768415,0.14440393738525356,-0.09660480131305312,0.032258485699823064,0.1288632870128762,ns,
SD-scaled effect size,Foraging guild,Columbids,tmean_breeding,Temperature,12,4,-0.02038890333517423,0.8479543613808387,0.0038566407173391383,-0.012144614792582494,0.9074226469790193,0.0014205383284493366,0.17755912530688023,0.1367813186365318,-0.040777806670348415,ns,
SD-scaled effect size,Foraging guild,Cuckoos,hh,"Habitat
heterogeneity",3,1,0.046017110322341556,0.49879909759681057,0.5018863686087877,0.046017110322341556,0.49879909759681057,0.5018863686087877,5.673929192496728e-4,0.09260161356393283,0.09203422064468315,ns,
SD-scaled effect size,Foraging guild,Cuckoos,perc_cropland,Cropland,3,1,0.10951646776249935,0.10087473950870855,0.9751018621365427,0.10951646776249935,0.10087473950870855,0.9751018621365427,0.0998946226524237,0.3189275581774224,0.2190329355249987,ns,
SD-scaled effect size,Foraging guild,Cuckoos,perc_forest,Forest,3,1,0.09979708667767397,0.0689336177603731,0.9883210470531179,0.09979708667767397,0.0689336177603731,0.9883210470531179,0.06477726069214416,0.2643714340474921,0.1995941733553479,.,.
SD-scaled effect size,Foraging guild,Cuckoos,perc_grass_shrub,"Grass/
shrubland",3,1,0.03515428844433913,0.7201908581569745,0.18105706310632336,0.03515428844433913,0.7201908581569745,0.18105706310632336,0.023504832318283545,0.09381340920696184,0.0703085768886783,ns,
SD-scaled effect size,Foraging guild,Cuckoos,perc_pasture,Pasture,3,1,0.19047417530716576,0.28781503165730943,0.8091582085854726,0.19047417530716576,0.28781503165730943,0.8091582085854726,0.13653478951543693,0.5174831401297684,0.3809483506143314,ns,
SD-scaled effect size,Foraging guild,Cuckoos,perc_urban,Urban,3,1,0.07036188657481982,0.4408890607454518,0.5923184967178053,0.07036188657481982,0.2772301080444937,0.8220523396846662,0.008542330015937051,0.14926610316557662,0.14072377314963957,ns,
SD-scaled effect size,Foraging guild,Cuckoos,prec_breeding,Precipitation,3,1,-0.0768139564177867,0.4198253123623012,0.6246107028039704,0.0768139564177867,0.4198253123623012,0.6246107028039704,-0.04931759031323762,-0.20294550314881096,-0.15362791283557334,ns,
SD-scaled effect size,Foraging guild,Cuckoos,tmean_breeding,Temperature,3,1,0.10207318051257405,0.21464636430403505,0.8905622786070413,0.10207318051257405,0.21464636430403505,0.8905622786070413,0.14188157961246195,0.3460279406376101,0.20414636102514816,ns,
SD-scaled effect size,Foraging guild,Dabbling ducks,hh,"Habitat
heterogeneity",21,7,0.027469216185402497,0.34421376662999714,0.04718821250568311,0.02777502295973668,0.3373765797010396,0.04851018507512738,0.10850894149736798,0.16344737386817298,0.05493843237080501,ns,
SD-scaled effect size,Foraging guild,Dabbling ducks,perc_cropland,Cropland,21,7,0.008796227291661034,0.8505256074470823,0.0019170513236942464,-0.009154374479685933,0.8255740109772768,0.002620885912036004,-0.13531570593821168,-0.11772325135488952,0.017592454583322162,ns,
SD-scaled effect size,Foraging guild,Dabbling ducks,perc_forest,Forest,21,7,0.033064152012031126,0.4201359354702373,0.034506627327353906,-0.012767047313036487,0.6107266368274433,0.013903285140688745,-0.06748882858171532,-0.0013605245576530129,0.0661283040240623,ns,
SD-scaled effect size,Foraging guild,Dabbling ducks,perc_grass_shrub,"Grass/
shrubland",21,7,-0.10238395977943848,0.0010087519466909713,0.44201707408542984,0.02725728348734437,0.2639397701787439,0.06520053684331344,0.07520013450983853,-0.1295677850490384,-0.20476791955887694,**,**
SD-scaled effect size,Foraging guild,Dabbling ducks,perc_pasture,Pasture,21,7,0.11727840329040583,5.400736194936554e-4,0.47584270307654997,0.0970809062712202,4.31929538541133e-4,0.4874817355836707,0.033895717041679846,0.2684525236224915,0.23455680658081166,***,***
SD-scaled effect size,Foraging guild,Dabbling ducks,perc_urban,Urban,21,7,0.030103407316921127,0.575368143365752,0.016811485661308058,-0.024977469227472137,0.5005735276661125,0.024217074460316013,-0.1293129294156043,-0.06910611478176193,0.060206814633842365,ns,
SD-scaled effect size,Foraging guild,Dabbling ducks,prec_breeding,Precipitation,21,7,0.0011018091940480541,0.9737669684383282,5.842928478597235e-5,0.0055897616406169704,0.8549452306603512,0.0018042110272398328,-0.15885985590122798,-0.15665623751313187,0.0022036183880961013,ns,
SD-scaled effect size,Foraging guild,Dabbling ducks,tmean_breeding,Temperature,21,7,-0.0018576205636822748,0.97414870957896,5.674059748660544e-5,0.0029696638942882307,0.9577630683945724,1.5154703729158603e-4,0.23937192858029874,0.23565668745293417,-0.0037152411273645713,ns,
SD-scaled effect size,Foraging guild,Dippers,hh,"Habitat
heterogeneity",3,1,0.22529605461912133,0.02864615330754664,0.9979766116520105,0.22529605461912133,0.02864615330754664,0.9979766116520105,0.02285150847027439,0.4734436177085169,0.4505921092382425,*,*
SD-scaled effect size,Foraging guild,Dippers,perc_cropland,Cropland,3,1,0.1363854065505071,0.5351697974069176,0.4448677458469562,0.1363854065505071,0.5351697974069176,0.4448677458469562,0.14197262042304115,0.41474343352405524,0.2727708131010141,ns,
SD-scaled effect size,Foraging guild,Dippers,perc_forest,Forest,3,1,0.04470190821639951,0.08965315883120044,0.9802985568199684,0.04470190821639951,0.08965315883120044,0.9802985568199684,0.08913644996931766,0.1785402664021167,0.08940381643279904,.,.
SD-scaled effect size,Foraging guild,Dippers,perc_grass_shrub,"Grass/
shrubland",3,1,0.023057902933405195,0.7825649568843388,0.11218771701454301,-0.023057902933405202,0.5343422543629096,0.4461599058456136,-0.1014806192678388,-0.0553648134010284,0.046115805866810404,ns,
SD-scaled effect size,Foraging guild,Dippers,perc_pasture,Pasture,3,1,-0.010127452588398707,0.8968542084673654,0.026021915037179027,-0.010127452588398745,0.55464077622171,0.41459136955387477,0.053363636354925664,0.03310873117812821,-0.020254905176797455,ns,
SD-scaled effect size,Foraging guild,Dippers,perc_urban,Urban,3,1,0.20129914286878559,0.05902767945330899,0.9914275243097306,0.16613471764689322,0.006069505939200752,0.999909106405834,-0.035164425221892365,0.3674338605156788,0.40259828573757117,.,.
SD-scaled effect size,Foraging guild,Dippers,prec_breeding,Precipitation,3,1,-0.030362236543085813,0.0651756633441578,0.9895553753882766,0.005402823167549532,0.8096682827403118,0.08675281667229554,0.024959413375536275,-0.03576505971063533,-0.060724473086171606,.,.
SD-scaled effect size,Foraging guild,Dippers,tmean_breeding,Temperature,3,1,0.013747771156361851,0.9637733957062262,0.0032346417660200984,-0.013747771156361851,0.9637733957062262,0.0032346417660200984,-0.2575027239213073,-0.23000718160858385,0.027495542312723442,ns,
SD-scaled effect size,Foraging guild,Diurnal raptors,hh,"Habitat
heterogeneity",21,7,0.023806886470573253,0.3271736202143055,0.05054749592834079,0.02368974420937003,0.32900898699730685,0.050175148281178576,0.0929128390823853,0.14052661202353187,0.04761377294114656,ns,
SD-scaled effect size,Foraging guild,Diurnal raptors,perc_cropland,Cropland,21,7,0.0496626122769823,0.18508788223116798,0.09051773601104951,0.0496626122769823,0.18508788223116798,0.09051773601104951,0.13586380141303545,0.23518902596700003,0.09932522455396459,ns,
SD-scaled effect size,Foraging guild,Diurnal raptors,perc_forest,Forest,21,7,-0.06132089025184612,0.38793600213708324,0.03947344466362998,-0.04923319885557502,0.4696401396902665,0.027853322566397533,0.3556859787279121,0.23304419822421976,-0.12264178050369232,ns,
SD-scaled effect size,Foraging guild,Diurnal raptors,perc_grass_shrub,"Grass/
shrubland",21,7,6.533084666376183e-4,0.9721623037030563,6.579885349302843e-5,0.009877744041541786,0.5429835991819973,0.019795308408047604,0.06339210475431635,0.06469872168759158,0.0013066169332752314,ns,
SD-scaled effect size,Foraging guild,Diurnal raptors,perc_pasture,Pasture,21,7,0.013230282233428892,0.5269718670307251,0.02139283044166878,0.013230282233428892,0.5269718670307251,0.02139283044166878,0.0564356031699394,0.0828961676367972,0.02646056446685781,ns,
SD-scaled effect size,Foraging guild,Diurnal raptors,perc_urban,Urban,21,7,0.06376976873764947,0.10112981437009545,0.13513101976257985,0.0013076885150957115,0.9620021044272145,1.2263393968495417e-4,-0.06817067060053623,0.059368866874762644,0.1275395374752989,ns,
SD-scaled effect size,Foraging guild,Diurnal raptors,prec_breeding,Precipitation,21,7,-0.06461712339396262,0.2653272240203473,0.06483550408922331,-0.012688156496216694,0.7831675646873144,0.004083702325050532,0.12797219810606958,-0.0012620486818557158,-0.1292342467879253,ns,
SD-scaled effect size,Foraging guild,Diurnal raptors,tmean_breeding,Temperature,21,7,-0.05314224427364748,0.524708466940043,0.02162551286277843,-0.05495248870827273,0.43150031811128786,0.032880257994420806,0.2111086032749759,0.10482411472768106,-0.10628448854729484,ns,
SD-scaled effect size,Foraging guild,Diving ducks,hh,"Habitat
heterogeneity",9,3,0.009878328773861451,0.9092141202866015,0.0019925930008561675,0.009878328773861451,0.9092141202866015,0.0019925930008561675,0.2013039302180396,0.22106058776576248,0.019756657547722878,ns,
SD-scaled effect size,Foraging guild,Diving ducks,perc_cropland,Cropland,9,3,-0.09819732257948482,0.5617977564273382,0.05030756697154458,-0.03648840883889422,0.7794980426442029,0.011951205344420339,0.013412121742136018,-0.1829825234168335,-0.1963946451589695,ns,
SD-scaled effect size,Foraging guild,Diving ducks,perc_forest,Forest,9,3,-0.05019173041543531,0.7454543976751937,0.0160350787562821,0.0351174028177878,0.697462181009505,0.022912380817720762,-0.04100281762467195,-0.14138627845554247,-0.10038346083087052,ns,
SD-scaled effect size,Foraging guild,Diving ducks,perc_grass_shrub,"Grass/
shrubland",9,3,-0.1518236442192011,0.09683384167966708,0.34412667181620643,-0.01470103392443817,0.8395237183554938,0.006270457766442674,0.1731968448426709,-0.13045044359573132,-0.3036472884384022,.,.
SD-scaled effect size,Foraging guild,Diving ducks,perc_pasture,Pasture,9,3,-0.03298057796692774,0.6309835301752245,0.03476677381195052,0.04594807257486981,0.02978436388790479,0.5137547642507209,0.10094240808773433,0.034981252153878865,-0.06596115593385546,ns,
SD-scaled effect size,Foraging guild,Diving ducks,perc_urban,Urban,9,3,0.04016440096274192,0.7412388966752241,0.01658578539226013,0.02221652653686226,0.6229124118108571,0.03640311695372037,-0.014560686482380089,0.06576811544310376,0.08032880192548385,ns,
SD-scaled effect size,Foraging guild,Diving ducks,prec_breeding,Precipitation,9,3,0.0012948118990307826,0.9918528040630302,1.599439055965545e-5,-0.0012948118990307826,0.9918528040630302,1.599439055965545e-5,-0.43097702096012697,-0.42838739716206536,0.002589623798061602,ns,
SD-scaled effect size,Foraging guild,Diving ducks,tmean_breeding,Temperature,9,3,0.054504761792244956,0.20623511385309465,0.2170606247422809,0.05063436014958771,0.2316057694143037,0.19684297083756094,0.03632389622648382,0.14533341981097375,0.10900952358448993,ns,
SD-scaled effect size,Foraging guild,Flycatchers,hh,"Habitat
heterogeneity",9,3,0.018387883744223076,0.5517341621100103,0.052869079357583934,0.016051423017887072,0.5949314131763213,0.04242866144010304,0.013457514079794846,0.05023328156824099,0.03677576748844614,ns,
SD-scaled effect size,Foraging guild,Flycatchers,perc_cropland,Cropland,9,3,-0.013254078479583433,0.8350189152781318,0.006631427316010597,-0.03127400779602829,0.44698336295497954,0.08484229238325064,-0.04700212503643482,-0.07351028199560171,-0.02650815695916689,ns,
SD-scaled effect size,Foraging guild,Flycatchers,perc_forest,Forest,9,3,0.02327814940296959,0.5747339261436506,0.04713201754058657,0.02327814940296959,0.5747339261436506,0.04713201754058657,0.18259568434440443,0.22915198315034355,0.04655629880593912,ns,
SD-scaled effect size,Foraging guild,Flycatchers,perc_grass_shrub,"Grass/
shrubland",9,3,-0.03165050230863475,0.22988621793476685,0.19814334398739925,0.02972590685836657,0.13970040673989956,0.28387284193447965,-0.005068003291179695,-0.06836900790844919,-0.0633010046172695,ns,
SD-scaled effect size,Foraging guild,Flycatchers,perc_pasture,Pasture,9,3,0.0032814403195182314,0.8874921331312138,0.003065662563988058,-0.009332980735886577,0.6309294730393613,0.03477758551987058,0.0014643649233852807,0.008027245562421745,0.0065628806390364645,ns,
SD-scaled effect size,Foraging guild,Flycatchers,perc_urban,Urban,9,3,-0.05855120275474061,0.2011209936967696,0.22142509060694485,-0.019555853511204643,0.4839759645993863,0.0723610128802374,0.09282536985587563,-0.024277035653605568,-0.1171024055094812,ns,
SD-scaled effect size,Foraging guild,Flycatchers,prec_breeding,Precipitation,9,3,0.04513816768935522,0.331767691313782,0.1344300412127781,-0.047850775637409367,0.2925964610461678,0.15610498783617935,-0.16410128146203662,-0.0738249460833262,0.09027633537871042,ns,
SD-scaled effect size,Foraging guild,Flycatchers,tmean_breeding,Temperature,9,3,0.016067542974419993,0.7710963932228909,0.01289965196774057,-0.020167820396396547,0.4860302647219965,0.07170847748438224,-0.056466651140222174,-0.024331565191382194,0.03213508594883998,ns,
SD-scaled effect size,Foraging guild,Foliage gleaners,hh,"Habitat
heterogeneity",27,9,0.0060313567091116035,0.7700377616839148,0.003481107177049859,9.005311628284364e-4,0.9599454032890931,1.0292261683223584e-4,0.04817739464035083,0.06024010805857404,0.012062713418223209,ns,
SD-scaled effect size,Foraging guild,Foliage gleaners,perc_cropland,Cropland,27,9,-0.005689957182147173,0.8672597493799448,0.001139349456530532,0.0027346828385624135,0.9327712614536238,2.9036202166362186e-4,0.18673785517042774,0.17535794080613337,-0.011379914364294363,ns,
SD-scaled effect size,Foraging guild,Foliage gleaners,perc_forest,Forest,27,9,0.0091301993012039475,0.8338996898064424,0.0017929196242770363,0.03200055378475757,0.40294722118680193,0.028140708910308707,0.21097798636497433,0.22923838496738222,0.018260398602407885,ns,
SD-scaled effect size,Foraging guild,Foliage gleaners,perc_grass_shrub,"Grass/
shrubland",27,9,0.01318895015813527,0.5429013796551518,0.014992689329222804,0.02964662029436682,0.0844245220531114,0.11439498260673017,0.03611212930780321,0.06249002962407374,0.026377900316270526,ns,
SD-scaled effect size,Foraging guild,Foliage gleaners,perc_pasture,Pasture,27,9,0.05423745497298726,0.03558364342059666,0.16488925304255692,0.03440217729016286,0.06666450632279687,0.12821885556513055,-0.012116353090611702,0.0963585568553628,0.1084749099459745,*,*
SD-scaled effect size,Foraging guild,Foliage gleaners,perc_urban,Urban,27,9,-0.03547212960382905,0.15058645202967416,0.08085295525437677,-0.023973910873038372,0.2844674175277692,0.04567086149829723,0.16600435164056346,0.0950600924329054,-0.07094425920765805,ns,
SD-scaled effect size,Foraging guild,Foliage gleaners,prec_breeding,Precipitation,27,9,-0.04886401606920678,0.032913563366543344,0.16941761304027297,0.03662959524541237,0.07550563084247376,0.12092678300191727,-0.06805967530957847,-0.165787707447992,-0.09772803213841354,*,*
SD-scaled effect size,Foraging guild,Foliage gleaners,tmean_breeding,Temperature,27,9,0.01847058136920681,0.43726042479785976,0.02432419962558582,0.00428991087651219,0.7895077825744365,0.002903818243842967,-0.0023160094323575664,0.03462515330605605,0.036941162738413615,ns,
SD-scaled effect size,Foraging guild,Gallinaceous birds,hh,"Habitat
heterogeneity",6,2,0.04874059340223372,0.24111246913607295,0.3209653632593472,0.04874059340223372,0.24111246913607295,0.3209653632593472,0.013478094491743347,0.11095928129621074,0.09748118680446739,ns,
SD-scaled effect size,Foraging guild,Gallinaceous birds,perc_cropland,Cropland,6,2,0.08922183338936884,0.1800243226323638,0.3968988542363942,0.08922183338936884,0.1800243226323638,0.3968988542363942,0.19999088664982026,0.378434553428558,0.17844366677873771,ns,
SD-scaled effect size,Foraging guild,Gallinaceous birds,perc_forest,Forest,6,2,-0.011741750033066394,0.6530298152037435,0.05554360341227066,-0.027794778486943172,0.030771654010897456,0.7278328442714566,0.020120706099502766,-0.0033627939666299542,-0.023483500066132722,ns,
SD-scaled effect size,Foraging guild,Gallinaceous birds,perc_grass_shrub,"Grass/
shrubland",6,2,-0.032502607034669506,0.23211579290274298,0.33112806678232426,-0.03123479061335823,0.24710167834814942,0.31436923929249994,0.07966621374593513,0.014660999676596124,-0.06500521406933901,ns,
SD-scaled effect size,Foraging guild,Gallinaceous birds,perc_pasture,Pasture,6,2,0.029512025745814928,0.34177689203134815,0.22506045280106282,0.029512025745814928,0.34177689203134815,0.22506045280106282,0.053988135888108135,0.11301218737973798,0.05902405149162984,ns,
SD-scaled effect size,Foraging guild,Gallinaceous birds,perc_urban,Urban,6,2,0.0231116415730084,0.2790798638443143,0.2812526323165301,0.016756145328012804,0.3963485782123489,0.1837805076534071,-0.006030266262024244,0.040193016883992544,0.046223283146016786,ns,
SD-scaled effect size,Foraging guild,Gallinaceous birds,prec_breeding,Precipitation,6,2,0.028466870954325596,0.6362502383507416,0.061284454606794575,0.03723570525091466,0.2527601646690235,0.3082568999505855,-0.05894194668854517,-0.002008204779894024,0.05693374190865114,ns,
SD-scaled effect size,Foraging guild,Gallinaceous birds,tmean_breeding,Temperature,6,2,0.03408262614292884,0.6249531067074059,0.06532998943378554,0.046824348347977426,0.28284182627902593,0.277573153100396,0.014200851581399717,0.08236610386725735,0.06816525228585762,ns,
SD-scaled effect size,Foraging guild,Grazing waterfowl,hh,"Habitat
heterogeneity",6,2,-0.04759665172547929,0.34933221053827346,0.21895961233303476,-0.04759665172547929,0.34933221053827346,0.21895961233303476,0.22922709653499823,0.1340337930840398,-0.09519330345095844,ns,
SD-scaled effect size,Foraging guild,Grazing waterfowl,perc_cropland,Cropland,6,2,-0.06394827212500936,0.1012829241708699,0.5292233583156077,-0.015557079563091223,0.3015390647097842,0.25990378786532303,0.07950535168810055,-0.048391192561918116,-0.12789654425001867,ns,
SD-scaled effect size,Foraging guild,Grazing waterfowl,perc_forest,Forest,6,2,0.037776899548895584,0.5001692002937279,0.12052568283961797,0.03784557237062801,0.48983527223613216,0.12604350433139627,0.029181331033569034,0.10473513013136015,0.07555379909779111,ns,
SD-scaled effect size,Foraging guild,Grazing waterfowl,perc_grass_shrub,"Grass/
shrubland",6,2,0.00480183513827999,0.8742895032062534,0.0070567725372158935,0.00480183513827999,0.8742895032062534,0.0070567725372158935,0.04853456450949463,0.05813823478605462,0.009603670276559992,ns,
SD-scaled effect size,Foraging guild,Grazing waterfowl,perc_pasture,Pasture,6,2,0.06650213321718867,0.22943753262110578,0.33421450379293194,0.06650213321718867,0.22943753262110578,0.33421450379293194,0.07809188622016686,0.21109615265454412,0.13300426643437727,ns,
SD-scaled effect size,Foraging guild,Grazing waterfowl,perc_urban,Urban,6,2,0.02663133561639659,0.40387786345288373,0.1785622004524986,0.028995774624091704,0.3432148630768611,0.22388913097558855,0.01930485282508974,0.0725675240578829,0.05326267123279316,ns,
SD-scaled effect size,Foraging guild,Grazing waterfowl,prec_breeding,Precipitation,6,2,0.12413671760141066,0.02685333750772268,0.74483431748524,-0.11009075880129125,0.024849986280469905,0.7540634359129784,-0.2742787817520055,-0.026005346549184336,0.24827343520282114,*,*
SD-scaled effect size,Foraging guild,Grazing waterfowl,tmean_breeding,Temperature,6,2,-0.07937192754920468,0.3073939713779495,0.25457327691460224,-0.06563209716137519,0.37262579866344325,0.2009521501090182,0.1450040247105796,-0.01373983038782944,-0.15874385509840905,ns,
SD-scaled effect size,Foraging guild,Gulls,hh,"Habitat
heterogeneity",15,5,0.019903759026773167,0.6281649088704158,0.01857382665396579,0.019903759026773167,0.6281649088704158,0.01857382665396579,0.24060144872831254,0.2804089667818588,0.03980751805354624,ns,
SD-scaled effect size,Foraging guild,Gulls,perc_cropland,Cropland,15,5,0.03488346588467564,0.6715221006815579,0.01427118868290979,-0.03488346588467564,0.6715221006815579,0.01427118868290979,-0.5692374437139157,-0.49947051194456427,0.06976693176935145,ns,
