effect_scale,trait_family,trait_value,variable,variable_label,atlas,atlas_numeric,period,n_species,mean_weighted_beta_value,median_weighted_beta_value,mean_abs_weighted_beta_value,median_abs_weighted_beta_value,supported_positive_share,supported_negative_share,unsupported_share
SD-scaled effect size,Foraging guild,Cuckoos,perc_cropland,Cropland,2,2,1990s,1,0.17910021383668415,0.17910021383668415,0.17910021383668415,0.17910021383668415,1,0,0
SD-scaled effect size,Foraging guild,Cuckoos,perc_cropland,Cropland,3,3,2010s,1,0.3189275581774224,0.3189275581774224,0.3189275581774224,0.3189275581774224,1,0,0
SD-scaled effect size,Foraging guild,Cuckoos,perc_forest,Forest,1,1,1970s,1,0.06477726069214416,0.06477726069214416,0.06477726069214416,0.06477726069214416,0,0,1
SD-scaled effect size,Foraging guild,Cuckoos,perc_forest,Forest,2,2,1990s,1,0.18336454824948165,0.18336454824948165,0.18336454824948165,0.18336454824948165,1,0,0
SD-scaled effect size,Foraging guild,Cuckoos,perc_forest,Forest,3,3,2010s,1,0.2643714340474921,0.2643714340474921,0.2643714340474921,0.2643714340474921,1,0,0
SD-scaled effect size,Foraging guild,Cuckoos,perc_grass_shrub,"Grass/
shrubland",1,1,1970s,1,0.023504832318283545,0.023504832318283545,0.023504832318283545,0.023504832318283545,0,0,1
SD-scaled effect size,Foraging guild,Cuckoos,perc_grass_shrub,"Grass/
shrubland",2,2,1990s,1,0.18815561888221558,0.18815561888221558,0.18815561888221558,0.18815561888221558,1,0,0
SD-scaled effect size,Foraging guild,Cuckoos,perc_grass_shrub,"Grass/
shrubland",3,3,2010s,1,0.09381340920696184,0.09381340920696184,0.09381340920696184,0.09381340920696184,1,0,0
SD-scaled effect size,Foraging guild,Cuckoos,perc_pasture,Pasture,1,1,1970s,1,0.13653478951543693,0.13653478951543693,0.13653478951543693,0.13653478951543693,1,0,0
SD-scaled effect size,Foraging guild,Cuckoos,perc_pasture,Pasture,2,2,1990s,1,0.16678895669525148,0.16678895669525148,0.16678895669525148,0.16678895669525148,1,0,0
SD-scaled effect size,Foraging guild,Cuckoos,perc_pasture,Pasture,3,3,2010s,1,0.5174831401297684,0.5174831401297684,0.5174831401297684,0.5174831401297684,1,0,0
SD-scaled effect size,Foraging guild,Cuckoos,perc_urban,Urban,1,1,1970s,1,0.008542330015937051,0.008542330015937051,0.008542330015937051,0.008542330015937051,0,0,1
SD-scaled effect size,Foraging guild,Cuckoos,perc_urban,Urban,2,2,1990s,1,-0.022202721680234683,-0.022202721680234683,0.022202721680234683,0.022202721680234683,0,0,1
SD-scaled effect size,Foraging guild,Cuckoos,perc_urban,Urban,3,3,2010s,1,0.14926610316557662,0.14926610316557662,0.14926610316557662,0.14926610316557662,1,0,0
SD-scaled effect size,Foraging guild,Cuckoos,prec_breeding,Precipitation,1,1,1970s,1,-0.04931759031323762,-0.04931759031323762,0.04931759031323762,0.04931759031323762,0,0,1
SD-scaled effect size,Foraging guild,Cuckoos,prec_breeding,Precipitation,2,2,1990s,1,-0.022989203349102313,-0.022989203349102313,0.022989203349102313,0.022989203349102313,0,0,1
SD-scaled effect size,Foraging guild,Cuckoos,prec_breeding,Precipitation,3,3,2010s,1,-0.20294550314881096,-0.20294550314881096,0.20294550314881096,0.20294550314881096,0,1,0
SD-scaled effect size,Foraging guild,Cuckoos,tmean_breeding,Temperature,1,1,1970s,1,0.14188157961246195,0.14188157961246195,0.14188157961246195,0.14188157961246195,1,0,0
SD-scaled effect size,Foraging guild,Cuckoos,tmean_breeding,Temperature,2,2,1990s,1,0.18197874518302637,0.18197874518302637,0.18197874518302637,0.18197874518302637,1,0,0
SD-scaled effect size,Foraging guild,Cuckoos,tmean_breeding,Temperature,3,3,2010s,1,0.3460279406376101,0.3460279406376101,0.3460279406376101,0.3460279406376101,1,0,0
SD-scaled effect size,Foraging guild,Dabbling ducks,hh,"Habitat
heterogeneity",1,1,1970s,7,0.10850894149736798,0.13804959127442742,0.10850894149736798,0.13804959127442742,0.5714285714285714,0,0.42857142857142855
SD-scaled effect size,Foraging guild,Dabbling ducks,hh,"Habitat
heterogeneity",2,2,1990s,7,0.15694571565238205,0.137557153256249,0.15694571565238205,0.137557153256249,0.7142857142857143,0,0.2857142857142857
SD-scaled effect size,Foraging guild,Dabbling ducks,hh,"Habitat
heterogeneity",3,3,2010s,7,0.16344737386817298,0.23682704766478452,0.1640589874168413,0.23682704766478452,0.5714285714285714,0,0.42857142857142855
SD-scaled effect size,Foraging guild,Dabbling ducks,perc_cropland,Cropland,1,1,1970s,7,-0.13531570593821168,-0.04254569077900658,0.14701334286938472,0.04254569077900658,0,0.42857142857142855,0.5714285714285714
SD-scaled effect size,Foraging guild,Dabbling ducks,perc_cropland,Cropland,2,2,1990s,7,-0.10228713711196018,-0.09405732002771211,0.14448638390417354,0.11848757727336102,0.14285714285714285,0.2857142857142857,0.5714285714285714
SD-scaled effect size,Foraging guild,Dabbling ducks,perc_cropland,Cropland,3,3,2010s,7,-0.11772325135488952,-0.09992838755968513,0.1287045939100128,0.09992838755968513,0,0.42857142857142855,0.5714285714285714
SD-scaled effect size,Foraging guild,Dabbling ducks,perc_forest,Forest,1,1,1970s,7,-0.06748882858171532,-0.100404934225573,0.13724458390301902,0.13659965765240129,0.2857142857142857,0.2857142857142857,0.42857142857142855
SD-scaled effect size,Foraging guild,Dabbling ducks,perc_forest,Forest,2,2,1990s,7,0.004481738959055695,-0.007949502318365931,0.10302935866842355,0.07604774339959605,0.2857142857142857,0.2857142857142857,0.42857142857142855
SD-scaled effect size,Foraging guild,Dabbling ducks,perc_forest,Forest,3,3,2010s,7,-0.0013605245576530129,-0.002828704329841293,0.11171048927694603,0.08966092697399755,0.2857142857142857,0.2857142857142857,0.42857142857142855
SD-scaled effect size,Foraging guild,Dabbling ducks,perc_grass_shrub,"Grass/
shrubland",1,1,1970s,7,0.07520013450983853,0.08301872951995723,0.07520013450983853,0.08301872951995723,0.42857142857142855,0,0.5714285714285714
SD-scaled effect size,Foraging guild,Dabbling ducks,perc_grass_shrub,"Grass/
shrubland",2,2,1990s,7,0.05196288716244621,0.02034197433527918,0.06697923631782422,0.030420991669021052,0.2857142857142857,0,0.7142857142857143
SD-scaled effect size,Foraging guild,Dabbling ducks,perc_grass_shrub,"Grass/
shrubland",3,3,2010s,7,-0.1295677850490384,-0.11627148219646057,0.12971470148452732,0.11627148219646057,0,0.5714285714285714,0.42857142857142855
SD-scaled effect size,Foraging guild,Dabbling ducks,perc_pasture,Pasture,1,1,1970s,7,0.033895717041679846,0.0599512847784376,0.0742907110800511,0.09745875920569486,0.42857142857142855,0.14285714285714285,0.42857142857142855
SD-scaled effect size,Foraging guild,Dabbling ducks,perc_pasture,Pasture,2,2,1990s,7,0.13463292118396142,0.17058952460703738,0.15563587181490257,0.17058952460703738,0.7142857142857143,0.14285714285714285,0.14285714285714285
SD-scaled effect size,Foraging guild,Dabbling ducks,perc_pasture,Pasture,3,3,2010s,7,0.2684525236224915,0.2792742164788078,0.2684525236224915,0.2792742164788078,0.8571428571428571,0,0.14285714285714285
SD-scaled effect size,Foraging guild,Dabbling ducks,perc_urban,Urban,1,1,1970s,7,-0.1293129294156043,-0.06570006656079692,0.18610284442331718,0.19876470252699505,0.14285714285714285,0.42857142857142855,0.42857142857142855
SD-scaled effect size,Foraging guild,Dabbling ducks,perc_urban,Urban,2,2,1990s,7,-0.11933468995892577,-0.14384804586122502,0.19719524408417424,0.22995932618831913,0.14285714285714285,0.5714285714285714,0.2857142857142857
SD-scaled effect size,Foraging guild,Dabbling ducks,perc_urban,Urban,3,3,2010s,7,-0.06910611478176193,-0.060064212225635155,0.1361479059683728,0.06158524479100643,0.14285714285714285,0.2857142857142857,0.5714285714285714
SD-scaled effect size,Foraging guild,Dabbling ducks,prec_breeding,Precipitation,1,1,1970s,7,-0.15885985590122798,-0.15719307458394646,0.1588760621468886,0.15719307458394646,0,0.5714285714285714,0.42857142857142855
SD-scaled effect size,Foraging guild,Dabbling ducks,prec_breeding,Precipitation,2,2,1990s,7,-0.20474641167066676,-0.21998248326488026,0.2109077111699185,0.21998248326488026,0,0.8571428571428571,0.14285714285714285
SD-scaled effect size,Foraging guild,Dabbling ducks,prec_breeding,Precipitation,3,3,2010s,7,-0.15665623751313187,-0.15019277800429504,0.17005558542812252,0.15019277800429504,0,0.42857142857142855,0.5714285714285714
SD-scaled effect size,Foraging guild,Dabbling ducks,tmean_breeding,Temperature,1,1,1970s,7,0.23937192858029874,0.21270545968987303,0.23937192858029874,0.21270545968987303,0.7142857142857143,0,0.2857142857142857
SD-scaled effect size,Foraging guild,Dabbling ducks,tmean_breeding,Temperature,2,2,1990s,7,0.33544696876718877,0.236664016892909,0.33544696876718877,0.236664016892909,0.8571428571428571,0,0.14285714285714285
SD-scaled effect size,Foraging guild,Dabbling ducks,tmean_breeding,Temperature,3,3,2010s,7,0.23565668745293417,0.20685047067462514,0.24531125636887516,0.20685047067462514,0.8571428571428571,0,0.14285714285714285
SD-scaled effect size,Foraging guild,Dippers,hh,"Habitat
heterogeneity",1,1,1970s,1,0.02285150847027439,0.02285150847027439,0.02285150847027439,0.02285150847027439,0,0,1
SD-scaled effect size,Foraging guild,Dippers,hh,"Habitat
heterogeneity",2,2,1990s,1,0.23057667735624815,0.23057667735624815,0.23057667735624815,0.23057667735624815,0,0,1
SD-scaled effect size,Foraging guild,Dippers,hh,"Habitat
heterogeneity",3,3,2010s,1,0.4734436177085169,0.4734436177085169,0.4734436177085169,0.4734436177085169,1,0,0
SD-scaled effect size,Foraging guild,Dippers,perc_cropland,Cropland,1,1,1970s,1,0.14197262042304115,0.14197262042304115,0.14197262042304115,0.14197262042304115,0,0,1
SD-scaled effect size,Foraging guild,Dippers,perc_cropland,Cropland,2,2,1990s,1,0.014475094905810018,0.014475094905810018,0.014475094905810018,0.014475094905810018,0,0,1
SD-scaled effect size,Foraging guild,Dippers,perc_cropland,Cropland,3,3,2010s,1,0.41474343352405524,0.41474343352405524,0.41474343352405524,0.41474343352405524,0,0,1
SD-scaled effect size,Foraging guild,Dippers,perc_forest,Forest,1,1,1970s,1,0.08913644996931766,0.08913644996931766,0.08913644996931766,0.08913644996931766,0,0,1
SD-scaled effect size,Foraging guild,Dippers,perc_forest,Forest,2,2,1990s,1,0.12286204403288135,0.12286204403288135,0.12286204403288135,0.12286204403288135,0,0,1
SD-scaled effect size,Foraging guild,Dippers,perc_forest,Forest,3,3,2010s,1,0.1785402664021167,0.1785402664021167,0.1785402664021167,0.1785402664021167,0,0,1
SD-scaled effect size,Foraging guild,Dippers,perc_grass_shrub,"Grass/
shrubland",1,1,1970s,1,-0.1014806192678388,-0.1014806192678388,0.1014806192678388,0.1014806192678388,0,0,1
SD-scaled effect size,Foraging guild,Dippers,perc_grass_shrub,"Grass/
shrubland",2,2,1990s,1,0.033926061765187546,0.033926061765187546,0.033926061765187546,0.033926061765187546,0,0,1
SD-scaled effect size,Foraging guild,Dippers,perc_grass_shrub,"Grass/
shrubland",3,3,2010s,1,-0.0553648134010284,-0.0553648134010284,0.0553648134010284,0.0553648134010284,0,0,1
SD-scaled effect size,Foraging guild,Dippers,perc_pasture,Pasture,1,1,1970s,1,0.053363636354925664,0.053363636354925664,0.053363636354925664,0.053363636354925664,0,0,1
SD-scaled effect size,Foraging guild,Dippers,perc_pasture,Pasture,2,2,1990s,1,-0.06408014601079717,-0.06408014601079717,0.06408014601079717,0.06408014601079717,0,0,1
SD-scaled effect size,Foraging guild,Dippers,perc_pasture,Pasture,3,3,2010s,1,0.03310873117812821,0.03310873117812821,0.03310873117812821,0.03310873117812821,0,0,1
SD-scaled effect size,Foraging guild,Dippers,perc_urban,Urban,1,1,1970s,1,-0.035164425221892365,-0.035164425221892365,0.035164425221892365,0.035164425221892365,0,0,1
SD-scaled effect size,Foraging guild,Dippers,perc_urban,Urban,2,2,1990s,1,0.19855562747289765,0.19855562747289765,0.19855562747289765,0.19855562747289765,0,0,1
SD-scaled effect size,Foraging guild,Dippers,perc_urban,Urban,3,3,2010s,1,0.3674338605156788,0.3674338605156788,0.3674338605156788,0.3674338605156788,1,0,0
SD-scaled effect size,Foraging guild,Dippers,prec_breeding,Precipitation,1,1,1970s,1,0.024959413375536275,0.024959413375536275,0.024959413375536275,0.024959413375536275,0,0,1
SD-scaled effect size,Foraging guild,Dippers,prec_breeding,Precipitation,2,2,1990s,1,0,-0,0,0,0,0,1
SD-scaled effect size,Foraging guild,Dippers,prec_breeding,Precipitation,3,3,2010s,1,-0.03576505971063533,-0.03576505971063533,0.03576505971063533,0.03576505971063533,0,0,1
SD-scaled effect size,Foraging guild,Dippers,tmean_breeding,Temperature,1,1,1970s,1,-0.2575027239213073,-0.2575027239213073,0.2575027239213073,0.2575027239213073,0,1,0
SD-scaled effect size,Foraging guild,Dippers,tmean_breeding,Temperature,2,2,1990s,1,-0.6617549652408122,-0.6617549652408122,0.6617549652408122,0.6617549652408122,0,1,0
SD-scaled effect size,Foraging guild,Dippers,tmean_breeding,Temperature,3,3,2010s,1,-0.23000718160858385,-0.23000718160858385,0.23000718160858385,0.23000718160858385,0,1,0
SD-scaled effect size,Foraging guild,Diurnal raptors,hh,"Habitat
heterogeneity",1,1,1970s,7,0.0929128390823853,0.0931253638333841,0.09314712360479176,0.0931253638333841,0.2857142857142857,0,0.7142857142857143
SD-scaled effect size,Foraging guild,Diurnal raptors,hh,"Habitat
heterogeneity",2,2,1990s,7,0.12089363083493873,0.0936506799646855,0.12089363083493873,0.0936506799646855,0.5714285714285714,0,0.42857142857142855
SD-scaled effect size,Foraging guild,Diurnal raptors,hh,"Habitat
heterogeneity",3,3,2010s,7,0.14052661202353187,0.14931468204292614,0.14052661202353187,0.14931468204292614,0.7142857142857143,0,0.2857142857142857
SD-scaled effect size,Foraging guild,Diurnal raptors,perc_cropland,Cropland,1,1,1970s,7,0.13586380141303545,0.13658607444594303,0.13586380141303545,0.13658607444594303,0.5714285714285714,0,0.42857142857142855
SD-scaled effect size,Foraging guild,Diurnal raptors,perc_cropland,Cropland,2,2,1990s,7,0.3034682586909812,0.3187817070344931,0.3034682586909812,0.3187817070344931,0.8571428571428571,0,0.14285714285714285
SD-scaled effect size,Foraging guild,Diurnal raptors,perc_cropland,Cropland,3,3,2010s,7,0.23518902596700003,0.22735080172205055,0.23518902596700003,0.22735080172205055,0.7142857142857143,0,0.2857142857142857
SD-scaled effect size,Foraging guild,Diurnal raptors,perc_forest,Forest,1,1,1970s,7,0.3556859787279121,0.4198173666072074,0.3556859787279121,0.4198173666072074,0.8571428571428571,0,0.14285714285714285
SD-scaled effect size,Foraging guild,Diurnal raptors,perc_forest,Forest,2,2,1990s,7,0.4212474071589998,0.3916409759749602,0.4212474071589998,0.3916409759749602,1,0,0
SD-scaled effect size,Foraging guild,Diurnal raptors,perc_forest,Forest,3,3,2010s,7,0.23304419822421976,0.14875666423187253,0.25721958101676207,0.14875666423187253,0.5714285714285714,0,0.42857142857142855
SD-scaled effect size,Foraging guild,Diurnal raptors,perc_grass_shrub,"Grass/
shrubland",1,1,1970s,7,0.06339210475431635,0.05531129060895292,0.06339210475431635,0.05531129060895292,0.2857142857142857,0,0.7142857142857143
SD-scaled effect size,Foraging guild,Diurnal raptors,perc_grass_shrub,"Grass/
shrubland",2,2,1990s,7,0.11598151982821969,0.10633201541351865,0.11598151982821969,0.10633201541351865,0.7142857142857143,0,0.2857142857142857
SD-scaled effect size,Foraging guild,Diurnal raptors,perc_grass_shrub,"Grass/
shrubland",3,3,2010s,7,0.06469872168759158,0.02728995481620555,0.0831475928373999,0.06452961941844397,0.42857142857142855,0,0.5714285714285714
SD-scaled effect size,Foraging guild,Diurnal raptors,perc_pasture,Pasture,1,1,1970s,7,0.0564356031699394,0.04091678840145686,0.0564356031699394,0.04091678840145686,0.2857142857142857,0,0.7142857142857143
SD-scaled effect size,Foraging guild,Diurnal raptors,perc_pasture,Pasture,2,2,1990s,7,0.09845537193512824,0.058362915098466084,0.09845537193512824,0.058362915098466084,0.42857142857142855,0,0.5714285714285714
SD-scaled effect size,Foraging guild,Diurnal raptors,perc_pasture,Pasture,3,3,2010s,7,0.0828961676367972,0.07774595650106528,0.0828961676367972,0.07774595650106528,0.5714285714285714,0,0.42857142857142855
SD-scaled effect size,Foraging guild,Diurnal raptors,perc_urban,Urban,1,1,1970s,7,-0.06817067060053623,-0.028479720103050974,0.10767318139146051,0.031867505425325834,0.14285714285714285,0.2857142857142857,0.5714285714285714
SD-scaled effect size,Foraging guild,Diurnal raptors,perc_urban,Urban,2,2,1990s,7,0.02431842960386653,-0.03274862737158041,0.09370560277153771,0.0725245910789676,0.2857142857142857,0,0.7142857142857143
SD-scaled effect size,Foraging guild,Diurnal raptors,perc_urban,Urban,3,3,2010s,7,0.059368866874762644,0.006680115883860343,0.11028855842165199,0.1121215950798836,0.42857142857142855,0,0.5714285714285714
SD-scaled effect size,Foraging guild,Diurnal raptors,prec_breeding,Precipitation,1,1,1970s,7,0.12797219810606958,0.034026978900392746,0.14706013160285106,0.046383104524402426,0.42857142857142855,0,0.5714285714285714
SD-scaled effect size,Foraging guild,Diurnal raptors,prec_breeding,Precipitation,2,2,1990s,7,-0.10828646396485286,-0.00938774969004154,0.11881501001243158,0.036849911166525515,0,0.2857142857142857,0.7142857142857143
SD-scaled effect size,Foraging guild,Diurnal raptors,prec_breeding,Precipitation,3,3,2010s,7,-0.0012620486818557158,-0.002397188983620376,0.12168381861041772,0.007889416893766295,0.2857142857142857,0.14285714285714285,0.5714285714285714
SD-scaled effect size,Foraging guild,Diurnal raptors,tmean_breeding,Temperature,1,1,1970s,7,0.2111086032749759,0.09043280696328096,0.2737025153320255,0.11037646985880731,0.5714285714285714,0.2857142857142857,0.14285714285714285
SD-scaled effect size,Foraging guild,Diurnal raptors,tmean_breeding,Temperature,2,2,1990s,7,0.11849810613026192,0.01343248099244214,0.21151971745710282,0.15374495007216324,0.2857142857142857,0.2857142857142857,0.42857142857142855
SD-scaled effect size,Foraging guild,Diurnal raptors,tmean_breeding,Temperature,3,3,2010s,7,0.10482411472768106,-0.014077926892985315,0.16379753791548007,0.0777109978617506,0.2857142857142857,0,0.7142857142857143
SD-scaled effect size,Foraging guild,Diving ducks,hh,"Habitat
heterogeneity",1,1,1970s,3,0.2013039302180396,0.16819837867003137,0.2013039302180396,0.16819837867003137,0.6666666666666666,0,0.3333333333333333
SD-scaled effect size,Foraging guild,Diving ducks,hh,"Habitat
heterogeneity",2,2,1990s,3,0.15535877270615836,0.10775680427484045,0.15535877270615836,0.10775680427484045,0.3333333333333333,0,0.6666666666666666
SD-scaled effect size,Foraging guild,Diving ducks,hh,"Habitat
heterogeneity",3,3,2010s,3,0.22106058776576248,0.05020813742798695,0.22106058776576248,0.05020813742798695,0.3333333333333333,0,0.6666666666666666
SD-scaled effect size,Foraging guild,Diving ducks,perc_cropland,Cropland,1,1,1970s,3,0.013412121742136018,0.10894917200154063,0.30884071704835686,0.3744300861841987,0.3333333333333333,0.3333333333333333,0.3333333333333333
SD-scaled effect size,Foraging guild,Diving ducks,perc_cropland,Cropland,2,2,1990s,3,-0.24216516760534285,0.009183183654418958,0.2622387453376955,0.02092718294410996,0,0.3333333333333333,0.6666666666666666
SD-scaled effect size,Foraging guild,Diving ducks,perc_cropland,Cropland,3,3,2010s,3,-0.1829825234168335,0.027606167369353278,0.23586389937056837,0.05171589656124904,0,0.3333333333333333,0.6666666666666666
SD-scaled effect size,Foraging guild,Diving ducks,perc_forest,Forest,1,1,1970s,3,-0.04100281762467195,0.1498711760717382,0.2579344486661664,0.17552627049050343,0.6666666666666666,0.3333333333333333,0
SD-scaled effect size,Foraging guild,Diving ducks,perc_forest,Forest,2,2,1990s,3,-0.007513780175992357,0.15929775712657804,0.22368464496457624,0.1649585400562978,0.6666666666666666,0.3333333333333333,0
SD-scaled effect size,Foraging guild,Diving ducks,perc_forest,Forest,3,3,2010s,3,-0.14138627845554247,0.05016651714224033,0.32816925430174193,0.23000794662705884,0.3333333333333333,0.3333333333333333,0.3333333333333333
SD-scaled effect size,Foraging guild,Diving ducks,perc_grass_shrub,"Grass/
shrubland",1,1,1970s,3,0.1731968448426709,0.24994577619821431,0.1731968448426709,0.24994577619821431,0.6666666666666666,0,0.3333333333333333
SD-scaled effect size,Foraging guild,Diving ducks,perc_grass_shrub,"Grass/
shrubland",2,2,1990s,3,-0.08954830681958062,0.014082289553335571,0.12717719593521934,0.04236104412012254,0,0.3333333333333333,0.6666666666666666
SD-scaled effect size,Foraging guild,Diving ducks,perc_grass_shrub,"Grass/
shrubland",3,3,2010s,3,-0.13045044359573132,-0.004424469966419898,0.14379477699379453,0.02001650009709478,0,0.3333333333333333,0.6666666666666666
SD-scaled effect size,Foraging guild,Diving ducks,perc_pasture,Pasture,1,1,1970s,3,0.10094240808773433,0.07177764870650814,0.10094240808773433,0.07177764870650814,0.3333333333333333,0,0.6666666666666666
SD-scaled effect size,Foraging guild,Diving ducks,perc_pasture,Pasture,2,2,1990s,3,0.07499718336612594,0.16056509698107901,0.16179349813473062,0.16056509698107901,0.6666666666666666,0.3333333333333333,0
SD-scaled effect size,Foraging guild,Diving ducks,perc_pasture,Pasture,3,3,2010s,3,0.034981252153878865,0.16403128347984003,0.19283855323747395,0.1776984246071892,0.6666666666666666,0.3333333333333333,0
SD-scaled effect size,Foraging guild,Diving ducks,perc_urban,Urban,1,1,1970s,3,-0.014560686482380089,0.1023549308014853,0.20491812944592086,0.18318123364382585,0.3333333333333333,0.3333333333333333,0.3333333333333333
SD-scaled effect size,Foraging guild,Diving ducks,perc_urban,Urban,2,2,1990s,3,-0.02942886939980277,0.12736443060544153,0.254743673863451,0.21060777609003076,0.6666666666666666,0.3333333333333333,0
SD-scaled effect size,Foraging guild,Diving ducks,perc_urban,Urban,3,3,2010s,3,0.06576811544310376,0.2062023041912363,0.24935118251964536,0.26647664275288735,0.6666666666666666,0.3333333333333333,0
SD-scaled effect size,Foraging guild,Diving ducks,prec_breeding,Precipitation,1,1,1970s,3,-0.43097702096012697,-0.3773605557108683,0.43097702096012697,0.3773605557108683,0,1,0
SD-scaled effect size,Foraging guild,Diving ducks,prec_breeding,Precipitation,2,2,1990s,3,-0.2787879743673201,-0.238528353342497,0.2787879743673201,0.238528353342497,0,0.6666666666666666,0.3333333333333333
SD-scaled effect size,Foraging guild,Diving ducks,prec_breeding,Precipitation,3,3,2010s,3,-0.42838739716206536,-0.3847954328597979,0.42838739716206536,0.3847954328597979,0,0.6666666666666666,0.3333333333333333
SD-scaled effect size,Foraging guild,Diving ducks,tmean_breeding,Temperature,1,1,1970s,3,0.03632389622648382,0.008003276527428623,0.04406469951179829,0.011611204927971712,0,0,1
SD-scaled effect size,Foraging guild,Diving ducks,tmean_breeding,Temperature,2,2,1990s,3,0.07086659846622509,0.007332539650142942,0.07086659846622509,0.007332539650142942,0.3333333333333333,0,0.6666666666666666
SD-scaled effect size,Foraging guild,Diving ducks,tmean_breeding,Temperature,3,3,2010s,3,0.14533341981097375,0.12227922198528196,0.14533341981097375,0.12227922198528196,0.6666666666666666,0,0.3333333333333333
SD-scaled effect size,Foraging guild,Flycatchers,hh,"Habitat
heterogeneity",1,1,1970s,3,0.013457514079794846,4.8956811718239353e-05,0.018130435532466866,0.0070093821790080295,0,0,1
SD-scaled effect size,Foraging guild,Flycatchers,hh,"Habitat
heterogeneity",2,2,1990s,3,0.14121507258998467,0.1654020135906252,0.14121507258998467,0.1654020135906252,1,0,0
SD-scaled effect size,Foraging guild,Flycatchers,hh,"Habitat
heterogeneity",3,3,2010s,3,0.05023328156824099,0.020294747883006645,0.05023328156824099,0.020294747883006645,0.3333333333333333,0,0.6666666666666666
SD-scaled effect size,Foraging guild,Flycatchers,perc_cropland,Cropland,1,1,1970s,3,-0.04700212503643482,-0.05485800537082318,0.13633436951467673,0.13399836671736287,0.3333333333333333,0,0.6666666666666666
SD-scaled effect size,Foraging guild,Flycatchers,perc_cropland,Cropland,2,2,1990s,3,0.08131762367441765,0.014037824605961785,0.09205772433772445,0.0161101509949602,0.3333333333333333,0,0.6666666666666666
SD-scaled effect size,Foraging guild,Flycatchers,perc_cropland,Cropland,3,3,2010s,3,-0.07351028199560171,-0.05728941105665406,0.07378635392262016,0.05728941105665406,0,0,1
SD-scaled effect size,Foraging guild,Flycatchers,perc_forest,Forest,1,1,1970s,3,0.18259568434440443,0.2067352823027257,0.18259568434440443,0.2067352823027257,0.6666666666666666,0,0.3333333333333333
SD-scaled effect size,Foraging guild,Flycatchers,perc_forest,Forest,2,2,1990s,3,0.22161673317044234,0.2332868460356836,0.22161673317044234,0.2332868460356836,0.6666666666666666,0,0.3333333333333333
SD-scaled effect size,Foraging guild,Flycatchers,perc_forest,Forest,3,3,2010s,3,0.22915198315034355,0.16339579590577696,0.22915198315034355,0.16339579590577696,1,0,0
SD-scaled effect size,Foraging guild,Flycatchers,perc_grass_shrub,"Grass/
shrubland",1,1,1970s,3,-0.005068003291179695,-0.0033432287477977492,0.03194246670458945,0.040311695120114635,0,0,1
SD-scaled effect size,Foraging guild,Flycatchers,perc_grass_shrub,"Grass/
shrubland",2,2,1990s,3,-0.015675700814319776,-0.0017758098894218477,0.016658658328560665,0.0017758098894218477,0,0,1
SD-scaled effect size,Foraging guild,Flycatchers,perc_grass_shrub,"Grass/
shrubland",3,3,2010s,3,-0.06836900790844919,-0.08964968801126784,0.09139428042132258,0.08964968801126784,0,0.3333333333333333,0.6666666666666666
SD-scaled effect size,Foraging guild,Flycatchers,perc_pasture,Pasture,1,1,1970s,3,0.0014643649233852807,-0.017265038483558974,0.026693207034194904,0.02057822468265546,0,0,1
SD-scaled effect size,Foraging guild,Flycatchers,perc_pasture,Pasture,2,2,1990s,3,-0.05576886651416829,-0.025139003677409805,0.05576886651416829,0.025139003677409805,0,0,1
SD-scaled effect size,Foraging guild,Flycatchers,perc_pasture,Pasture,3,3,2010s,3,0.008027245562421745,0.009071405763119732,0.008027245562421745,0.009071405763119732,0,0,1
SD-scaled effect size,Foraging guild,Flycatchers,perc_urban,Urban,1,1,1970s,3,0.09282536985587563,0.15321943201814422,0.12002026197028155,0.15321943201814422,0.6666666666666666,0,0.3333333333333333
SD-scaled effect size,Foraging guild,Flycatchers,perc_urban,Urban,2,2,1990s,3,0.09635859401949202,0.09149066554904726,0.09635859401949202,0.09149066554904726,0.6666666666666666,0,0.3333333333333333
SD-scaled effect size,Foraging guild,Flycatchers,perc_urban,Urban,3,3,2010s,3,-0.024277035653605568,-0.06614500478523315,0.08090855494787227,0.08494727894140006,0.3333333333333333,0.3333333333333333,0.3333333333333333
SD-scaled effect size,Foraging guild,Flycatchers,prec_breeding,Precipitation,1,1,1970s,3,-0.16410128146203662,-0.1944568445349302,0.1695264973581449,0.1944568445349302,0,0.3333333333333333,0.6666666666666666
SD-scaled effect size,Foraging guild,Flycatchers,prec_breeding,Precipitation,2,2,1990s,3,-0.023988987651746018,-0.001948283494162174,0.02410135366710673,0.001948283494162174,0,0,1
SD-scaled effect size,Foraging guild,Flycatchers,prec_breeding,Precipitation,3,3,2010s,3,-0.0738249460833262,-0.06136945085514375,0.0738249460833262,0.06136945085514375,0,0.3333333333333333,0.6666666666666666
SD-scaled effect size,Foraging guild,Flycatchers,tmean_breeding,Temperature,1,1,1970s,3,-0.056466651140222174,-0.06444999050482361,0.1194238716750393,0.0944358308022257,0.3333333333333333,0.3333333333333333,0.3333333333333333
SD-scaled effect size,Foraging guild,Flycatchers,tmean_breeding,Temperature,2,2,1990s,3,-0.05009751296613901,-0.03612987845688591,0.12270625553718653,0.10891311385657126,0.3333333333333333,0.3333333333333333,0.3333333333333333
