comparison,transition,source_cluster,target_cluster,trait_family,trait_value,n_species_in_trait_group,mean_expected_richness_delta_per_species,median_expected_richness_delta_per_species,q10_expected_richness_delta_per_species,q90_expected_richness_delta_per_species,mean_expected_richness_gain_per_species,mean_expected_richness_loss_per_species,absolute_change_share_per_species,prop_sites_increase,n_sites,mean_expected_richness_delta,median_expected_richness_delta,q10_expected_richness_delta,q90_expected_richness_delta,mean_expected_richness_gain,mean_expected_richness_loss,total_absolute_trait_change,total_absolute_trait_change_per_species,absolute_change_share,driver_direction,driver_direction_per_species
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Reedlings,1,0.10222002404653992,0.050986446310706285,-0.018275666868342907,0.296728293293557,0.10842716577690405,-0.006207141730364149,0.0357671311664531,0.8,245,0.10222002404653992,0.050986446310706285,-0.018275666868342907,0.296728293293557,0.10842716577690405,-0.006207141730364149,15.848323652578664,2.8579318696494918,0.006449895035422741,Gain,Gain
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Scolopacids,9,-0.10919994344841995,-0.09981660671993112,-0.2178258460376271,-0.0013648367011885971,0.012906279068397872,-0.12210622251681784,0.03820942850601007,0.09795918367346938,245,-0.9827994910357796,-0.89834946047938,-1.960432614338644,-0.012283530310697373,0.11615651161558085,-1.0989560026513605,15.848323652578664,2.8579318696494918,0.06201283571564803,Loss,Loss
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Shrikes,2,0.08892180508137815,0.07585766938490734,-0.027702063878366545,0.2510002718500648,0.1009199896896597,-0.011998184608281587,0.031114039500278176,0.8040816326530612,245,0.1778436101627563,0.1517153387698147,-0.05540412775673309,0.5020005437001296,0.2018399793793194,-0.023996369216563174,15.848323652578664,2.8579318696494918,0.011221603878200679,Gain,Gain
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Starlings,1,-0.028577479641464898,-0.017763175503980322,-0.12403985764920447,0.042259978517078724,0.013334913457170396,-0.04191239309863532,0.009999356508442504,0.27755102040816326,245,-0.028577479641464898,-0.017763175503980322,-0.12403985764920447,0.042259978517078724,0.013334913457170396,-0.04191239309863532,15.848323652578664,2.8579318696494918,0.0018031862718057936,Loss,Loss
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Terns,5,-0.06301248759830522,-0.025257603238128278,-0.19076554765304077,0.010392945672316967,0.007209371171285462,-0.07022185876959068,0.02204828192983947,0.1673469387755102,245,-0.3150624379915261,-0.1262880161906414,-0.9538277382652038,0.05196472836158483,0.036046855856427314,-0.3511092938479534,15.848323652578664,2.8579318696494918,0.019879858898531683,Loss,Loss
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Thrushes,4,0.11077415774373352,0.09778172388002293,0.0037761322780718682,0.23785040929438894,0.12246619457494415,-0.01169203683121063,0.03876025139721728,0.9102040816326531,245,0.44309663097493407,0.3911268955200917,0.015104529112287473,0.9514016371775558,0.4898647782997766,-0.04676814732484252,15.848323652578664,2.8579318696494918,0.027958580395525824,Gain,Gain
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Tit-like birds,12,0.20502383132502167,0.19907842067867323,0.029874828254222652,0.4020326677633759,0.2163767836526673,-0.011352952327645579,0.07173853005466034,0.9306122448979591,245,2.46028597590026,2.388941048144079,0.35849793905067184,4.8243920131605105,2.5965214038320075,-0.13623542793174695,15.848323652578664,2.8579318696494918,0.15523950859622618,Gain,Gain
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Wading birds,2,0.12187720867384443,0.09969143317135139,0.021915948332240302,0.26657687694825083,0.1261878227509007,-0.004310614077056288,0.042645246364390044,0.963265306122449,245,0.24375441734768885,0.19938286634270277,0.043831896664480605,0.5331537538965017,0.2523756455018014,-0.008621228154112577,15.848323652578664,2.8579318696494918,0.015380454279656753,Gain,Gain
2010s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Woodpeckers,5,0.11339038274087507,0.11045117673280233,0.02136691147806701,0.20583342295958418,0.12286403931928817,-0.009473656578413103,0.039675677347333585,0.9306122448979591,245,0.5669519137043754,0.5522558836640117,0.10683455739033504,1.029167114797921,0.6143201965964409,-0.04736828289206551,15.848323652578664,2.8579318696494918,0.035773620360922354,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Thermal affinity,cold,31,0.10955075138307466,0.10374321449458515,0.0010468831249191882,0.22274809895378053,0.1422632815150728,-0.03271253013199818,0.19914878622416463,0.9030612244897959,392,3.3960732928753146,3.2160396493321395,0.03245337687249483,6.905191067567197,4.4101617269672575,-1.0140884340919436,17.19160160979721,0.5500949991217261,0.19754257747224369,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Thermal affinity,medium,31,0.1461893938226731,0.14659329881864358,0.03625535167543447,0.24826410165292576,0.1633046660412975,-0.017115272218624404,0.26575299549364567,0.9668367346938775,392,4.531871208502866,4.544392263377951,1.1239159019384686,7.696187151240698,5.0624446472802225,-0.5305734387773565,17.19160160979721,0.5500949991217261,0.2636095991149671,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Thermal affinity,very cold,32,0.05973550313314219,0.055361132958072136,6.206274034781149e-4,0.1295036609664704,0.07641468004900098,-0.01667917691585879,0.10859124919971104,0.9005102040816326,392,1.91153610026055,1.7715562546583083,0.019860076911299675,4.144117150927053,2.4452697615680314,-0.5337336613074812,17.19160160979721,0.5500949991217261,0.11119011152347767,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Thermal affinity,very warm,32,0.07892113389055774,0.07653525169590053,0.017584607277196584,0.14232638560004587,0.09634253180371381,-0.017421397913156077,0.14346819007000994,0.9617346938775511,392,2.525476284497848,2.449128054268817,0.5627074328702907,4.554444339201468,3.082961017718842,-0.5574847332209945,17.19160160979721,0.5500949991217261,0.14690174550453872,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Thermal affinity,warm,31,0.15569821689227845,0.15114418064101065,0.03620765268358847,0.27523086890267023,0.17552106476661192,-0.019822847874333457,0.28303877901246877,0.9693877551020408,392,4.826644723660632,4.68546959987133,1.1224372331912427,8.532156935982778,5.441153007764969,-0.6145082841043372,17.19160160979721,0.5500949991217261,0.2807559663847728,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Migratory strategy,long-distance,44,0.08343439609877713,0.07967384440851726,-0.005332470530997381,0.16468317681973293,0.10674005435667483,-0.02330565825789771,0.15230665368336693,0.8852040816326531,392,3.6711134283461937,3.505649153974759,-0.23462870336388478,7.246059780068249,4.696562391693693,-1.0254489633474992,17.19160160979721,0.5478053261693374,0.21354109475489977,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Migratory strategy,sedentary,35,0.14873039188793485,0.14861393265762146,0.02552995318356825,0.2679393249293071,0.17204510300023967,-0.023314711112304858,0.27150227422571527,0.951530612244898,392,5.2055637160777195,5.201487643016751,0.8935483614248887,9.37787637252575,6.021578605008389,-0.8160148889306701,17.19160160979721,0.5478053261693374,0.3027969024777281,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Migratory strategy,sedentary and short-distance,31,0.12739792310692277,0.12296943610898538,0.018961780462658444,0.24320503665909854,0.1448023783701009,-0.017404455263178128,0.23256057767416005,0.9336734693877551,392,3.949335616314606,3.812052519378547,0.5878151943424118,7.539356136432055,4.488873729473128,-0.539538113158522,17.19160160979721,0.5478053261693374,0.22972470546688012,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Migratory strategy,short-and long-distance,8,0.09599590770624879,0.09698697930941264,0.05009221438728258,0.1391523588959846,0.097447759411653,-0.0014518517054042087,0.17523726608779733,1,392,0.7679672616499903,0.7758958344753011,0.4007377150982606,1.1132188711678768,0.779582075293224,-0.01161481364323367,17.19160160979721,0.5478053261693374,0.04467107132196097,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Migratory strategy,short-distance,39,0.09224670736945387,0.08957825571769684,0.01325918516349136,0.17188483807213342,0.1142408553802792,-0.02199414801082534,0.16839322832896042,0.951530612244898,392,3.597621587408701,3.493551972990177,0.5171082213761631,6.703508684813204,4.455393359830889,-0.8577717724221882,17.19160160979721,0.5478053261693374,0.20926622597853103,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Aerial insectivores,4,0.05794294536988778,0.05579003368562547,-0.06565556385340074,0.1828962458845156,0.10279916068550522,-0.04485621531561745,0.017589622198054728,0.7066326530612245,392,0.23177178147955113,0.22316013474250188,-0.26262225541360296,0.73158498353806245,0.4111966427420209,-0.1794248612624698,17.407552503181975,3.2941551965963094,0.013314438169132905,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Aquatic pursuers,6,0.05714753353924468,0.04926888960240914,-0.008755500477030734,0.13180147004398854,0.06433155382122503,-0.007184020281980366,0.017348160644736002,0.8698979591836735,392,0.34288520123546806,0.29561333761445485,-0.0525330028621844,0.7908088202639313,0.3859893229273502,-0.0431041216918822,17.407552503181975,3.2941551965963094,0.019697496312177782,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Buntings,3,0.054404717967835865,0.04063707677652676,-0.06733506704215872,0.19978319494197438,0.0808003946712669,-0.026395676703431056,0.016515529694547972,0.6658163265306123,392,0.1632141539035076,0.12191123032958029,-0.20200520112647616,0.5993495848259232,0.2424011840138007,-0.07918703011029317,17.407552503181975,3.2941551965963094,0.009376054093398438,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Columbids,4,0.11612571761525045,0.10600310844497235,0.012526993340628047,0.23086364866624728,0.1246605374736136,-0.008534819858363116,0.035252048153419584,0.9413265306122449,392,0.4645028704610018,0.4240124337798894,0.05010797336251219,0.9234545946649891,0.4986421498944544,-0.03413927943345246,17.407552503181975,3.2941551965963094,0.02668398503328334,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Cuckoos,1,0.12028396267160063,0.11535036697157003,-0.03598739154029968,0.29746211786129767,0.1330645995823072,-0.012780636910706628,0.03651435815649615,0.8214285714285714,392,0.12028396267160063,0.11535036697157003,-0.03598739154029968,0.29746211786129767,0.1330645995823072,-0.012780636910706628,17.407552503181975,3.2941551965963094,0.006909872174713452,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Dabbling ducks,7,0.042616004600270256,0.045826627325732436,-0.05484990045433675,0.12792330653065043,0.06025883514776524,-0.017642830547494978,0.012936853929742989,0.7142857142857143,392,0.2983120322018918,0.32078639128012704,-0.38394930318035725,0.895463145714553,0.4218118460343567,-0.12349981383246485,17.407552503181975,3.2941551965963094,0.01713693134904304,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Dippers,1,0.003022016663431005,0.0011773943356803323,-0.004373813884382379,0.014652555175393664,0.0045342975504409685,-0.0015122808870099618,9.173874584152891e-4,0.6020408163265306,392,0.003022016663431005,0.0011773943356803323,-0.004373813884382379,0.014652555175393664,0.0045342975504409685,-0.0015122808870099618,17.407552503181975,3.2941551965963094,1.7360376554249096e-4,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Diurnal raptors,7,0.17215350992109676,0.17299845156765897,0.03993255557627394,0.2953227160737007,0.18512328542638995,-0.012969775505293166,0.0522602912270116,0.9464285714285714,392,1.2050745694476774,1.2109891609736128,0.27952788903391756,2.0672590125159047,1.2958629979847296,-0.09078842853705216,17.407552503181975,3.2941551965963094,0.0692271110041115,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Diving ducks,3,0.016014117636139778,0.009026945273560473,-0.005974310093663727,0.04083869325060328,0.019827080245813634,-0.0038129626096738566,0.00486137315348299,0.8239795918367347,392,0.048042352908419336,0.027080835820681416,-0.017922930280991182,0.12251607975180982,0.0594812407374409,-0.01143888782902157,17.407552503181975,3.2941551965963094,0.002759856843725592,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Flycatchers,3,0.1211766355518135,0.12448794143293267,-0.023278649232152213,0.2461752469457101,0.13389710757043705,-0.012720472018623566,0.03678534504901877,0.8698979591836735,392,0.3635299066554405,0.373463824298798,-0.06983594769645664,0.7385257408371303,0.40169132271131114,-0.0381614160558707,17.407552503181975,3.2941551965963094,0.020883458865856637,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Foliage gleaners,9,0.15260473396258822,0.13988909470137723,0.005460453467467229,0.31722565501519023,0.17062838458460494,-0.018023650622016742,0.04632590902828965,0.9107142857142857,392,1.373442605663294,1.259001852312395,0.04914408120720506,2.855030895136712,1.5356554612614446,-0.16221285559815068,17.407552503181975,3.2941551965963094,0.07889923671993743,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Gallinaceous birds,2,0.14829252772609414,0.14229127433119712,-0.06768880903180356,0.369353758194846,0.24446660958765898,-0.09617408186156486,0.04501686134257354,0.7857142857142857,392,0.2965850554521883,0.28458254866239424,-0.13537761806360712,0.738707516389692,0.48893321917531796,-0.1923481637231297,17.407552503181975,3.2941551965963094,0.01703772287333183,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Grazing waterfowl,2,0.27465262025854803,0.2531525041642247,0.06705186627292314,0.528279237777419,0.2798108337782262,-0.005158213519678113,0.08337573789551059,0.951530612244898,392,0.5493052405170961,0.5063050083284494,0.1341037325458463,1.056558475554838,0.5596216675564524,-0.010316427039356226,17.407552503181975,3.2941551965963094,0.03155556994107512,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Gulls,5,-0.005056457396208818,-0.010781190238488978,-0.06108466193782969,0.04283844380335902,0.023358575886832485,-0.02841503328304131,0.0015349784981088352,0.336734693877551,392,-0.025282286981044087,-0.05390595119244489,-0.30542330968914844,0.2141922190167951,0.11679287943416243,-0.14207516641520654,17.407552503181975,3.2941551965963094,0.0014523745929488174,Loss,Loss
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Kingfishers,1,0.14195081644145344,0.12320541805912655,0.017017050010599357,0.31699498639898227,0.14680377193298078,-0.004852955491527347,0.0430917209329191,0.9438775510204082,392,0.14195081644145344,0.12320541805912655,0.017017050010599357,0.31699498639898227,0.14680377193298078,-0.004852955491527347,17.407552503181975,3.2941551965963094,0.008154553399480246,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Low flycatching feeders,9,0.1808265248870005,0.17025794102238417,0.04409142991884051,0.3263148909428607,0.21039651919590688,-0.029569994308906396,0.054893140758468136,0.9693877551020408,392,1.6274387239830044,1.5323214692014575,0.3968228692695646,2.9368340184857464,1.893568672763162,-0.26612994878015755,17.407552503181975,3.2941551965963094,0.09349038147008434,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Marsh warblers,6,0.13735110718955498,0.13237626267941519,-0.037514422100413114,0.3086861287290993,0.17673599041860122,-0.039384883229046215,0.041695396540962375,0.8367346938775511,392,0.82410664313733,0.7942575760764912,-0.22508653260247868,1.8521167723745957,1.0604159425116073,-0.2363092993742773,17.407552503181975,3.2941551965963094,0.047341901912212485,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Nigthjars,1,0.143254755012225,0.026859739043700467,-0.03317918638544617,0.49538284519595505,0.1546972879014029,-0.011442532889177886,0.04348755491551922,0.6352040816326531,392,0.143254755012225,0.026859739043700467,-0.03317918638544617,0.49538284519595505,0.1546972879014029,-0.011442532889177886,17.407552503181975,3.2941551965963094,0.008229459884497782,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Omnivorous corvids,7,0.1859040485399071,0.17813687651151502,0.02250352479446322,0.35884919255707975,0.20695673427967784,-0.02105268573977075,0.05643451429732052,0.9438775510204082,392,1.3013283397793498,1.2469581355806052,0.15752467356124256,2.5119443478995582,1.4486971399577449,-0.14736880017839524,17.407552503181975,3.2941551965963094,0.07475653682741881,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Open-land insectivores,6,0.1263686488956177,0.12478638917992013,0.0010269556830336663,0.24506805819486543,0.14073488669639542,-0.014366237800777712,0.038361473990717945,0.9030612244897959,392,0.7582118933737062,0.7487183350795208,0.006161734098201998,1.4704083491691926,0.8444093201783724,-0.08619742680466627,17.407552503181975,3.2941551965963094,0.04355649039318483,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Orioles,1,-0.01195807165160817,-0.0018236344368002737,-0.030465147103483824,1.9109360713862324e-4,6.34443509800648e-4,-0.012592515161408822,0.003630087514991359,0.14285714285714285,392,-0.01195807165160817,-0.0018236344368002737,-0.030465147103483824,1.9109360713862324e-4,6.34443509800648e-4,-0.012592515161408822,17.407552503181975,3.2941551965963094,6.869473264218115e-4,Loss,Loss
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Owls,5,0.024072498723024725,0.02589378623105475,-0.07322291938880238,0.11639722984760166,0.07852828952192728,-0.05445579079890254,0.007307639527092612,0.6505102040816326,392,0.12036249361512362,0.12946893115527375,-0.3661145969440119,0.5819861492380083,0.3926414476096364,-0.2722789539945127,17.407552503181975,3.2941551965963094,0.006914383489185066,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Passerine seedeaters,12,0.20080927321742512,0.19594122472262102,0.06942658488359209,0.33033444951660634,0.2148574215269666,-0.014048148309541477,0.060959263068392035,0.9897959183673469,392,2.4097112786091013,2.3512946966714523,0.833119018603105,3.9640133941992763,2.578289058323599,-0.16857777971449772,17.407552503181975,3.2941551965963094,0.13842906854186557,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Plovers,6,0.04764897704711338,0.048565420053873216,-0.046736179286546,0.13322689812287458,0.06791776457223798,-0.020268787525124603,0.014464703149489359,0.7474489795918368,392,0.28589386228268027,0.2913925203232393,-0.280417075719276,0.7993613887372475,0.4075065874334279,-0.12161272515074761,17.407552503181975,3.2941551965963094,0.016423553065855807,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Rails,5,0.05135732699744178,0.052611325190355426,-0.11974416416158566,0.20705057484959485,0.09945014706095345,-0.04809282006351166,0.015590439409323158,0.6505102040816326,392,0.2567866349872089,0.26305662595177715,-0.5987208208079283,1.0352528742479743,0.49725073530476727,-0.24046410031755833,17.407552503181975,3.2941551965963094,0.014751449690602407,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Reedlings,1,0.016955615409913506,9.107649178796021e-4,-0.0023047324932892496,0.04203346432262001,0.017821629329306487,-8.660139193929894e-4,0.00514718171974196,0.7066326530612245,392,0.016955615409913506,9.107649178796021e-4,-0.0023047324932892496,0.04203346432262001,0.017821629329306487,-8.660139193929894e-4,17.407552503181975,3.2941551965963094,9.740378727459901e-4,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Scolopacids,9,-0.0073459100961602896,-0.007916301963202104,-0.07966408880666183,0.06666123986950463,0.023672852115895524,-0.03101876221205582,0.0022299830025465897,0.4413265306122449,392,-0.06611319086544261,-0.07124671766881893,-0.7169767992599565,0.5999511588255417,0.2130556690430597,-0.2791688599085024,17.407552503181975,3.2941551965963094,0.003797960158578157,Loss,Loss
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Shrikes,2,0.13757636889812325,0.12278795440763907,0.0032457016705327597,0.299026829777135,0.14711121631424193,-0.00953484741611868,0.04176377878014801,0.9158163265306123,392,0.2751527377962465,0.24557590881527813,0.006491403341065519,0.59805365955427,0.29422243262848385,-0.01906969483223736,17.407552503181975,3.2941551965963094,0.01580651488748637,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Starlings,1,-0.004621897194287182,-0.002499339733129935,-0.09011057421664367,0.08896615274128919,0.025709173149463038,-0.030331070343750224,0.0014030599405464453,0.45663265306122447,392,-0.004621897194287182,-0.002499339733129935,-0.09011057421664367,0.08896615274128919,0.025709173149463038,-0.030331070343750224,17.407552503181975,3.2941551965963094,2.655110299648576e-4,Loss,Loss
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Terns,5,5.058965701898926e-4,7.148242447168353e-5,-0.007079631761914286,0.007155169617145313,0.00398938661047863,-0.0034834900402887356,1.5357399393708317e-4,0.5204081632653061,392,0.0025294828509494632,3.5741212235841765e-4,-0.03539815880957143,0.035775848085726564,0.01994693305239315,-0.01741745020144368,17.407552503181975,3.2941551965963094,1.4530950577268641e-4,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Thrushes,4,0.15447641687692049,0.15626928573986515,0.04935865556389881,0.2521199930802869,0.16228000393281805,-0.007803587055897551,0.046894092007727345,0.9872448979591837,392,0.6179056675076819,0.6250771429594606,0.19743462225559524,1.0084799723211475,0.6491200157312722,-0.031214348223590205,17.407552503181975,3.2941551965963094,0.03549641268608745,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Tit-like birds,12,0.1919118894041696,0.19135368584581033,0.04069088478012322,0.32766509510302994,0.20234874501929526,-0.010436855615125674,0.058258302341815234,0.951530612244898,392,2.302942672850035,2.296244230149724,0.4882906173614786,3.931981141236359,2.428184940231543,-0.1252422673815081,17.407552503181975,3.2941551965963094,0.13229560401607715,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Wading birds,2,0.06125152457593402,0.04162491865231765,0.018230601422324997,0.1124948862549436,0.061541667839457866,-2.9014326352385137e-4,0.01859400086529689,1,392,0.12250304915186803,0.0832498373046353,0.036461202844649994,0.2249897725098872,0.12308333567891573,-5.802865270477027e-4,17.407552503181975,3.2941551965963094,0.007037350548244813,Gain,Gain
2010s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Woodpeckers,5,0.12651412808822943,0.11846131358405576,0.009653104522335898,0.2475043629859835,0.13805055868455882,-0.011536430596329368,0.038405636813635964,0.9285714285714286,392,0.6325706404411472,0.5923065679202788,0.04826552261167949,1.2375218149299174,0.6902527934227941,-0.05768215298164684,17.407552503181975,3.2941551965963094,0.03633886155595497,Gain,Gain
